splicing_event	histology	type
PPIP5K2:103186320-103186439_103184671-103184744_103190841-103190982	MB	skipping
CDH24:23051970-23052083_23049821-23049943_23052472-23052609	MB	skipping
TM2D3:101651696-101651773_101650003-101650161_101652270-101652381	MB	skipping
SLC35B1:49707343-49707444_49706964-49707068_49707729-49707949	MB	skipping
TRRAP:98945747-98945800_98942948-98943017_98948220-98948340	MB	skipping
SDK2:73380894-73380950_73379447-73379549_73383875-73384011	MB	skipping
MYH10:8576643-8576669_8569719-8569812_8577235-8577338	MB	skipping
MYH10:8576643-8576831_8569719-8569812_8577235-8577338	MB	skipping
MAP3K4:161098278-161098427_161097079-161097176_161101891-161101992	MB	skipping
MBNL2:97356796-97356849_97346803-97347067_97357481-97357635	MB	skipping
STRADA:63723298-63723326_63714005-63714108_63726637-63726695	MB	skipping
WASF3:26676549-26676724_26671871-26671989_26680034-26680201	MB	skipping
PIGX:196726655-196726771_196722414-196722556_196727922-196728037	MB	skipping
MEF2A:99703362-99703385_99690240-99690428_99706728-99706855	MB	skipping
HNRNPA1:54283063-54283234_54282799-54282874_54283811-54283967	MB	skipping
RTN3:63718702-63721032_63681482-63681778_63749990-63750198	MB	skipping
TTC7A:46958495-46958552_46956838-46957007_46974972-46975103	MB	skipping
FUBP3:130580659-130581513_130579580-130579764_130595482-130595588	MB	skipping
NUCB2:17286634-17286713_17282788-17282943_17295323-17295467	MB	skipping
NUCB2:17286634-17286717_17282788-17282943_17295323-17295425	MB	skipping
COMMD6:75527813-75527851_75526435-75526639_75530113-75530266	MB	skipping
MBD1:50275370-50275444_50275128-50275245_50275599-50275728	MB	skipping
MPP3:43832077-43832251_43831881-43831943_43832760-43832819	MB	skipping
ZNF618:114028910-114028972_114016694-114016784_114032647-114032723	MB	skipping
EWSR1:29274265-29274282_29273737-29273864_29278029-29278216	MB	skipping
EWSR1:29274268-29274282_29273737-29273864_29278029-29278216	MB	skipping
DLGAP4:36465265-36465367_36461746-36462599_36496704-36497066	MB	skipping
TEAD2:49355959-49355970_49355302-49355419_49357251-49357314	MB	skipping
DVL1:1337018-1337055_1336411-1336515_1337976-1338183	MB	skipping
RTN3:63718981-63721032_63681495-63681778_63749990-63750198	MB	skipping
RACK1:181243254-181243405_181242249-181242345_181243691-181243904	MB	skipping
PTPRM:8122242-8122316_8114790-8114827_8143646-8143778	MB	skipping
RPS6KB2:67432353-67432492_67431367-67431515_67432599-67432657	MB	skipping
RPN2:37238402-37238449_37236579-37236709_37241302-37241619	MB	skipping
UBAP2:34011627-34011664_33996477-33998864_34017049-34017189	MB	skipping
CDC42SE1:151056651-151056786_151055676-151055993_151059478-151059615	MB	skipping
CITED1:72305302-72305422_72302809-72302934_72305824-72305892	MB	skipping
SCRIB:143791666-143791740_143791388-143791440_143791875-143791913	MB	skipping
SLC38A10:81250070-81250093_81246884-81247061_81251492-81251612	MB	skipping
RPS24:78037439-78037441_78037193-78037304_78037964-78037982	MB	skipping
RIMS2:103927842-103927889_103921671-103921784_103931262-103931393	MB	skipping
TCF3:1615285-1615520_1612206-1612433_1615685-1615804	MB	skipping
GAK:859362-859493_851749-851974_859605-859722	MB	skipping
UBTF:44212344-44212454_44211872-44212006_44212818-44212939	MB	skipping
RPS6KB2:67432356-67432492_67431367-67431515_67432599-67432657	MB	skipping
TBC1D1:38053106-38053225_38049617-38049898_38054198-38054338	MB	skipping
RAI14:34813574-34813660_34812179-34812208_34814582-34814669	MB	skipping
CTNNB1:41224190-41224321_41224020-41224081_41224525-41224711	MB	skipping
TBC1D1:38051899-38052060_38049617-38049898_38054198-38054338	MB	skipping
OSBPL8:76459859-76459895_76450900-76450979_76487509-76487618	MB	skipping
KAT6A:42049620-42049707_42048377-42049302_42051900-42051987	MB	skipping
ERBB4:211657950-211657994_211657596-211657828_211665322-211665354	MB	skipping
LYRM1:20902486-20902717_20900449-20900535_20915555-20915714	MB	skipping
AGAP1:236014805-236014879_235968461-235968623_236036560-236036697	MB	skipping
OGDH:44656318-44656362_44647656-44647759_44666735-44666851	MB	skipping
ACAP2:195295196-195295300_195294718-195294811_195295707-195295892	MB	skipping
CLIP1:122347375-122347479_122340752-122341697_122352725-122352786	MB	skipping
SFT2D1:166331385-166331407_166330160-166330247_166342418-166342547	MB	skipping
KIF21B:200983056-200983094_200980959-200981096_200984858-200984972	MB	skipping
JKAMP:59484990-59485116_59484442-59484593_59486730-59486804	MB	skipping
CHL1:398227-398385_394692-394872_399016-399148	MB	skipping
VAV2:133769417-133769503_133768441-133768596_133770377-133770501	MB	skipping
NSFL1C:1455714-1455719_1454966-1455132_1458199-1458274	MB	skipping
PI4KB:151324745-151324917_151315572-151316509_151326171-151326373	MB	skipping
NHSL1:138441983-138442114_138430392-138433680_138447000-138447193	MB	skipping
TCERG1:146481150-146481200_146480027-146480094_146482591-146482727	MB	skipping
PTPRD:8526627-8526644_8524924-8525035_8528590-8528779	MB	skipping
BICD1:32338786-32338979_32337498-32337706_32367669-32367745	MB	skipping
FMNL1:45234832-45234849_45234071-45234200_45236135-45236244	MB	skipping
CXXC5:139679847-139679940_139648924-139649009_139680363-139680556	MB	skipping
DENND4C:19336686-19336832_19336269-19336414_19340991-19341114	MB	skipping
AFTPH:64581190-64581273_64579485-64579546_64585421-64585545	MB	skipping
NLGN3:71148846-71148905_71147549-71148206_71153476-71153536	MB	skipping
ENSG00000288534:57806461-57806478_57805881-57806035_57806914-57806983	MB	skipping
FHL1:136209243-136209442_136208454-136208641_136209870-136211322	MB	skipping
FHL1:136209340-136209442_136208454-136208641_136209870-136211298	MB	skipping
MPDZ:13143466-13143564_13139986-13140149_13147547-13147658	MB	skipping
NFASC:204950557-204950574_204944225-204944406_204952010-204952116	MB	skipping
NLGN3:71148846-71148905_71147549-71148206_71155213-71155363	MB	skipping
VPS13C:61864641-61864820_61863439-61863528_61868658-61868773	MB	skipping
RAB11FIP2:118033982-118034041_118015064-118015110_118038971-118039440	MB	skipping
CAMK2D:113502936-113502977_113500462-113500511_113509637-113509675	MB	skipping
GRIA2:157361010-157361124_157359895-157360143_157361537-157361652	MB	skipping
SIRT2:38898379-38898425_38893818-38893867_38899505-38899618	MB	skipping
SEC31A:82861631-82861708_82857688-82857764_82863317-82863392	MB	skipping
DDHD1:53103031-53103051_53093315-53093444_53103682-53103856	MB	skipping
RUBCN:197699187-197699231_197696953-197697049_197700612-197701146	MB	skipping
NRXN1:50925938-50925952_50922657-50922687_51027501-51029194	MB	skipping
ITSN1:33802430-33802444_33799807-33799929_33810974-33811222	MB	skipping
TMEM184B:38222642-38222662_38221144-38221710_38224784-38224979	MB	skipping
MAP4K4:101863821-101864051_101859642-101859864_101864929-101865003	MB	skipping
DNAJC13:132537158-132537266_132530997-132531097_132538175-132538508	MB	skipping
CRTC2:153948834-153948900_153948457-153948644_153949114-153949384	MB	skipping
BSG:577774-578121_572595-572701_579499-579629	MB	skipping
MAGI1:65375745-65375948_65364852-65364946_65379260-65379554	MB	skipping
TSC2:2077598-2077726_2076490-2076585_2079034-2079196	MB	skipping
KALRN:124637208-124637303_124633848-124633953_124650807-124650938	MB	skipping
TSC2:2077598-2077726_2076490-2076585_2079031-2079196	MB	skipping
TMEM164:110003883-110004164_110002686-110002772_110067346-110067396	ATRT	skipping
PDE9A:42731770-42731949_42698967-42699011_42732069-42732124	ATRT	skipping
AP4M1:100102246-100102393_100101879-100101968_100102674-100102781	ATRT	skipping
HNRNPA2B1:26191422-26191650_26190992-26191128_26192494-26192577	ATRT	skipping
LSAMP:115834562-115834597_115809793-115810414_115841844-115841993	ATRT	skipping
SPIRE1:12459755-12459928_12454345-12454483_12463350-12463493	ATRT	skipping
NFIB:14112999-14113081_14081847-14088326_14120439-14120624	ATRT	skipping
RBM4B:66666272-66666493_66665547-66665578_66668614-66668685	ATRT	skipping
MINK1:4892402-4892512_4892148-4892234_4892655-4892768	ATRT	skipping
PBRM1:52558249-52558413_52550746-52550817_52561766-52561968	ATRT	skipping
PPP1R12B:202445046-202445228_202442446-202442572_202448988-202449097	ATRT	skipping
AP1S2:15831452-15831568_15826932-15827372_15845378-15845516	ATRT	skipping
PACRG:163312779-163312895_163089258-163089408_163314826-163315491	ATRT	skipping
KIF13A:17771114-17771218_17763692-17764946_17771907-17772059	ATRT	skipping
TMEM248:66922149-66922246_66921231-66921461_66941847-66942024	ATRT	skipping
MBNL1:152446704-152446757_152445281-152445539_152447619-152447773	ATRT	skipping
NFIB:14102422-14102510_14081842-14088326_14120439-14120624	ATRT	skipping
PLEKHA3:178488968-178489014_178485640-178485757_178490658-178490814	ATRT	skipping
NDE1:15699729-15699854_15696708-15696860_15724190-15724222	ATRT	skipping
TM2D3:101651696-101651773_101650003-101650161_101652270-101652381	ATRT	skipping
USP33:77745421-77745599_77741616-77741748_77759642-77759852	ATRT	skipping
MYO10:16738136-16738398_16711159-16711245_16741803-16741880	ATRT	skipping
ALG14:95041493-95041612_95027128-95027260_95064865-95065017	ATRT	skipping
DGUOK:73938910-73939022_73926825-73927052_73946718-73946906	ATRT	skipping
SNHG8:118278934-118279137_118278754-118278792_118279388-118279431	ATRT	skipping
SNHG8:118278966-118279137_118278757-118278792_118279388-118279431	ATRT	skipping
MAP3K7:90544552-90544632_90536336-90536401_90547257-90547387	ATRT	skipping
TPM1:63065896-63066085_63062575-63062645_63069869-63070314	ATRT	skipping
TMEM94:75457294-75457477_75456649-75456751_75471799-75471929	ATRT	skipping
APTX:32997243-32997348_32989758-32989895_33001566-33001583	ATRT	skipping
C12orf76:110044420-110044533_110042280-110042459_110048362-110048565	ATRT	skipping
FAM3A:154512314-154512411_154511847-154511871_154512822-154512936	ATRT	skipping
FAM3A:154512314-154512431_154511867-154511871_154512822-154512936	ATRT	skipping
NPAS3:33055905-33055994_32939316-32939366_33215181-33215426	ATRT	skipping
CCNDBP1:43194081-43194137_43192742-43192803_43194414-43194461	ATRT	skipping
EIF4G3:20997601-20997633_20981047-20981227_21002712-21002808	ATRT	skipping
COG4:70515868-70516040_70514334-70514509_70517625-70517740	ATRT	skipping
TCF7L2:113089397-113089540_113040024-113040126_113141183-113141316	ATRT	skipping
TCF7L2:113089400-113089540_113040024-113040126_113141183-113141316	ATRT	skipping
OPA1:193626092-193626202_193618702-193618936_193631611-193631665	ATRT	skipping
ARMC10:103075777-103075881_103074880-103075411_103083681-103083830	ATRT	skipping
ZNF138:64814918-64815044_64794387-64794571_64831450-64832242	ATRT	skipping
MSI2:57259977-57260054_57258269-57258354_57262150-57262192	ATRT	skipping
ENSG00000285791:66453710-66453840_66451952-66452105_66454058-66454157	ATRT	skipping
PLXDC1:39079502-39079528_39079103-39079164_39083458-39083540	ATRT	skipping
CADM2:85979164-85979283_85961468-85961647_86065604-86065730	ATRT	skipping
BCAP31:153723508-153723612_153723152-153723288_153724333-153724435	ATRT	skipping
HMGN1:39347379-39347478_39345829-39345958_39348291-39348339	ATRT	skipping
CTSB:11864376-11864463_11853328-11853479_11868000-11868040	ATRT	skipping
TFPI:187513616-187513646_187503647-187503770_187554199-187554431	ATRT	skipping
GTF2H2C:69562673-69562770_69560190-69560403_69565099-69565133	ATRT	skipping
ENSG00000266865:31033295-31033365_31032425-31032506_31033923-31034162	ATRT	skipping
GALNT11:152079287-152079408_152025797-152025884_152094189-152094522	ATRT	skipping
DPM1:50941129-50941209_50940864-50940933_50942030-50942126	ATRT	skipping
TRIM16:15682854-15682964_15680864-15680953_15683035-15683157	ATRT	skipping
TRIM16:15682861-15682951_15680864-15680953_15683035-15683157	ATRT	skipping
PDZD2:32100862-32100963_32098596-32098634_32101104-32101239	ATRT	skipping
FKTN:105574198-105574332_105573654-105573746_105574944-105575018	ATRT	skipping
FAM222B:28790378-28790425_28766585-28766707_28834292-28834326	ATRT	skipping
DISP1:222928430-222928570_222899780-222899865_222942806-222943332	ATRT	skipping
MIR100HG:122100374-122100406_122089116-122091719_122101446-122101783	ATRT	skipping
RABGAP1L:174877392-174877605_174811831-174811960_174957456-174957549	ATRT	skipping
ENSG00000232759:22564966-22565152_22563336-22563430_22571774-22572013	ATRT	skipping
EDRF1:125729003-125729104_125725681-125725838_125729357-125729479	ATRT	skipping
DMD:31177932-31177970_31173538-31173604_31178668-31178805	ATRT	skipping
VSIG10:118121501-118121618_118117666-118117882_118126480-118126670	ATRT	skipping
RTN2:45493160-45493378_45489345-45489553_45494165-45494420	ATRT	skipping
ZNF343:2486641-2486763_2481822-2484656_2492698-2492825	ATRT	skipping
F3:94540572-94541066_94540256-94540368_94541536-94541759	ATRT	skipping
SH3BGRL:81202437-81202576_81202127-81202245_81276983-81277169	ATRT	skipping
UGP2:63842059-63842204_63840953-63841232_63856305-63856433	ATRT	skipping
FAM221A:23698192-23698299_23691389-23691596_23700785-23700868	ATRT	skipping
FN1:215392931-215393203_215391631-215391814_215394527-215394719	ATRT	skipping
TTI1:38019005-38019144_38011514-38013857_38033403-38033461	ATRT	skipping
TPP2:102616956-102617051_102616395-102616500_102618721-102618846	ATRT	skipping
ABCA11P:437446-437511_425814-426973_472574-472701	ATRT	skipping
ANK3:60145968-60146021_60138516-60139087_60166590-60166653	ATRT	skipping
AOPEP:95085930-95086119_95082574-95082719_95086681-95086841	ATRT	skipping
HSPA12A:116835198-116835257_116834934-116835022_116849565-116849701	ATRT	skipping
TBC1D15:71894325-71894375_71893221-71893324_71894685-71894883	ATRT	skipping
NRG1:32614514-32614564_32605561-32605683_32727948-32728078	ATRT	skipping
TFPI:187513616-187513646_187503647-187503770_187529363-187529485	ATRT	skipping
KCTD17:37061104-37061175_37060822-37060922_37061538-37061629	GNG	skipping
DST:56464685-56464756_56463564-56463764_56466077-56466195	GNG	skipping
ADGRL2:81952987-81953025_81951956-81952142_81955876-81956060	GNG	skipping
G3BP2:75653983-75654081_75648638-75648741_75655065-75655246	GNG	skipping
RTN3:63704851-63704907_63681449-63681778_63749990-63750198	GNG	skipping
LIMCH1:41687840-41687917_41685709-41685830_41689526-41689635	GNG	skipping
RAP1GAP:21603658-21603912_21602803-21602913_21606065-21606197	GNG	skipping
RAP1GAP:21603835-21603912_21602803-21602913_21606065-21606197	GNG	skipping
KCNAB2:6041831-6041872_6040516-6040645_6072754-6072788	GNG	skipping
AAK1:69495985-69496080_69457996-69466551_69505568-69505673	GNG	skipping
TNK2:195869497-195869541_195867360-195868709_195870113-195870168	GNG	skipping
LRRFIP1:237757456-237757548_237756094-237756187_237760063-237760205	GNG	skipping
DOCK10:224768872-224768947_224765103-224765837_224770210-224770349	GNG	skipping
SYTL2:85711113-85711232_85709330-85709500_85714412-85714507	GNG	skipping
KIAA1217:24494500-24494604_24473227-24474060_24495146-24495196	GNG	skipping
PACRGL:20702141-20702221_20700457-20700787_20704465-20704524	GNG	skipping
NCAM1:113221296-113221325_113214368-113214511_113231644-113231795	GNG	skipping
SLC25A14:130340107-130340344_130339887-130339976_130345181-130345275	GNG	skipping
SLC25A14:130340107-130340353_130339912-130339976_130345181-130345275	GNG	skipping
AGAP3:151120520-151120745_151119986-151120145_151123793-151123850	GNG	skipping
CACNA1A:13210617-13210652_13209311-13209498_13212102-13212216	GNG	skipping
NSD2:1942339-1942432_1939653-1939778_1951071-1951203	GNG	skipping
NSD2:1942339-1942565_1939653-1939778_1951071-1951203	GNG	skipping
TPM3:154158898-154159048_154156379-154157721_154170399-154170469	GNG	skipping
EIF4G3:21001199-21001312_20981047-20981227_21002712-21002808	GNG	skipping
UBR4:19149763-19149795_19148562-19148626_19150576-19150793	GNG	skipping
SETD5:9436850-9436888_9435727-9435906_9440455-9440698	GNG	skipping
ATP2B4:203733223-203733400_203727394-203727571_203739545-203739644	GNG	skipping
APLP2:130137256-130137291_130135562-130135715_130140397-130140483	GNG	skipping
CAMKK2:121244573-121244615_121237674-121240869_121245139-121245240	GNG	skipping
ZNF554:2833163-2833269_2832302-2832494_2833680-2834154	GNG	skipping
SPAG9:51009131-51009142_51007836-51007851_51014231-51014353	GNG	skipping
NF2:29683020-29683064_29681438-29681601_29694751-29694811	GNG	skipping
HM13:31568078-31568224_31561633-31561736_31569119-31569326	GNG	skipping
MLIP:54230714-54230917_54202104-54202233_54257307-54257361	GNG	skipping
MAP2:209692625-209696350_209680749-209680827_209700276-209700338	GNG	skipping
MAP2:209692637-209696350_209680749-209680827_209700276-209700338	GNG	skipping
R3HDM1:135616668-135616757_135604855-135605016_135621493-135621608	GNG	skipping
FBLN2:13621775-13621915_13619729-13619831_13626444-13626579	GNG	skipping
CNOT2:70294071-70294294_70278131-70278274_70310894-70311017	GNG	skipping
CNOT2:70294237-70294294_70278131-70278274_70310894-70311017	GNG	skipping
SYT7:61546031-61546255_61532988-61533124_61551383-61551463	GNG	skipping
MZT2B:130183787-130183966_130182626-130182775_130190468-130190712	GNG	skipping
C2CD5:22459492-22459542_22456970-22457161_22469708-22469795	GNG	skipping
MPRIP:17164109-17167915_17161239-17161356_17171717-17171865	GNG	skipping
AFF3:100011497-100011571_100008811-100008932_100104401-100104518	GNG	skipping
PSMC5:63827674-63827923_63827459-63827514_63828137-63828209	GNG	skipping
PTPRM:8371760-8371810_8370932-8371006_8376045-8376200	GNG	skipping
ADGRB2:31735183-31735281_31732971-31733143_31735579-31735665	GNG	skipping
R3HDM1:135641536-135641604_135638895-135639122_135645378-135645527	GNG	skipping
PKP4:158533438-158533534_158533179-158533316_158577270-158577383	GNG	skipping
CYRIB:129880376-129880458_129871374-129871496_129903311-129903350	GNG	skipping
ACTN2:236727678-236727756_236725932-236726020_236731232-236731314	GNG	skipping
ARHGAP32:129123888-129123929_129123445-129123530_129124802-129124894	GNG	skipping
PPFIA2:81284241-81284303_81281256-81281450_81294834-81295035	GNG	skipping
NUTF2:67847278-67847456_67846934-67846985_67865101-67865229	GNG	skipping
RIMS1:71968983-71969063_71886549-71887187_72096948-72097162	GNG	skipping
FRG1CP:28601657-28601839_28600391-28600461_28602608-28602738	GNG	skipping
GUK1:228141124-228141288_228140264-228140363_228145510-228145624	GNG	skipping
GUK1:228141124-228141507_228140317-228140363_228145510-228145624	GNG	skipping
CLTA:36210625-36210660_36204067-36204179_36211602-36211784	GNG	skipping
PSMC5:63827829-63827923_63827445-63827514_63828137-63828209	GNG	skipping
PSMC5:63827851-63827923_63827459-63827514_63828137-63828209	GNG	skipping
ZFYVE16:80411646-80411773_80408023-80408153_80434108-80434217	GNG	skipping
UBA2:34430093-34430186_34428351-34428570_34430575-34430659	GNG	skipping
PHF21A:46090455-46090581_46084165-46084302_46092182-46092223	GNG	skipping
ARL13B:93996563-93996684_93995873-93995944_94003658-94003908	GNG	skipping
RNASE1:20802249-20802319_20801345-20802093_20802796-20802855	GNG	skipping
RNASE1:20802249-20802331_20801459-20802093_20802796-20802848	GNG	skipping
SLC66A2:79930228-79930311_79919183-79919400_79943328-79943462	GNG	skipping
EPB41L4B:109185489-109185605_109182728-109182797_109192277-109192355	GNG	skipping
R3HDM2:57288857-57288910_57283823-57284056_57289008-57289040	GNG	skipping
ACTN1:68878458-68878523_68877081-68877240_68878988-68879069	GNG	skipping
SPATA7:88415205-88415266_88396155-88396203_88416710-88416844	GNG	skipping
FMNL1:45246505-45246604_45246209-45246330_45246866-45247318	GNG	skipping
PAK3:111146521-111146565_111142095-111142196_111147736-111147890	GNG	skipping
RNASEH2B:50912995-50913131_50909779-50910140_50927406-50927478	GNG	skipping
ALG8:78102874-78102948_78100931-78101195_78103979-78104052	GNG	skipping
CHD9:53223450-53223507_53222643-53222755_53226365-53226403	GNG	skipping
TFDP2:142054115-142054149_142005440-142005544_142093060-142093127	GNG	skipping
RTN4:55028164-55028220_54987490-54987698_55049744-55050451	GNG	skipping
PTPRG:62231225-62231311_62218850-62218983_62243806-62243898	GNG	skipping
MEF2A:99703362-99703385_99690240-99690428_99706728-99706855	GNG	skipping
RTN3:63718702-63721032_63681482-63681778_63749990-63750198	GNG	skipping
RTN3:63718981-63721032_63681495-63681778_63749990-63750198	GNG	skipping
CSNK1A1:149517794-149517877_149513069-149513209_149520289-149520388	GNG	skipping
HM13:31568078-31568280_31566209-31566295_31569119-31569541	GNG	skipping
PALLD:168925233-168925278_168924944-168925078_168926212-168928441	GNG	skipping
PTPRM:8122242-8122316_8114790-8114827_8143646-8143778	GNG	skipping
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	GNG	skipping
CERS5:50132962-50134068_50129797-50130694_50134545-50134702	GNG	skipping
SLC30A6:32177477-32177596_32175318-32175361_32184272-32184338	GNG	skipping
LMBR1:156834478-156834575_156833752-156833792_156836812-156836885	GNG	skipping
DGUOK:73950601-73950732_73946718-73946906_73958145-73958245	GNG	skipping
DGUOK:73950627-73950732_73946718-73946906_73958145-73958245	GNG	skipping
GSN:121300056-121300126_121281469-121281562_121301962-121302149	GNG	skipping
DPF2:65344580-65344621_65343990-65344069_65345665-65345746	GNG	skipping
PICALM:85960675-85960777_85958754-85959060_85974707-85974812	GNG	skipping
BBX:107661828-107661944_107645835-107645909_107710451-107710622	GNG	skipping
CDC42BPB:102956240-102956290_102954601-102954688_102959630-102959710	GNG	skipping
ADGRL3:62028855-62028881_61998173-61998265_62031441-62031610	GNG	skipping
ZFX:24173607-24173723_24172714-24172800_24179182-24179770	GNG	skipping
RPN2:37238402-37238449_37236579-37236709_37241302-37241619	GNG	skipping
DLGAP4:36499242-36499321_36496704-36497066_36499587-36499676	GNG	skipping
GRB10:50705140-50705323_50703820-50703908_50755886-50756056	GNG	skipping
PTPRF:43612768-43612800_43609382-43609498_43613617-43613715	GNG	skipping
TPM3:154171413-154171488_154170648-154170711_154172028-154172104	GNG	skipping
SYNGAP1:33442453-33442494_33441580-33441759_33442888-33443960	GNG	skipping
AP2A1:49802534-49802599_49801980-49802141_49802948-49803005	GNG	skipping
PTPRA:2975215-2975241_2964860-2965202_2986764-2986849	GNG	skipping
SLC66A2:79930228-79930311_79919183-79919400_79933968-79934022	GNG	skipping
OXR1:106737520-106737600_106726106-106726309_106739457-106739583	GNG	skipping
BTBD10:13445024-13445181_13421641-13421838_13463091-13463222	GNG	skipping
UNC80:209984856-209984912_209982178-209982317_209992165-209992247	GNG	skipping
ATP2B1:89598590-89598743_89588048-89591295_89599116-89599299	GNG	skipping
ATP2B1:89598657-89598743_89590527-89591295_89599116-89599299	GNG	skipping
ACTN1:68878458-68878520_68877081-68877240_68878988-68879069	GNG	skipping
TPM1:63061713-63061788_63060868-63061273_63062214-63062277	GNG	skipping
PPFIBP1:27655143-27655235_27654721-27654814_27656615-27656730	GNG	skipping
TANC2:63151270-63151380_63099174-63099357_63193990-63194082	GNG	skipping
COG1:73207702-73207739_73207180-73207256_73208313-73208420	GNG	skipping
ATP1B3:141902136-141902227_141876615-141876910_141903619-141903748	GNG	skipping
PPP6R3:68515028-68515166_68505144-68505271_68519500-68519651	GNG	skipping
DYM:49209551-49209715_49163684-49163787_49257009-49257104	GNG	skipping
EPHB6:142862000-142862133_142861051-142861186_142862755-142862788	GNG	skipping
PTPN2:12793482-12793574_12785480-12785844_12794383-12794485	GNG	skipping
CDC42BPA:227051881-227051985_227047926-227048010_227069776-227069853	GNG	skipping
RFC5:118017690-118018053_118016721-118016892_118019071-118019136	GNG	skipping
HM13:31568078-31568224_31566209-31566295_31569119-31569326	GNG	skipping
NAP1L1:76057744-76057776_76056032-76056161_76059797-76059878	GNG	skipping
GULP1:188582341-188582565_188570082-188570120_188584264-188584403	GNG	skipping
SLC66A2:79949519-79949655_79943328-79943462_79950723-79951025	GNG	skipping
PRUNE2:76619340-76619387_76611375-76614600_76625022-76625058	GNG	skipping
DCTN1:74372928-74372948_74371356-74371728_74377431-74377466	GNG	skipping
FMNL1:45234832-45234849_45234071-45234200_45236135-45236244	GNG	skipping
DBN1:177459603-177459740_177459097-177459268_177460431-177460555	GNG	skipping
GRB10:50705140-50705323_50703820-50703908_50710874-50710990	GNG	skipping
AP3S1:115906821-115906861_115902884-115902992_115913361-115913457	GNG	skipping
DENND1A:123387730-123387858_123383654-123383913_123403401-123403490	GNG	skipping
R3HDM2:57272453-57272554_57269751-57269994_57280357-57280530	GNG	skipping
MYCBP2:77129156-77129230_77126317-77126542_77139195-77139336	GNG	skipping
GRB10:50705140-50705323_50703820-50703908_50732271-50732368	GNG	skipping
MLIP:54136715-54138286_54124472-54124865_54149055-54149127	GNG	skipping
ZNF875:37357962-37358039_37347562-37347872_37362108-37364445	GNG	skipping
CEP78:78265859-78265906_78265371-78265543_78266441-78266564	GNG	skipping
HAGH:1826507-1826602_1822864-1823037_1826711-1826841	GNG	skipping
ANXA7:73396044-73396109_73388311-73388414_73396518-73396583	GNG	skipping
LETMD1:51052092-51052207_51048342-51049185_51056349-51056391	GNG	skipping
CLTA:36209267-36209320_36204067-36204179_36211602-36212059	GNG	skipping
GNAS:58898941-58898985_58893094-58895684_58903527-58903585	GNG	skipping
USP28:113806489-113806584_113804867-113805046_113808297-113808437	GNG	skipping
GNAS:58898941-58899162_58895611-58895684_58903530-58903585	GNG	skipping
TRIM9:50985956-50986144_50981799-50982103_50998049-50998188	GNG	skipping
PATZ1:31328787-31328859_31325808-31327309_31335691-31335863	GNG	skipping
PATZ1:31328787-31328924_31325803-31327309_31335691-31335863	GNG	skipping
PDZD4:153807897-153808139_153807278-153807369_153808341-153808595	GNG	skipping
ZFYVE27:97752857-97752877_97751375-97751462_97753037-97753182	GNG	skipping
MAP4:47987383-47987433_47977864-47977933_47998637-47998879	GNG	skipping
ADAM22:88178935-88179042_88171543-88171561_88181504-88181605	GNG	skipping
SLC66A2:79930228-79930311_79903577-79904183_79933968-79934022	GNG	skipping
TACC2:122229346-122229486_122227836-122228008_122237394-122237538	GNG	skipping
CAMSAP1:135865332-135865364_135862466-135862608_135866455-135866536	GNG	skipping
ARHGAP6:11148630-11148719_11143979-11144248_11156528-11156626	GNG	skipping
CAPRIN2:30733629-30733711_30731342-30731510_30734967-30735014	GNG	skipping
UBXN11:26301694-26301722_26297961-26298062_26306591-26306620	GNG	skipping
SETD4:36057384-36057477_36057108-36057204_36058815-36058924	GNG	skipping
B3GALNT1:161089944-161090062_161083882-161086788_161101138-161101233	GNG	skipping
INTS10:19849162-19849239_19845703-19845797_19851648-19852061	GNG	skipping
RRAGB:55727307-55727390_55722185-55722285_55729293-55729360	GNG	skipping
B3GALNT1:161089960-161090062_161083907-161086788_161101138-161101233	GNG	skipping
CCDC85A:56375816-56375935_56342878-56342955_56384265-56386172	GNG	skipping
AGFG1:227550059-227550106_227536954-227536993_227551958-227552117	GNG	skipping
PIKFYVE:208274018-208274053_208273583-208273733_208276711-208276830	GNG	skipping
RBFOX2:35750426-35750457_35746472-35746561_35756104-35756144	GNG	skipping
TPD52:80050346-80050471_80044166-80044208_80051526-80051628	GNG	skipping
ARHGAP21:24590206-24590479_24589270-24589302_24591224-24591330	GNG	skipping
ITSN2:24284763-24284843_24275712-24275849_24286211-24286351	GNG	skipping
PPP3CA:101029166-101029195_101023408-101026061_101032266-101032364	GNG	skipping
TRAPPC9:140426615-140426641_140405576-140405698_140435111-140435240	GNG	skipping
NRCAM:108166921-108167073_108160360-108160492_108168276-108168402	GNG	skipping
INPP4A:98548955-98548969_98546585-98546694_98552785-98552969	GNG	skipping
IQSEC2:53235783-53235832_53232874-53235184_53236321-53236495	GNG	skipping
MAGI1:65359064-65359152_65353524-65357132_65361198-65361337	GNG	skipping
RPL10:154400464-154400626_154399802-154399941_154400701-154400811	HGG	inclusion
ZNHIT3:36486935-36486966_36486680-36486785_36492812-36492899	HGG	inclusion
RPS3A:151100485-151100588_151099627-151099714_151102870-151104205	HGG	inclusion
TIMM9:58424008-58424095_58411906-58411971_58427053-58427114	HGG	inclusion
FIP1L1:53414615-53414722_53399729-53399839_53425871-53425965	HGG	inclusion
SNHG5:85677795-85677875_85677078-85677492_85677953-85678032	HGG	inclusion
