splice_id	gene	histology
ZNF542P:56374686-56374825_56373530-56373623_56376866-56379553	ZNF542P	EPN
USP21:161160329-161160506_161159520-161159678_161160619-161160992	USP21	EPN
USP21:161160366-161160506_161159449-161159678_161160619-161161240	USP21	EPN
SLC10A7:146256826-146256936_146256490-146256520_146258691-146258837	SLC10A7	EPN
DNAJC5:63931109-63931182_63930850-63931022_63931464-63936031	DNAJC5	EPN
GUSB:65974919-65975071_65974525-65974704_65976014-65976202	GUSB	EPN
PPP4R3A:91466261-91466416_91465249-91465419_91470836-91470995	PPP4R3A	EPN
GOLGA2:128267194-128267259_128266286-128266325_128267457-128267517	GOLGA2	EPN
LRRC23:6905845-6905954_6905584-6905759_6906408-6906455	LRRC23	EPN
SHC1:154973293-154973508_154970031-154970199_154974247-154974395	SHC1	EPN
EPN2:19285620-19285790_19282949-19283714_19309884-19309997	EPN2	EPN
PPP4R1:9562922-9563046_9561979-9562075_9563377-9563550	PPP4R1	EPN
ELP2:36139419-36139613_36138794-36138872_36141136-36141201	ELP2	EPN
ZNF542P:56374686-56374757_56373530-56373623_56376866-56377366	ZNF542P	EPN
MRPS31P4:52629219-52629359_52627437-52627578_52632421-52632494	MRPS31P4	EPN
CIRBP:1273494-1273715_1271980-1272051_1274306-1274440	CIRBP	EPN
CIRBP:1273601-1273715_1271980-1272051_1274306-1274440	CIRBP	EPN
AKT3:243564285-243564387_243563719-243563848_243572925-243573048	AKT3	EPN
SCRIB:143793257-143793340_143792975-143793083_143793899-143793962	SCRIB	EPN
MYL6:56159498-56159622_56158683-56158711_56159974-56160148	MYL6	EPN
TAF6:100118518-100118649_100114053-100114268_100118879-100119354	TAF6	EPN
SMARCA4:11039458-11039553_11034913-11035132_11041297-11041560	SMARCA4	EPN
DNAJC21:34949543-34949677_34945721-34945803_34950169-34950257	DNAJC21	EPN
TMEM11:21211067-21211227_21198255-21198840_21214090-21214163	TMEM11	EPN
PHF8:53993601-53993903_53992735-53992839_53995692-53995782	PHF8	EPN
THTPA:23556743-23557304_23556006-23556343_23558694-23559574	THTPA	EPN
PAM:103025134-103025334_103019789-103019843_103028181-103028238	PAM	EPN
ZMIZ2:44760151-44760228_44759280-44759460_44760424-44760593	ZMIZ2	EPN
FAM47E-STBD1:76256178-76256523_76251720-76251820_76263703-76263843	STBD1	EPN
GNPDA1:142012288-142012339_142011911-142012041_142012994-142013030	GNPDA1	EPN
TCERG1:146510067-146510160_146509144-146509245_146510440-146510765	TCERG1	EPN
TAF6:100118518-100118653_100114053-100114268_100118879-100119298	TAF6	EPN
CLASP1:121445449-121445496_121430072-121430177_121447336-121447507	CLASP1	EPN
KCNMA1:76974487-76974573_76969973-76970067_77011966-77012043	KCNMA1	EPN
SPATS2L:200378141-200378371_200329430-200329480_200389222-200389283	SPATS2L	EPN
ST7:117098613-117098815_117020217-117020629_117099761-117099844	ST7	EPN
PI4KB:151310211-151310255_151307573-151307801_151315572-151316509	PI4KB	EPN
ATXN2L:28836326-28836490_28835932-28836122_28836727-28837237	ATXN2L	EPN
ANKMY1:240526229-240526445_240525684-240525849_240529036-240529509	ANKMY1	EPN
ZMYND12:42449918-42450059_42439855-42440025_42455887-42456022	ZMYND12	EPN
NRG3:82984783-82984854_82978949-82979120_82985097-82985605	NRG3	EPN
CFAP44:113373411-113373556_113366038-113366309_113379305-113379551	CFAP44	EPN
PPP6R2:50388986-50389111_50372071-50372150_50393892-50394135	PPP6R2	EPN
EMC10:50481861-50481947_50480883-50480977_50482148-50483351	EMC10	EPN
NUTM2A-AS1:87307957-87308060_87287958-87288495_87326629-87326672	AS1	EPN
GKAP1:83768818-83768970_83753257-83753359_83780381-83780404	GKAP1	EPN
PPP2R5C:101917831-101917947_101912400-101912473_101925140-101925307	PPP2R5C	EPN
TMEM11:21210936-21211227_21197953-21198840_21214090-21214161	TMEM11	EPN
UBE2D4:43928014-43928111_43926437-43926556_43938430-43938494	UBE2D4	EPN
SMAD4:51077307-51077419_51076637-51076776_51078255-51079470	SMAD4	EPN
THNSL2:88185328-88185479_88182947-88183073_88185897-88186626	THNSL2	EPN
NELL2:44875507-44875639_44875224-44875353_44875814-44875900	NELL2	EPN
FAAP20:2192845-2192975_2189712-2189781_2193638-2193910	FAAP20	EPN
ENSG00000268434:45780214-45780381_45779777-45779869_45782192-45782250	ENSG00000268434	EPN
PTPRZ1:122012648-122012821_122010333-122011309_122019123-122019268	PTPRZ1	EPN
KLC1:103692359-103692425_103686862-103687211_103700654-103700727	KLC1	EPN
SNCAIP:122336788-122336904_122312182-122312284_122391088-122391176	SNCAIP	EPN
TP73-AS1:3742430-3742517_3739457-3740387_3742803-3742858	AS1	EPN
ADAM15:155061904-155061975_155060762-155060832_155062244-155062369	ADAM15	EPN
RPGR:38287094-38287245_38276586-38276772_38290958-38291024	RPGR	EPN
PRR3:30558150-30558212_30557294-30557450_30561833-30562124	PRR3	EPN
GPM6B:13807650-13807769_13785621-13785808_13938506-13938638	GPM6B	EPN
BRCC3:155099315-155099389_155090783-155090839_155116056-155116183	BRCC3	EPN
MOV10:112686966-112687106_112674736-112675049_112688934-112689138	MOV10	EPN
TKFC:61335840-61335937_61333548-61334731_61337940-61338083	TKFC	EPN
JMJD6:76721263-76721356_76720359-76720498_76721797-76721933	JMJD6	EPN
LMBR1L:49106545-49106746_49105923-49105957_49106960-49107045	LMBR1L	EPN
LMBR1L:49106511-49106746_49105923-49105957_49106960-49107011	LMBR1L	EPN
LMBR1L:49106654-49106746_49105923-49105957_49106960-49107045	LMBR1L	EPN
NCAM1:113236301-113236315_113235032-113235164_113255876-113256001	NCAM1	EPN
CSPP1:67091803-67091883_67086006-67086110_67093542-67093603	CSPP1	EPN
FLNB:58131927-58132019_58130740-58130908_58132807-58132931	FLNB	EPN
GNPDA1:142012288-142012377_142011911-142012041_142012994-142013027	GNPDA1	EPN
ANKRD11:89291681-89291777_89291012-89291183_89305205-89305344	ANKRD11	EPN
ANKRD11:89291681-89291799_89291012-89291183_89305205-89305344	ANKRD11	EPN
PDZD11:70289522-70289593_70289254-70289354_70289859-70289945	PDZD11	EPN
DENND6B:50316566-50316626_50316369-50316475_50317292-50317373	DENND6B	EPN
DENND6B:50316566-50316712_50316369-50316475_50317292-50317373	DENND6B	EPN
PAM:103025134-103025334_103019789-103019843_103028184-103028238	PAM	EPN
TRDMT1:17169310-17169539_17168840-17168917_17174550-17174660	TRDMT1	EPN
CHD2:92998138-92998261_92997301-92997403_92998498-92998621	CHD2	EPN
CHD2:92998149-92998261_92997252-92997403_92998498-92998621	CHD2	EPN
MIR9-1HG:156413413-156413497_156404258-156404601_156414653-156414753	1HG	EPN
APC:112823307-112823360_112821948-112821991_112827107-112827247	APC	EPN
DMPK:45780323-45780381_45779777-45779869_45782192-45782552	DMPK	EPN
STARD3NL:38179090-38179145_38178350-38178420_38207446-38207729	STARD3NL	EPN
RPGR:38287865-38288041_38276586-38276772_38290958-38291024	RPGR	EPN
KDM5A:286126-286207_285455-285662_292758-292925	KDM5A	EPN
NTRK2:84669680-84670221_84669301-84669423_84670376-84670960	NTRK2	EPN
PEX5:7202241-7202351_7201750-7201841_7202611-7202704	PEX5	EPN
SMARCA4:11039458-11039553_11034913-11035132_11041306-11041560	SMARCA4	EPN
C20orf96:289559-289676_283962-284081_290258-290307	C20orf96	EPN
ALDOA:30066885-30067038_30065759-30065927_30067233-30067366	ALDOA	EPN
ANKMY1:240511861-240512001_240500451-240500565_240512801-240512942	ANKMY1	EPN
MYO5A:52343117-52343197_52336462-52340394_52346360-52346461	MYO5A	EPN
STPG1:24391561-24391679_24383866-24384003_24401318-24401331	STPG1	EPN
ANKMY1:240482183-240482261_240480936-240481097_240499957-240500123	ANKMY1	EPN
DZIP1L:138071643-138071835_138068150-138068367_138077498-138077632	DZIP1L	EPN
SERP2:44390357-44390578_44379640-44379713_44397271-44397710	SERP2	EPN
MRPL11:66436816-66436909_66435837-66436112_66437103-66437263	MRPL11	EPN
KCTD17:37061104-37061175_37060822-37060922_37061538-37061629	KCTD17	GNG
DST:56464685-56464756_56463564-56463764_56466077-56466195	DST	GNG
ADGRL2:81952987-81953025_81951956-81952142_81955876-81956060	ADGRL2	GNG
G3BP2:75653983-75654081_75648638-75648741_75655065-75655246	G3BP2	GNG
RTN3:63704851-63704907_63681449-63681778_63749990-63750198	RTN3	GNG
LIMCH1:41687840-41687917_41685709-41685830_41689526-41689635	LIMCH1	GNG
RAP1GAP:21603658-21603912_21602803-21602913_21606065-21606197	RAP1GAP	GNG
RAP1GAP:21603835-21603912_21602803-21602913_21606065-21606197	RAP1GAP	GNG
KCNAB2:6041831-6041872_6040516-6040645_6072754-6072788	KCNAB2	GNG
TNK2:195869497-195869541_195867360-195868709_195870113-195870168	TNK2	GNG
LRRFIP1:237757456-237757548_237756094-237756187_237760063-237760205	LRRFIP1	GNG
DOCK10:224768872-224768947_224765103-224765837_224770210-224770349	DOCK10	GNG
SYTL2:85711113-85711232_85709330-85709500_85714412-85714507	SYTL2	GNG
KIAA1217:24494500-24494604_24473227-24474060_24495146-24495196	KIAA1217	GNG
PACRGL:20702141-20702221_20700457-20700787_20704465-20704524	PACRGL	GNG
SLC25A14:130340107-130340344_130339887-130339976_130345181-130345275	SLC25A14	GNG
SLC25A14:130340107-130340353_130339912-130339976_130345181-130345275	SLC25A14	GNG
AGAP3:151120520-151120745_151119986-151120145_151123793-151123850	AGAP3	GNG
CACNA1A:13210617-13210652_13209311-13209498_13212102-13212216	CACNA1A	GNG
NSD2:1942339-1942432_1939653-1939778_1951071-1951203	NSD2	GNG
NSD2:1942339-1942565_1939653-1939778_1951071-1951203	NSD2	GNG
TPM3:154158898-154159048_154156379-154157721_154170399-154170469	TPM3	GNG
EIF4G3:21001199-21001312_20981047-20981227_21002712-21002808	EIF4G3	GNG
UBR4:19149763-19149795_19148562-19148626_19150576-19150793	UBR4	GNG
SETD5:9436850-9436888_9435727-9435906_9440455-9440698	SETD5	GNG
ATP2B4:203733223-203733400_203727394-203727571_203739545-203739644	ATP2B4	GNG
CAMKK2:121244573-121244615_121237674-121240869_121245139-121245240	CAMKK2	GNG
ZNF554:2833163-2833269_2832302-2832494_2833680-2834154	ZNF554	GNG
SPAG9:51009131-51009142_51007836-51007851_51014231-51014353	SPAG9	GNG
HM13:31568078-31568224_31561633-31561736_31569119-31569326	HM13	GNG
MLIP:54230714-54230917_54202104-54202233_54257307-54257361	MLIP	GNG
MAP2:209692625-209696350_209680749-209680827_209700276-209700338	MAP2	GNG
MAP2:209692637-209696350_209680749-209680827_209700276-209700338	MAP2	GNG
R3HDM1:135616668-135616757_135604855-135605016_135621493-135621608	R3HDM1	GNG
FBLN2:13621775-13621915_13619729-13619831_13626444-13626579	FBLN2	GNG
SYT7:61546031-61546255_61532988-61533124_61551383-61551463	SYT7	GNG
MZT2B:130183787-130183966_130182626-130182775_130190468-130190712	MZT2B	GNG
C2CD5:22459492-22459542_22456970-22457161_22469708-22469795	C2CD5	GNG
MPRIP:17164109-17167915_17161239-17161356_17171717-17171865	MPRIP	GNG
AFF3:100011497-100011571_100008811-100008932_100104401-100104518	AFF3	GNG
PTPRM:8371760-8371810_8370932-8371006_8376045-8376200	PTPRM	GNG
ADGRB2:31735183-31735281_31732971-31733143_31735579-31735665	ADGRB2	GNG
R3HDM1:135641536-135641604_135638895-135639122_135645378-135645527	R3HDM1	GNG
PKP4:158533438-158533534_158533179-158533316_158577270-158577383	PKP4	GNG
CYRIB:129880376-129880458_129871374-129871496_129903311-129903350	CYRIB	GNG
ACTN2:236727678-236727756_236725932-236726020_236731232-236731314	ACTN2	GNG
ARHGAP32:129123888-129123929_129123445-129123530_129124802-129124894	ARHGAP32	GNG
PPFIA2:81284241-81284303_81281256-81281450_81294834-81295035	PPFIA2	GNG
NUTF2:67847278-67847456_67846934-67846985_67865101-67865229	NUTF2	GNG
RIMS1:71968983-71969063_71886549-71887187_72096948-72097162	RIMS1	GNG
FRG1CP:28601657-28601839_28600391-28600461_28602608-28602738	FRG1CP	GNG
ZFYVE16:80411646-80411773_80408023-80408153_80434108-80434217	ZFYVE16	GNG
UBA2:34430093-34430186_34428351-34428570_34430575-34430659	UBA2	GNG
PHF21A:46090455-46090581_46084165-46084302_46092182-46092223	PHF21A	GNG
ARL13B:93996563-93996684_93995873-93995944_94003658-94003908	ARL13B	GNG
SLC66A2:79930228-79930311_79919183-79919400_79943328-79943462	SLC66A2	GNG
EPB41L4B:109185489-109185605_109182728-109182797_109192277-109192355	EPB41L4B	GNG
R3HDM2:57288857-57288910_57283823-57284056_57289008-57289040	R3HDM2	GNG
ACTN1:68878458-68878523_68877081-68877240_68878988-68879069	ACTN1	GNG
SPATA7:88415205-88415266_88396155-88396203_88416710-88416844	SPATA7	GNG
FMNL1:45246505-45246604_45246209-45246330_45246866-45247318	FMNL1	GNG
PAK3:111146521-111146565_111142095-111142196_111147736-111147890	PAK3	GNG
RNASEH2B:50912995-50913131_50909779-50910140_50927406-50927478	RNASEH2B	GNG
ALG8:78102874-78102948_78100931-78101195_78103979-78104052	ALG8	GNG
CHD9:53223450-53223507_53222643-53222755_53226365-53226403	CHD9	GNG
TFDP2:142054115-142054149_142005440-142005544_142093060-142093127	TFDP2	GNG
RTN4:55028164-55028220_54987490-54987698_55049744-55050451	RTN4	GNG
PTPRG:62231225-62231311_62218850-62218983_62243806-62243898	PTPRG	GNG
CSNK1A1:149517794-149517877_149513069-149513209_149520289-149520388	CSNK1A1	GNG
HM13:31568078-31568280_31566209-31566295_31569119-31569541	HM13	GNG
PALLD:168925233-168925278_168924944-168925078_168926212-168928441	PALLD	GNG
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	AMPD2	GNG
CERS5:50132962-50134068_50129797-50130694_50134545-50134702	CERS5	GNG
SLC30A6:32177477-32177596_32175318-32175361_32184272-32184338	SLC30A6	GNG
LMBR1:156834478-156834575_156833752-156833792_156836812-156836885	LMBR1	GNG
DGUOK:73950601-73950732_73946718-73946906_73958145-73958245	DGUOK	GNG
DGUOK:73950627-73950732_73946718-73946906_73958145-73958245	DGUOK	GNG
GSN:121300056-121300126_121281469-121281562_121301962-121302149	GSN	GNG
DPF2:65344580-65344621_65343990-65344069_65345665-65345746	DPF2	GNG
PICALM:85960675-85960777_85958754-85959060_85974707-85974812	PICALM	GNG
BBX:107661828-107661944_107645835-107645909_107710451-107710622	BBX	GNG
CDC42BPB:102956240-102956290_102954601-102954688_102959630-102959710	CDC42BPB	GNG
ADGRL3:62028855-62028881_61998173-61998265_62031441-62031610	ADGRL3	GNG
ZFX:24173607-24173723_24172714-24172800_24179182-24179770	ZFX	GNG
DLGAP4:36499242-36499321_36496704-36497066_36499587-36499676	DLGAP4	GNG
GRB10:50705140-50705323_50703820-50703908_50755886-50756056	GRB10	GNG
PTPRF:43612768-43612800_43609382-43609498_43613617-43613715	PTPRF	GNG
TPM3:154171413-154171488_154170648-154170711_154172028-154172104	TPM3	GNG
SYNGAP1:33442453-33442494_33441580-33441759_33442888-33443960	SYNGAP1	GNG
AP2A1:49802534-49802599_49801980-49802141_49802948-49803005	AP2A1	GNG
PTPRA:2975215-2975241_2964860-2965202_2986764-2986849	PTPRA	GNG
SLC66A2:79930228-79930311_79919183-79919400_79933968-79934022	SLC66A2	GNG
OXR1:106737520-106737600_106726106-106726309_106739457-106739583	OXR1	GNG
BTBD10:13445024-13445181_13421641-13421838_13463091-13463222	BTBD10	GNG
UNC80:209984856-209984912_209982178-209982317_209992165-209992247	UNC80	GNG
ATP2B1:89598590-89598743_89588048-89591295_89599116-89599299	ATP2B1	GNG
ATP2B1:89598657-89598743_89590527-89591295_89599116-89599299	ATP2B1	GNG
ACTN1:68878458-68878520_68877081-68877240_68878988-68879069	ACTN1	GNG
TPM1:63061713-63061788_63060868-63061273_63062214-63062277	TPM1	GNG
PPFIBP1:27655143-27655235_27654721-27654814_27656615-27656730	PPFIBP1	GNG
TANC2:63151270-63151380_63099174-63099357_63193990-63194082	TANC2	GNG
COG1:73207702-73207739_73207180-73207256_73208313-73208420	COG1	GNG
ATP1B3:141902136-141902227_141876615-141876910_141903619-141903748	ATP1B3	GNG
PPP6R3:68515028-68515166_68505144-68505271_68519500-68519651	PPP6R3	GNG
DYM:49209551-49209715_49163684-49163787_49257009-49257104	DYM	GNG
EPHB6:142862000-142862133_142861051-142861186_142862755-142862788	EPHB6	GNG
PTPN2:12793482-12793574_12785480-12785844_12794383-12794485	PTPN2	GNG
CDC42BPA:227051881-227051985_227047926-227048010_227069776-227069853	CDC42BPA	GNG
RFC5:118017690-118018053_118016721-118016892_118019071-118019136	RFC5	GNG
HM13:31568078-31568224_31566209-31566295_31569119-31569326	HM13	GNG
NAP1L1:76057744-76057776_76056032-76056161_76059797-76059878	NAP1L1	GNG
GULP1:188582341-188582565_188570082-188570120_188584264-188584403	GULP1	GNG
SLC66A2:79949519-79949655_79943328-79943462_79950723-79951025	SLC66A2	GNG
PRUNE2:76619340-76619387_76611375-76614600_76625022-76625058	PRUNE2	GNG
DCTN1:74372928-74372948_74371356-74371728_74377431-74377466	DCTN1	GNG
DBN1:177459603-177459740_177459097-177459268_177460431-177460555	DBN1	GNG
GRB10:50705140-50705323_50703820-50703908_50710874-50710990	GRB10	GNG
AP3S1:115906821-115906861_115902884-115902992_115913361-115913457	AP3S1	GNG
DENND1A:123387730-123387858_123383654-123383913_123403401-123403490	DENND1A	GNG
R3HDM2:57272453-57272554_57269751-57269994_57280357-57280530	R3HDM2	GNG
MYCBP2:77129156-77129230_77126317-77126542_77139195-77139336	MYCBP2	GNG
GRB10:50705140-50705323_50703820-50703908_50732271-50732368	GRB10	GNG
MLIP:54136715-54138286_54124472-54124865_54149055-54149127	MLIP	GNG
ZNF875:37357962-37358039_37347562-37347872_37362108-37364445	ZNF875	GNG
CEP78:78265859-78265906_78265371-78265543_78266441-78266564	CEP78	GNG
HAGH:1826507-1826602_1822864-1823037_1826711-1826841	HAGH	GNG
ANXA7:73396044-73396109_73388311-73388414_73396518-73396583	ANXA7	GNG
LETMD1:51052092-51052207_51048342-51049185_51056349-51056391	LETMD1	GNG
CLTA:36209267-36209320_36204067-36204179_36211602-36212059	CLTA	GNG
GNAS:58898941-58898985_58893094-58895684_58903527-58903585	GNAS	GNG
USP28:113806489-113806584_113804867-113805046_113808297-113808437	USP28	GNG
GNAS:58898941-58899162_58895611-58895684_58903530-58903585	GNAS	GNG
TRIM9:50985956-50986144_50981799-50982103_50998049-50998188	TRIM9	GNG
PATZ1:31328787-31328859_31325808-31327309_31335691-31335863	PATZ1	GNG
PATZ1:31328787-31328924_31325803-31327309_31335691-31335863	PATZ1	GNG
PDZD4:153807897-153808139_153807278-153807369_153808341-153808595	PDZD4	GNG
ZFYVE27:97752857-97752877_97751375-97751462_97753037-97753182	ZFYVE27	GNG
MAP4:47987383-47987433_47977864-47977933_47998637-47998879	MAP4	GNG
ADAM22:88178935-88179042_88171543-88171561_88181504-88181605	ADAM22	GNG
SLC66A2:79930228-79930311_79903577-79904183_79933968-79934022	SLC66A2	GNG
TACC2:122229346-122229486_122227836-122228008_122237394-122237538	TACC2	GNG
CAMSAP1:135865332-135865364_135862466-135862608_135866455-135866536	CAMSAP1	GNG
ARHGAP6:11148630-11148719_11143979-11144248_11156528-11156626	ARHGAP6	GNG
CAPRIN2:30733629-30733711_30731342-30731510_30734967-30735014	CAPRIN2	GNG
UBXN11:26301694-26301722_26297961-26298062_26306591-26306620	UBXN11	GNG
SETD4:36057384-36057477_36057108-36057204_36058815-36058924	SETD4	GNG
B3GALNT1:161089944-161090062_161083882-161086788_161101138-161101233	B3GALNT1	GNG
INTS10:19849162-19849239_19845703-19845797_19851648-19852061	INTS10	GNG
RRAGB:55727307-55727390_55722185-55722285_55729293-55729360	RRAGB	GNG
B3GALNT1:161089960-161090062_161083907-161086788_161101138-161101233	B3GALNT1	GNG
CCDC85A:56375816-56375935_56342878-56342955_56384265-56386172	CCDC85A	GNG
AGFG1:227550059-227550106_227536954-227536993_227551958-227552117	AGFG1	GNG
PIKFYVE:208274018-208274053_208273583-208273733_208276711-208276830	PIKFYVE	GNG
RBFOX2:35750426-35750457_35746472-35746561_35756104-35756144	RBFOX2	GNG
TPD52:80050346-80050471_80044166-80044208_80051526-80051628	TPD52	GNG
ARHGAP21:24590206-24590479_24589270-24589302_24591224-24591330	ARHGAP21	GNG
ITSN2:24284763-24284843_24275712-24275849_24286211-24286351	ITSN2	GNG
PPP3CA:101029166-101029195_101023408-101026061_101032266-101032364	PPP3CA	GNG
TRAPPC9:140426615-140426641_140405576-140405698_140435111-140435240	TRAPPC9	GNG
NRCAM:108166921-108167073_108160360-108160492_108168276-108168402	NRCAM	GNG
INPP4A:98548955-98548969_98546585-98546694_98552785-98552969	INPP4A	GNG
IQSEC2:53235783-53235832_53232874-53235184_53236321-53236495	IQSEC2	GNG
MAGI1:65359064-65359152_65353524-65357132_65361198-65361337	MAGI1	GNG
SNX7:98662697-98662816_98661809-98661911_98684884-98685067	SNX7	HGG
MIR9-1HG:156416769-156416864_156414653-156414753_156421554-156421809	1HG	HGG
TPT1:45337467-45337553_45336898-45337388_45338659-45338776	TPT1	HGG
SNHG16:76558374-76559043_76557777-76557857_76561287-76561398	SNHG16	HGG
SNHG29:16439528-16439703_16439062-16439414_16440184-16440253	SNHG29	HGG
SNHG29:16439581-16439692_16439326-16439414_16440184-16440253	SNHG29	HGG
SNHG29:16439581-16439703_16439077-16439414_16440184-16440253	SNHG29	HGG
NME1:51154225-51154444_51153575-51153662_51155650-51155780	NME1	HGG
ZDHHC20:21381901-21381945_21381433-21381549_21382919-21383009	ZDHHC20	HGG
ELOC:73964487-73964625_73959764-73959818_73972076-73972252	ELOC	HGG
DBI:119367559-119367644_119366988-119367060_119368187-119368305	DBI	HGG
ADGRE5:14396342-14396473_14390923-14391079_14397657-14397804	ADGRE5	HGG
SNHG16:76558945-76559043_76557756-76557857_76561287-76561398	SNHG16	HGG
WBP1:74459438-74459552_74458473-74458671_74459642-74459745	WBP1	HGG
WBP1:74459478-74459562_74458449-74458671_74459642-74459745	WBP1	HGG
CENPX:82019510-82019694_82019292-82019381_82019857-82019909	CENPX	HGG
CAPZB:19342752-19342864_19338822-19339617_19344357-19344434	CAPZB	LGG
MACROH2A1:135350823-135350913_135345967-135346057_135352945-135362901	MACROH2A1	LGG
LST1:31587816-31587966_31587254-31587318_31588517-31588757	LST1	LGG
MFF:227342745-227342819_227340291-227340380_227355676-227355761	MFF	LGG
CAST:96726754-96726859_96722638-96722698_96727488-96727530	CAST	LGG
NADK2:36208625-36208690_36207169-36207265_36211843-36211922	NADK2	LGG
FXR1:180971075-180971155_180970157-180970358_180975312-180975404	FXR1	LGG
MBP:77009849-77009926_76989955-76990060_77016831-77017042	MBP	LGG
