Gene_Symbol	type	file
EGFL7	Oncogene	OncoKBv20240704
EGFR	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
EGLN1	TumorSuppressorGene	TumorSuppressorGene.txt
EGLN3	TumorSuppressorGene	TumorSuppressorGene.txt
EGR1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704
EGR2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
EGR3	TranscriptionFactor	addTF_JL.tsv
EGR4	TranscriptionFactor	addTF_JL.tsv
EHD3	TumorSuppressorGene	TumorSuppressorGene.txt
EHF	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
EI24	TumorSuppressorGene	TumorSuppressorGene.txt
EIF1AX	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
EIF2AK1	Kinase	PfamKinase
EIF2AK2	Kinase	PfamKinase
EIF2AK3	Kinase	PfamKinase
EIF2AK4	Kinase	PfamKinase
EIF2B1	TumorSuppressorGene	OncoKBv20240704
EIF3E	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
EIF3F	TumorSuppressorGene	TumorSuppressorGene.txt
EIF4A2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
EIF4E	Oncogene	OncoKBv20240704
ELF1	TranscriptionFactor	addTF_JL.tsv
ELF2	TranscriptionFactor	addTF_JL.tsv
ELF3	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ELF4	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ELF5	TranscriptionFactor	addTF_JL.tsv
ELK1	TranscriptionFactor	addTF_JL.tsv
ELK3	TranscriptionFactor	addTF_JL.tsv
ELK4	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ELL	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ELN	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ELOA	TumorSuppressorGene	TumorSuppressorGene.txt
EML4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
EMP1	TumorSuppressorGene	TumorSuppressorGene.txt
EMP2	TumorSuppressorGene	TumorSuppressorGene.txt
EMSY	Oncogene	OncoKBv20240704
EMX1	TranscriptionFactor	addTF_JL.tsv
EMX2	TranscriptionFactor	addTF_JL.tsv
EN1	TranscriptionFactor	addTF_JL.tsv
EN2	TranscriptionFactor	addTF_JL.tsv
EOMES	TranscriptionFactor	addTF_JL.tsv
EP300	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
EP400	TumorSuppressorGene	OncoKBv20240704
EPAS1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
EPB41	TumorSuppressorGene	TumorSuppressorGene.txt
EPB41L3	TumorSuppressorGene	TumorSuppressorGene.txt
EPCAM	TumorSuppressorGene	OncoKBv20240704
EPHA1	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
EPHA10	Kinase	PfamKinase
EPHA2	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
EPHA3	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
EPHA4	Kinase	PfamKinase
EPHA5	Kinase	PfamKinase
EPHA6	Kinase	PfamKinase
EPHA7	CosmicCensus, Kinase, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
EPHA8	Kinase	PfamKinase
EPHB1	Kinase, Oncogene, TumorSuppressorGene	PfamKinase, OncoKBv20240704
EPHB2	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
EPHB3	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
EPHB4	TumorSuppressorGene, Kinase, Oncogene	TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704
EPHB6	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
EPOR	Oncogene	OncoKBv20240704
EPS15	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
ERBB2	CosmicCensus, Kinase, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
ERBB3	CosmicCensus, Kinase, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
ERBB4	TumorSuppressorGene, CosmicCensus, Kinase, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
ERC1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ERCC1	TumorSuppressorGene	OncoKBv20240704
ERCC2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ERCC3	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ERCC4	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ERCC5	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ERF	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704
ERG	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ERN1	Kinase	PfamKinase
ERRFI1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704
ESCO2	TumorSuppressorGene	OncoKBv20240704
ESR1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ESR2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ESRP1	TumorSuppressorGene	TumorSuppressorGene.txt
ESRRA	TranscriptionFactor	addTF_JL.tsv
ESRRB	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ESRRG	TranscriptionFactor	addTF_JL.tsv
ESX1	TranscriptionFactor	addTF_JL.tsv
ETAA1	TumorSuppressorGene	OncoKBv20240704
ETF1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ETNK1	CosmicCensus, Kinase	Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase
ETNK2	Kinase	PfamKinase
ETS1	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704
ETS2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ETV1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ETV2	TranscriptionFactor	addTF_JL.tsv
ETV3	TranscriptionFactor	addTF_JL.tsv
ETV3L	TranscriptionFactor	addTF_JL.tsv
ETV4	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ETV5	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ETV6	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ETV7	TranscriptionFactor	addTF_JL.tsv
EVX1	TranscriptionFactor	addTF_JL.tsv
EVX2	TranscriptionFactor	addTF_JL.tsv
EWSR1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
EXT1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
EXT2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
EXTL1	TumorSuppressorGene	TumorSuppressorGene.txt
EXTL2	TumorSuppressorGene	TumorSuppressorGene.txt
EXTL3	TumorSuppressorGene	TumorSuppressorGene.txt
EYA4	TumorSuppressorGene	TumorSuppressorGene.txt
EZH1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704
EZH2	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
EZHIP	Oncogene	OncoKBv20240704
EZR	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
EphA1	Kinase	Kincat_Hsap.08.02.txt
EphA10	Kinase	Kincat_Hsap.08.02.txt
EphA2	Kinase	Kincat_Hsap.08.02.txt
EphA3	Kinase	Kincat_Hsap.08.02.txt
EphA4	Kinase	Kincat_Hsap.08.02.txt
EphA5	Kinase	Kincat_Hsap.08.02.txt
EphA6	Kinase	Kincat_Hsap.08.02.txt
EphA7	Kinase	Kincat_Hsap.08.02.txt
EphA8	Kinase	Kincat_Hsap.08.02.txt
EphB1	Kinase	Kincat_Hsap.08.02.txt
EphB2	Kinase	Kincat_Hsap.08.02.txt
EphB3	Kinase	Kincat_Hsap.08.02.txt
EphB4	Kinase	Kincat_Hsap.08.02.txt
EphB6	Kinase	Kincat_Hsap.08.02.txt
ErbB2	Kinase	Kincat_Hsap.08.02.txt
ErbB3	Kinase	Kincat_Hsap.08.02.txt
ErbB4	Kinase	Kincat_Hsap.08.02.txt
Erk1	Kinase	Kincat_Hsap.08.02.txt
Erk2	Kinase	Kincat_Hsap.08.02.txt
Erk3	Kinase	Kincat_Hsap.08.02.txt
Erk3ps1	Kinase	Kincat_Hsap.08.02.txt
Erk3ps2	Kinase	Kincat_Hsap.08.02.txt
Erk3ps3	Kinase	Kincat_Hsap.08.02.txt
Erk3ps4	Kinase	Kincat_Hsap.08.02.txt
Erk4	Kinase	Kincat_Hsap.08.02.txt
Erk5	Kinase	Kincat_Hsap.08.02.txt
Erk7	Kinase	Kincat_Hsap.08.02.txt
FABP3	TumorSuppressorGene	TumorSuppressorGene.txt
FADD	TumorSuppressorGene	TumorSuppressorGene.txt
FAK	Kinase	Kincat_Hsap.08.02.txt
FAM131B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FAM135B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FAM170A	TranscriptionFactor	addTF_JL.tsv
FAM172A	TumorSuppressorGene	TumorSuppressorGene.txt
FAM188A	TumorSuppressorGene	TumorSuppressorGene.txt
FAM200B	TranscriptionFactor	addTF_JL.tsv
FAM47C	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FANCA	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCC	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCD2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCE	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCF	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCG	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FANCL	TumorSuppressorGene	OncoKBv20240704
FANCM	TumorSuppressorGene	OncoKBv20240704
FAS	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FASTK	Kinase	Kincat_Hsap.08.02.txt
FAT1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FAT3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FAT4	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
FBLN1	TumorSuppressorGene	TumorSuppressorGene.txt
FBLN2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FBP1	TumorSuppressorGene	TumorSuppressorGene.txt
FBXL13	TumorSuppressorGene	TumorSuppressorGene.txt
FBXL19	TranscriptionFactor	addTF_JL.tsv
FBXO11	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FBXO25	TumorSuppressorGene	TumorSuppressorGene.txt
FBXO31	TumorSuppressorGene	TumorSuppressorGene.txt
FBXO32	TumorSuppressorGene	TumorSuppressorGene.txt
FBXW7	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FCGR2B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FCRL4	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FCSK	Kinase	PfamKinase
FEN1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FER	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
FER1L4	TumorSuppressorGene	TumorSuppressorGene.txt
FERD3L	TranscriptionFactor	addTF_JL.tsv
FERps	Kinase	Kincat_Hsap.08.02.txt
FES	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FEV	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
FEZF1	TranscriptionFactor	addTF_JL.tsv
FEZF2	TranscriptionFactor	addTF_JL.tsv
FGF1	Oncogene	OncoKBv20240704
FGF10	Oncogene	OncoKBv20240704
FGF14	TumorSuppressorGene	OncoKBv20240704
FGF19	Oncogene	OncoKBv20240704
FGF2	Oncogene	OncoKBv20240704
FGF23	Oncogene	OncoKBv20240704
FGF3	Oncogene	OncoKBv20240704
FGF4	Oncogene	OncoKBv20240704
FGF5	Oncogene	OncoKBv20240704
FGF6	Oncogene	OncoKBv20240704
FGF7	Oncogene	OncoKBv20240704
FGF8	Oncogene	OncoKBv20240704
FGF9	Oncogene	OncoKBv20240704
FGFR1	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FGFR1OP	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FGFR2	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FGFR3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FGFR4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FGR	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
FH	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FHIT	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FHL1	TumorSuppressorGene	TumorSuppressorGene.txt
FIGLA	TranscriptionFactor	addTF_JL.tsv
FIP1L1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FIZ1	TranscriptionFactor	addTF_JL.tsv
FKBP9	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FLCN	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FLI1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
FLNA	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
FLT1	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704
FLT1ps	Kinase	Kincat_Hsap.08.02.txt
FLT3	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FLT4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
FLYWCH1	TranscriptionFactor	addTF_JL.tsv
FMS	Kinase	Kincat_Hsap.08.02.txt
FNBP1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FOLH1	Oncogene	OncoKBv20240704
FOLR1	Oncogene	OncoKBv20240704
FOS	TranscriptionFactor	addTF_JL.tsv
FOSB	TranscriptionFactor	addTF_JL.tsv
FOSL1	TranscriptionFactor	addTF_JL.tsv
FOSL2	TranscriptionFactor	addTF_JL.tsv
FOXA1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
FOXA2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXA3	TranscriptionFactor	addTF_JL.tsv
FOXB1	TranscriptionFactor	addTF_JL.tsv
FOXB2	TranscriptionFactor	addTF_JL.tsv
FOXC1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXC2	TranscriptionFactor	addTF_JL.tsv
FOXD1	TranscriptionFactor	addTF_JL.tsv
FOXD2	TranscriptionFactor	addTF_JL.tsv
FOXD3	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXD4	TranscriptionFactor	addTF_JL.tsv
FOXD4L1	TranscriptionFactor	addTF_JL.tsv
FOXD4L3	TranscriptionFactor	addTF_JL.tsv
FOXD4L4	TranscriptionFactor	addTF_JL.tsv
FOXD4L5	TranscriptionFactor	addTF_JL.tsv
FOXD4L6	TranscriptionFactor	addTF_JL.tsv
FOXE1	TranscriptionFactor	addTF_JL.tsv
FOXE3	TranscriptionFactor	addTF_JL.tsv
FOXF1	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704
FOXF2	TranscriptionFactor	addTF_JL.tsv
FOXG1	TranscriptionFactor	addTF_JL.tsv
FOXH1	TranscriptionFactor	addTF_JL.tsv
FOXI1	TranscriptionFactor	addTF_JL.tsv
FOXI2	TranscriptionFactor	addTF_JL.tsv
FOXI3	TranscriptionFactor	addTF_JL.tsv
FOXJ1	TranscriptionFactor	addTF_JL.tsv
FOXJ2	TranscriptionFactor	addTF_JL.tsv
FOXJ3	TranscriptionFactor	addTF_JL.tsv
FOXK1	TranscriptionFactor	addTF_JL.tsv
FOXK2	TranscriptionFactor	addTF_JL.tsv
FOXL1	TranscriptionFactor	addTF_JL.tsv
FOXL2	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
FOXM1	TranscriptionFactor	addTF_JL.tsv
FOXN1	TranscriptionFactor	addTF_JL.tsv
FOXN2	TranscriptionFactor	addTF_JL.tsv
FOXN3	TranscriptionFactor	addTF_JL.tsv
FOXN4	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704
FOXO1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
FOXO3	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
FOXO4	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
FOXO6	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXP1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
FOXP2	TranscriptionFactor	addTF_JL.tsv
FOXP3	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXP4	TranscriptionFactor	addTF_JL.tsv
FOXQ1	TranscriptionFactor	addTF_JL.tsv
FOXR1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
FOXR2	TranscriptionFactor	addTF_JL.tsv, AddedallOnco_Feb2017.tsv
FOXS1	TranscriptionFactor	addTF_JL.tsv
FPGT-TNNI3K	Kinase	PfamKinase
FRAP	Kinase	Kincat_Hsap.08.02.txt
FRK	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
FRS2	Oncogene	OncoKBv20240704
FRS3	TumorSuppressorGene	TumorSuppressorGene.txt
FSTL1	Oncogene	OncoKBv20240704
FSTL3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
FUBP1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FURIN	Oncogene	OncoKBv20240704
FUS	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
FXN	TumorSuppressorGene	TumorSuppressorGene.txt
FYN	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704
FZR1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704
Fused	Kinase	Kincat_Hsap.08.02.txt
G0S2	TumorSuppressorGene	TumorSuppressorGene.txt
G11	Kinase	Kincat_Hsap.08.02.txt
GAB1	Oncogene	OncoKBv20240704
GAB2	Oncogene	OncoKBv20240704
GABARAP	TumorSuppressorGene	TumorSuppressorGene.txt
GABPA	TranscriptionFactor	addTF_JL.tsv
GABRA6	Oncogene	OncoKBv20240704
GADD45A	TumorSuppressorGene	TumorSuppressorGene.txt
GADD45B	TumorSuppressorGene	TumorSuppressorGene.txt
GADD45G	TumorSuppressorGene	TumorSuppressorGene.txt
GADD45GIP1	TumorSuppressorGene	TumorSuppressorGene.txt
GAK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
GALK1	Kinase	PfamKinase
GALK2	Kinase	PfamKinase
GALR1	TumorSuppressorGene	TumorSuppressorGene.txt
GANAB	TumorSuppressorGene	TumorSuppressorGene.txt
GAS1	TumorSuppressorGene	TumorSuppressorGene.txt
GAS5	TumorSuppressorGene	TumorSuppressorGene.txt
GAS7	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
GATA1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
GATA2	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
GATA3	CosmicCensus, TranscriptionFactor, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
GATA4	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704
GATA5	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
GATA6	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704
GATAD2A	TranscriptionFactor	addTF_JL.tsv
GATAD2B	TranscriptionFactor	addTF_JL.tsv
GBP1	TumorSuppressorGene	TumorSuppressorGene.txt
GBX1	TranscriptionFactor	addTF_JL.tsv
GBX2	TranscriptionFactor	addTF_JL.tsv
GCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
GCM1	TranscriptionFactor	addTF_JL.tsv
GCM2	TranscriptionFactor	addTF_JL.tsv
GCN2	Kinase	Kincat_Hsap.08.02.txt
GFI1	TranscriptionFactor	addTF_JL.tsv
GFI1B	TranscriptionFactor	addTF_JL.tsv
GGNBP2	TumorSuppressorGene	TumorSuppressorGene.txt
GJA1	TumorSuppressorGene	TumorSuppressorGene.txt
GJB2	TumorSuppressorGene	TumorSuppressorGene.txt
GKN1	TumorSuppressorGene	TumorSuppressorGene.txt
GKN2	TumorSuppressorGene	TumorSuppressorGene.txt
GLI1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
GLI2	TranscriptionFactor	addTF_JL.tsv
GLI3	TranscriptionFactor	addTF_JL.tsv
GLI4	TranscriptionFactor	addTF_JL.tsv
GLIPR1	TumorSuppressorGene	TumorSuppressorGene.txt
GLIS1	TranscriptionFactor	addTF_JL.tsv
GLIS2	TranscriptionFactor	addTF_JL.tsv
GLIS3	TranscriptionFactor	addTF_JL.tsv
GLMP	TranscriptionFactor	addTF_JL.tsv
GLS2	TumorSuppressorGene	TumorSuppressorGene.txt
GLTSCR1	TumorSuppressorGene	TumorSuppressorGene.txt
GLTSCR2	TumorSuppressorGene	TumorSuppressorGene.txt
GLYR1	TranscriptionFactor	addTF_JL.tsv
GMEB1	TranscriptionFactor	addTF_JL.tsv
GMEB2	TranscriptionFactor	addTF_JL.tsv
GMPS	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
GNA11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
GNA12	Oncogene	OncoKBv20240704
GNA13	Oncogene, TumorSuppressorGene	OncoKBv20240704
GNAQ	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
GNAS	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
GNAT1	TumorSuppressorGene	TumorSuppressorGene.txt
GNB1	Oncogene	OncoKBv20240704
GNB2L1	TumorSuppressorGene	TumorSuppressorGene.txt
GNMT	TumorSuppressorGene	TumorSuppressorGene.txt
GOLGA5	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
GOPC	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
GORAB	TumorSuppressorGene	TumorSuppressorGene.txt
GPBP1	TranscriptionFactor	addTF_JL.tsv
GPBP1L1	TranscriptionFactor	addTF_JL.tsv
GPC3	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
