gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
KCP	KCP_128878558-128878722	-0.35025	0.0735	4		chr7:128878558-128878722	-	0
AC092279.2	AC092279.2_24036253-24036382	-0.7316	0.194980127192491	25		chr19:24036253-24036382	+	0
AC079781.5	AC079781.5_97872351-97872449	-0.7	0.307059789431495	22		chr7:97872351-97872449	-	0
AL450345.2	AL450345.2_164806066-164806198	-0.50821875	0.183487669336081	32		chr6:164806066-164806198	-	0
AL450345.2	AL450345.2_164815160-164815236	-0.529	0.0410284454169706	4		chr6:164815160-164815236	-	0
TFPI	TFPI_187513616-187513646	-0.809243902439024	0.191526209758326	41		chr2:187513616-187513646	-	1
SLMAP	SLMAP_57925845-57925934	-0.219672727272727	0.00312726685458692	55		chr3:57925845-57925934	+	0
NBPF9	NBPF9_149102729-149102847	-0.946666666666667	0.143236900007678	15		chr1:149102729-149102847	-	1
DCAF8	DCAF8_160261285-160261350	-0.289029411764706	0.0362687655036485	34		chr1:160261285-160261350	-	0
ITGB1BP1	ITGB1BP1_9419990-9420100	-0.506575757575758	0.033806717860422	66		chr2:9419990-9420100	-	0
RTN3	RTN3_63718702-63721032	-0.4165	0.118086832458153	2		chr11:63718702-63721032	+	0
TRIT1	TRIT1_39852731-39852876	-0.436689655172414	0.059206722258466	29		chr1:39852731-39852876	-	0
AZIN2	AZIN2_33083954-33084127	-0.5012	0.220160743415298	35		chr1:33083954-33084127	+	0
CCNL2	CCNL2_1388626-1388743	-0.529642857142857	0.0977497646212843	14		chr1:1388626-1388743	-	0
PLSCR4	PLSCR4_146223733-146223777	-0.298236842105263	0.0735466148229838	38		chr3:146223733-146223777	-	0
TMEM14B	TMEM14B_10770077-10770204	-0.580842105263158	0.00713774252975354	38		chr6:10770077-10770204	+	0
RBPJ	RBPJ_26362446-26362628	-0.366148936170213	0.0461829908099076	47		chr4:26362446-26362628	+	0
PSMB8-AS1	PSMB8-AS1_32844570-32844870	-0.402448275862069	0.0951996346807579	29		chr6:32844570-32844870	+	0
CRHR1	CRHR1_45816463-45816582	-0.385521739130435	0.0944861074758022	23		chr17:45816463-45816582	+	0
HMGCL	HMGCL_23814190-23814338	-0.3494	0.0790441168828718	30		chr1:23814190-23814338	-	0
EPB41L2	EPB41L2_130870328-130870381	-0.412894736842105	0.155906553695039	38		chr6:130870328-130870381	-	0
EPB41L2	EPB41L2_130880144-130880206	-0.601	0.262113800560834	46		chr6:130880144-130880206	-	1
SDCCAG8	SDCCAG8_243316755-243316893	-0.436	0	13		chr1:243316755-243316893	+	0
NME6	NME6_48296119-48296236	-0.418	5.99588961666477e-17	7		chr3:48296119-48296236	-	0
RSRP1	RSRP1_25244454-25244498	-0.358	0	4		chr1:25244454-25244498	-	0
RSRP1	RSRP1_25318063-25318271	-0.71352	0.231772898904653	25		chr1:25318063-25318271	-	0
PIKFYVE	PIKFYVE_208276712-208276830	-0.5935	0.359917351623953	2		chr2:208276712-208276830	+	0
RETREG3	RETREG3_42587834-42587864	-0.249714285714286	0.0137827847982338	42		chr17:42587834-42587864	-	0
UBIAD1	UBIAD1_11293467-11293626	-0.3833125	0.157562980239444	32		chr1:11293467-11293626	+	0
WDR41	WDR41_77426944-77427034	-0.518	0	2		chr5:77426944-77427034	-	0
AL450384.2	AL450384.2_18539194-18539299	-0.362409090909091	0.188770876257286	22		chr10:18539194-18539299	-	0
CDC42BPA	CDC42BPA_227051881-227051985	-0.560552631578948	0.051386556959295	38		chr1:227051881-227051985	-	0
ASCC1	ASCC1_72102850-72102967	-0.401571428571429	0.146799020367823	7		chr10:72102850-72102967	-	0
MED12L	MED12L_151185330-151185461	-0.983454545454545	0.0396826572536831	66		chr3:151185330-151185461	+	1
TANK	TANK_161197337-161197528	-0.52125	0.126836837446119	4		chr2:161197337-161197528	+	0
TSEN15	TSEN15_184072157-184072194	-0.387	0.0797119815335185	14		chr1:184072157-184072194	+	0
TSEN15	TSEN15_184072157-184072298	-0.287	0.0307625313219399	7		chr1:184072157-184072298	+	0
TSEN15	TSEN15_184072157-184072310	-0.343307692307692	0.0757797077228733	13		chr1:184072157-184072310	+	0
MVD	MVD_88660748-88660841	-0.277	5.99588961666477e-17	7		chr16:88660748-88660841	-	0
AL589740.1	AL589740.1_97633488-97633603	-0.433846153846154	0.146417693690486	13		chr6:97633488-97633603	+	0
PRR5L	PRR5L_36393846-36394011	-0.380375	0.0126589889011722	16		chr11:36393846-36394011	+	0
PRR5L	PRR5L_36451209-36451335	-0.4382	0.0218712139580774	65		chr11:36451209-36451335	+	0
ERCC6L2	ERCC6L2_95928151-95928277	-0.649	0	10		chr9:95928151-95928277	+	0
AGRN	AGRN_1051032-1051043	-0.328913043478261	0.0490805581240755	23		chr1:1051032-1051043	+	0
ERBIN	ERBIN_66072169-66072291	-0.542538461538462	0.115169162094008	13		chr5:66072169-66072291	+	0
ZNF266	ZNF266_9434065-9434235	-0.588838709677419	0.152621485450963	62		chr19:9434065-9434235	-	0
RAP1GDS1	RAP1GDS1_98379017-98379163	-0.3216	0.0604253629678459	50		chr4:98379017-98379163	+	0
USP21	USP21_161160366-161160506	-0.321058823529412	0.0961913534086523	51		chr1:161160366-161160506	+	0
TULP4	TULP4_158282263-158282378	-0.459125	0.0821558478340607	16		chr6:158282263-158282378	+	0
SCMH1	SCMH1_41152599-41152741	-0.464933333333333	0.052407015161095	15		chr1:41152599-41152741	-	0
BAZ2B	BAZ2B_159336942-159337077	-0.403076923076923	0.0212168293143402	26		chr2:159336942-159337077	-	0
ANKDD1A	ANKDD1A_64944652-64944747	-0.51830303030303	0.0724799475926294	33		chr15:64944652-64944747	+	0
MUC20-OT1	MUC20-OT1_195708429-195708513	-0.4255	0.16067318061127	32		chr3:195708429-195708513	+	0
FAM106A	FAM106A_18528573-18528747	-0.578391304347826	0.146863492316825	23		chr17:18528573-18528747	-	0
ZRANB2-AS2	ZRANB2-AS2_71368055-71368088	-0.664333333333333	0.15734992850332	9		chr1:71368055-71368088	+	0
TMCO3	TMCO3_113499958-113500149	-0.21445	0.00779659169799619	20		chr13:113499958-113500149	+	0
WDR53	WDR53_196560996-196561491	-0.443214285714286	0.00587974732207333	56		chr3:196560996-196561491	-	0
ELMOD3	ELMOD3_85387098-85387225	-0.3085	0.0233345237791561	2		chr2:85387098-85387225	+	0
FGFR1	FGFR1_38429247-38429390	-0.3415	0.112429978208661	2		chr8:38429247-38429390	-	0
SOX2-OT	SOX2-OT_181814213-181814516	-0.7735	0.135473244590952	4		chr3:181814213-181814516	+	1
GOLIM4	GOLIM4_168040786-168040869	-0.325307692307692	0.0702938885624545	13		chr3:168040786-168040869	-	0
MACF1	MACF1_39328601-39328706	-0.3023125	0.0971903415983296	16		chr1:39328601-39328706	+	0
NRG1	NRG1_32749561-32749584	-0.648833333333333	0.171775650147918	42		chr8:32749561-32749584	+	0
CADPS	CADPS_62513638-62513706	-0.641804878048781	0.194904748468604	41		chr3:62513638-62513706	-	0
NDE1	NDE1_15699729-15699854	-0.40846	0.125622890478785	50		chr16:15699729-15699854	+	0
DNMT3B	DNMT3B_32786502-32786627	-0.637697674418605	0.207871472983133	43		chr20:32786502-32786627	+	0
TNFRSF4	TNFRSF4_1211942-1212138	-0.444	3.37420907967275e-16	39		chr1:1211942-1212138	-	0
GUK1	GUK1_228141633-228141829	-0.457	0.140524019299193	3		chr1:228141633-228141829	+	0
SLX4	SLX4_3602118-3602307	-0.49790625	0.00780866175555699	64		chr16:3602118-3602307	-	0
AC018647.1	AC018647.1_35717007-35717128	-0.421857142857143	0.130005677531699	7		chr7:35717007-35717128	+	0
AC018647.1	AC018647.1_35717028-35717128	-0.417666666666667	0.116827508176228	6		chr7:35717028-35717128	+	0
AC018647.1	AC018647.1_35717031-35717128	-0.4005	0.115725105314275	6		chr7:35717031-35717128	+	0
MROH7-TTC4	MROH7-TTC4_54715523-54715610	-0.609444444444444	0.0136666666666667	9		chr1:54715523-54715610	+	0
JPX	JPX_73998768-73998844	-0.424333333333333	0.0724591839129681	3		chrX:73998768-73998844	+	0
ZNF37BP	ZNF37BP_42525540-42525660	-0.466	0.0268700576850888	2		chr10:42525540-42525660	-	0
TMC1	TMC1_72700518-72700643	-0.65575	0.182578750132648	16		chr9:72700518-72700643	+	1
DCAF6	DCAF6_168015781-168015951	-0.472627450980392	0.0894887614808281	51		chr1:168015781-168015951	+	0
KLHL1	KLHL1_69975620-69975802	-0.5	0	8		chr13:69975620-69975802	-	0
ANKRD20A4	ANKRD20A4_64370717-64370942	-0.3165	0.0874234358902528	8		chr9:64370717-64370942	+	0
AC105942.1	AC105942.1_94961317-94961433	-0.2866	0.0075894663844041	10		chr1:94961317-94961433	+	0
EFCAB1	EFCAB1_48734535-48734684	-0.3904	0.134483538852241	10		chr8:48734535-48734684	-	0
C2orf80	C2orf80_208170945-208171063	-0.395	0	9		chr2:208170945-208171063	-	0
NPL	NPL_182794356-182794439	-0.276777777777778	0.00653409859463756	9		chr1:182794356-182794439	+	0
AC021851.1	AC021851.1_183179226-183179411	-1	0	11		chr2:183179226-183179411	+	1
FAM27C	FAM27C_61920282-61920435	-0.406	0.178728285394338	11		chr9:61920282-61920435	+	0
FAM27C	FAM27C_61972190-61972670	-0.3406	0.108654498296205	5		chr9:61972190-61972670	+	0
MAP3K19	MAP3K19_135030312-135030500	-0.781777777777778	0.0231342699137977	9		chr2:135030312-135030500	-	0
IFT122	IFT122_129492141-129492194	-0.2558125	0.0318944200802909	32		chr3:129492141-129492194	+	0
LINC02609	LINC02609_90831930-90832196	-0.353076923076923	0.130937937931463	13		chr1:90831930-90832196	-	0
LINC02609	LINC02609_90837550-90837765	-0.566038461538462	0.278944938046093	26		chr1:90837550-90837765	-	0
TNRC6A	TNRC6A_24750726-24750813	-0.543833333333333	0.270776968493753	6		chr16:24750726-24750813	+	0
MFSD8	MFSD8_127965072-127965208	-0.5238	0.0184446220246622	50		chr4:127965072-127965208	-	0
MFSD8	MFSD8_127965072-127965222	-0.532058823529412	0.021102048966587	51		chr4:127965072-127965222	-	0
ST3GAL3	ST3GAL3_43858135-43858308	-0.975814814814815	0.0670602696988297	27		chr1:43858135-43858308	+	1
CFAP69	CFAP69_90309263-90309367	-0.532	0	22		chr7:90309263-90309367	+	0
RPH3A	RPH3A_112650755-112650871	-0.41675	0.107229893220128	4		chr12:112650755-112650871	+	0
FAM107B	FAM107B_14553322-14553387	-0.509368421052632	0.055118267315046	19		chr10:14553322-14553387	-	0
ZNF326	ZNF326_90007612-90007750	-0.545714285714286	0.0396067780071984	42		chr1:90007612-90007750	+	0
ZDHHC24	ZDHHC24_66524155-66524276	-0.683166666666667	0.0766613766290866	6		chr11:66524155-66524276	-	0
ENAH	ENAH_225535507-225535563	-0.671242424242424	0.193875448146328	33		chr1:225535507-225535563	-	1
CRACD	CRACD_56298214-56298349	-0.59275	0.0430300282748378	4		chr4:56298214-56298349	+	0
MRPL10	MRPL10_47829139-47829236	-0.307	0	3		chr17:47829139-47829236	-	0
MMS22L	MMS22L_97270107-97270283	-0.3015	0.0786667308679758	12		chr6:97270107-97270283	-	0
LSP1P4	LSP1P4_91654920-91654997	-0.444538461538462	0.0918935169723004	26		chr2:91654920-91654997	-	0
PEX5L	PEX5L_179898142-179898246	-0.2484	0.0187429986928453	5		chr3:179898142-179898246	-	0
ZMYM4	ZMYM4_35387003-35387278	-1	0	6		chr1:35387003-35387278	+	1
AC010522.1	AC010522.1_57856107-57856233	-0.76084	0.18129434629905	25		chr19:57856107-57856233	+	0
PDXK	PDXK_43732139-43732647	-0.43125	0.123776910949541	20		chr21:43732139-43732647	+	0
EFCAB2	EFCAB2_245002121-245002232	-0.421428571428571	0.0597139610380784	21		chr1:245002121-245002232	+	0
CSMD3	CSMD3_112408919-112409032	-0.420923076923077	0.133590457205634	13		chr8:112408919-112409032	-	0
GABARAPL1	GABARAPL1_10213836-10214187	-0.747625	0.10437935619652	16		chr12:10213836-10214187	+	0
AL024498.2	AL024498.2_10910824-10910869	-0.8008125	0.225680074072421	16		chr6:10910824-10910869	+	0
PCBP1-AS1	PCBP1-AS1_70053731-70053792	-0.577346153846154	0.20860741669136	52		chr2:70053731-70053792	-	0
DNAJB4	DNAJB4_78005080-78005321	-0.2215	0.000707106781186548	2		chr1:78005080-78005321	+	0
PLEKHA6	PLEKHA6_204223462-204223585	-0.234	0.0151308022414738	52		chr1:204223462-204223585	-	0
PLEKHA6	PLEKHA6_204255626-204255679	-0.510857142857143	0.131311878837406	7		chr1:204255626-204255679	-	0
MIPOL1	MIPOL1_37212230-37212356	-0.435833333333333	0.192216253827022	18		chr14:37212230-37212356	+	0
SORBS2	SORBS2_185690562-185690611	-0.978052631578947	0.0474077744259672	19		chr4:185690562-185690611	-	0
ZFAND6	ZFAND6_80098416-80098578	-0.415113636363636	0.0643703730454021	44		chr15:80098416-80098578	+	0
TXNRD1	TXNRD1_104290993-104291104	-0.87852380952381	0.153409132403393	21		chr12:104290993-104291104	+	0
KIAA1217	KIAA1217_24542883-24544481	-0.6806	0.153742642100362	5		chr10:24542883-24544481	+	1
NDRG2	NDRG2_21023986-21024096	-0.244384615384615	0.0275406273321098	26		chr14:21023986-21024096	-	0
NDRG2	NDRG2_21024030-21024096	-0.28705	0.0550133715802947	20		chr14:21024030-21024096	-	0
IPO11	IPO11_62530709-62530785	-0.580666666666667	0.144914917566596	3		chr5:62530709-62530785	+	0
WDR49	WDR49_167566830-167566894	-0.536270833333333	0.152652677612512	48		chr3:167566830-167566894	-	1
WDR49	WDR49_167602127-167602275	-0.49969696969697	0.00174077655955698	33		chr3:167602127-167602275	-	0
WDR49	WDR49_167633409-167633532	-0.513333333333333	0.0699452166579912	3		chr3:167633409-167633532	-	0
DHX58	DHX58_42103608-42103798	-0.322595238095238	0.0259343068049663	42		chr17:42103608-42103798	-	0
DHX58	DHX58_42105736-42105989	-0.2	8.46901928112555e-17	30		chr17:42105736-42105989	-	0
RNF207	RNF207_6212682-6212733	-0.447	5.71205033747553e-17	18		chr1:6212682-6212733	+	0
WBP1	WBP1_74458997-74459098	-0.366714285714286	0.14058059881045	7		chr2:74458997-74459098	+	0
WBP1	WBP1_74459478-74459562	-0.2675	0.0770746391493337	2		chr2:74459478-74459562	+	0
WDR6	WDR6_49008927-49009024	-0.413333333333333	0.174331664971584	18		chr3:49008927-49009024	+	0
MAP4K3-DT	MAP4K3-DT_39557982-39558046	-0.518	0.0735391052434009	2		chr2:39557982-39558046	+	0
MAP4K3-DT	MAP4K3-DT_39584605-39587353	-0.62125	0.119335311901661	4		chr2:39584605-39587353	+	0
NHS	NHS_17719344-17719406	-0.907757575757576	0.112538890584275	33		chrX:17719344-17719406	+	1
FAM104A	FAM104A_73227165-73227182	-0.581729166666667	0.183413582130466	48		chr17:73227165-73227182	-	0
CCAR1	CCAR1_68756273-68756483	-0.255258064516129	0.0264095535011297	31		chr10:68756273-68756483	+	0
RBSN	RBSN_15091339-15091493	-0.228	0.0169705627484771	2		chr3:15091339-15091493	-	0
MAP4K4	MAP4K4_101860825-101860986	-0.393302325581395	0.185630910665392	43		chr2:101860825-101860986	+	1
SEC22C	SEC22C_42587411-42587562	-0.355	0.0587480496130155	4		chr3:42587411-42587562	-	0
SCN1A	SCN1A_166007230-166007293	-0.763564102564103	0.218546248853622	39		chr2:166007230-166007293	-	0
TMEM129	TMEM129_1717516-1717703	-0.244166666666667	0.0256580071972344	12		chr4:1717516-1717703	-	0
ANKAR	ANKAR_189711049-189711153	-0.454285714285714	0.128497526379749	21		chr2:189711049-189711153	+	0
STK40	STK40_36367852-36368084	-0.746777777777778	0.185642652546349	9		chr1:36367852-36368084	-	0
IFI44L	IFI44L_78627906-78628393	-0.782809523809524	0.245386130573463	42		chr1:78627906-78628393	+	1
PPP1R42	PPP1R42_66970981-66971140	-0.659	0.199881328429009	12		chr8:66970981-66971140	-	0
ANKRD36	ANKRD36_97124460-97124597	-0.65675	0.198659693730368	24		chr2:97124460-97124597	+	0
ZFHX4-AS1	ZFHX4-AS1_76614793-76615319	-0.383166666666667	0.103473170289196	12		chr8:76614793-76615319	-	0
ZFHX4-AS1	ZFHX4-AS1_76615153-76615319	-0.467526315789474	0.175908236311832	19		chr8:76615153-76615319	-	0
DEF8	DEF8_89949417-89949513	-0.248	0	2		chr16:89949417-89949513	+	0
PALLD	PALLD_168877723-168878394	-0.415581818181818	0.0431563440721064	55		chr4:168877723-168878394	+	0
FDXR	FDXR_74866446-74866544	-0.2256	0.00800808415070084	35		chr17:74866446-74866544	-	0
DDN-AS1	DDN-AS1_49009309-49009389	-0.594909090909091	0.20749576118343	11		chr12:49009309-49009389	+	0
KLHL4	KLHL4_87666475-87666880	-0.6513	0.217501494247741	10		chrX:87666475-87666880	+	0
MDM1	MDM1_68325441-68325575	-0.6179375	0.0880503407148434	16		chr12:68325441-68325575	-	0
AC010203.1	AC010203.1_100180553-100180716	-0.615	1.13634949387799e-16	22		chr12:100180553-100180716	-	0
RNF121	RNF121_71962152-71962289	-0.5065	0.16873727872278	14		chr11:71962152-71962289	+	0
AC090114.3	AC090114.3_128609487-128609579	-0.35575	0.0363522196154202	32		chr7:128609487-128609579	+	0
ZNF808	ZNF808_52547512-52547638	-0.540125	0.105214621924268	16		chr19:52547512-52547638	+	0
MRPS30-DT	MRPS30-DT_44786826-44786952	-0.460454545454545	0.108065131875516	11		chr5:44786826-44786952	-	0
SLC29A1	SLC29A1_44221586-44221685	-0.422	0.168069430097604	7		chr6:44221586-44221685	+	0
AC019080.1	AC019080.1_177332142-177332251	-0.577833333333333	0.157295807364636	24		chr2:177332142-177332251	-	0
AC019080.1	AC019080.1_177348322-177348475	-0.3595	0.136471608769004	2		chr2:177348322-177348475	-	0
MKLN1	MKLN1_131202857-131202974	-0.541903225806451	0.164988758170309	31		chr7:131202857-131202974	+	0
TNFRSF25	TNFRSF25_6463072-6463127	-0.5328	0.115814963982868	35		chr1:6463072-6463127	-	0
POLK	POLK_75534828-75534964	-0.439761904761905	0.149649893004273	21		chr5:75534828-75534964	+	0
PAM	PAM_103025131-103025334	-0.244317073170732	0.0395439243275059	41		chr5:103025131-103025334	+	0
PAM	PAM_103025134-103025334	-0.277638888888889	0.037146161330443	36		chr5:103025134-103025334	+	0
FAM172A	FAM172A_93958777-93958968	-0.304272727272727	0.0204124490473323	44		chr5:93958777-93958968	-	0
WDR90	WDR90_666905-666989	-0.2592	0.0228200691400257	55		chr16:666905-666989	+	0
GSG1L	GSG1L_27823862-27823915	-0.422173913043478	0.134808838452459	23		chr16:27823862-27823915	-	0
SLC3A2	SLC3A2_62870745-62870837	-0.28925	0.0319726445574963	4		chr11:62870745-62870837	+	0
CASC1	CASC1_25190614-25190631	-0.336333333333333	0.00288675134594813	3		chr12:25190614-25190631	-	0
PAK1	PAK1_77397027-77397093	-0.316555555555556	0.0940812296782827	9		chr11:77397027-77397093	-	0
FAM13B	FAM13B_138018955-138019146	-0.293142857142857	0.0203832330722138	7		chr5:138018955-138019146	-	0
KDM3B	KDM3B_138386022-138386621	-0.210916666666667	0.0077747649287274	12		chr5:138386022-138386621	+	0
AC092279.1	AC092279.1_24105940-24106066	-0.607833333333333	0.227341519891697	6		chr19:24105940-24106066	+	0
RNF34	RNF34_121404849-121405113	-0.2797	0.0658213913219369	10		chr12:121404849-121405113	+	0
SLC9A3	SLC9A3_474883-475132	-0.817190476190476	0.140088050542371	21		chr5:474883-475132	-	1
AMPD2	AMPD2_109625303-109625433	-0.286367346938776	0.0486598285196796	49		chr1:109625303-109625433	+	0
PWWP2A	PWWP2A_160089506-160089610	-0.396909090909091	0.176383930416268	11		chr5:160089506-160089610	-	0
FABP6	FABP6_160228473-160228692	-0.544	0.10179882121125	3		chr5:160228473-160228692	+	0
TMEM260	TMEM260_56603815-56603992	-0.654428571428571	0.0173654007398949	21		chr14:56603815-56603992	+	0
CNOT2	CNOT2_70294071-70294294	-0.524428571428572	0.215079504549622	35		chr12:70294071-70294294	+	0
CNOT2	CNOT2_70294237-70294294	-0.568307692307692	0.194497889833791	39		chr12:70294237-70294294	+	0
LMLN	LMLN_198003015-198003125	-0.473842105263158	0.043117749835505	19		chr3:198003015-198003125	+	0
FBXW11	FBXW11_171914343-171914405	-0.263285714285714	0.0650283116702357	14		chr5:171914343-171914405	-	0
ANK3	ANK3_60059698-60060006	-0.38885	0.125930699297832	40		chr10:60059698-60060006	-	0
ANK3	ANK3_60059698-60060033	-0.409884615384615	0.161342697863418	26		chr10:60059698-60060033	-	0
ANK3	ANK3_60082150-60082176	-0.385	0.222031529292576	2		chr10:60082150-60082176	-	0
ANK3	ANK3_60137342-60137353	-0.461421052631579	0.0962631323159331	19		chr10:60137342-60137353	-	0
IGSF11	IGSF11_118981791-118981940	-0.365160714285714	0.166072577429346	56		chr3:118981791-118981940	-	1
PDLIM7	PDLIM7_177491807-177491925	-0.325375	0.0185620062741902	40		chr5:177491807-177491925	-	0
PDLIM7	PDLIM7_177491807-177491976	-0.554333333333333	0.0596239422778604	24		chr5:177491807-177491976	-	0
PDLIM7	PDLIM7_177491807-177491995	-0.557318181818182	0.0605902603863001	22		chr5:177491807-177491995	-	0
CLK4	CLK4_178622393-178622459	-0.261	5.88784672006416e-17	9		chr5:178622393-178622459	-	0
WASH8P	WASH8P_17348-17483	-0.303333333333333	0.0374094462224004	6		chr12:17348-17483	-	0
ZNF354B	ZNF354B_178885614-178885737	-0.975166666666667	0.0608289952791156	6		chr5:178885614-178885737	+	1
HNRNPH1	HNRNPH1_179617989-179618060	-0.564785714285714	0.200006607033725	14		chr5:179617989-179618060	-	0
GMDS-DT	GMDS-DT_2271816-2273417	-0.688807692307692	0.207197300992222	26		chr6:2271816-2273417	+	0
DTNB	DTNB_25387289-25387378	-0.223448275862069	0.0101790618670195	29		chr2:25387289-25387378	-	0
HGSNAT	HGSNAT_43173713-43173743	-0.219058823529412	0.0167167873825133	34		chr8:43173713-43173743	+	0
CASC15	CASC15_22063020-22063240	-0.480566666666667	0.118063011619405	30		chr6:22063020-22063240	+	0
CASC15	CASC15_22083583-22083718	-0.3579	0.0931253038772074	10		chr6:22083583-22083718	+	0
CMAHP	CMAHP_25109956-25110103	-0.844499999999999	0.0428232388690305	48		chr6:25109956-25110103	-	0
DENND1B	DENND1B_197735586-197735796	-0.337076923076923	0.105073253799279	39		chr1:197735586-197735796	-	0
TMEM62	TMEM62_43146493-43146634	-0.328	0	3		chr15:43146493-43146634	+	0
DMTN	DMTN_22059373-22059496	-0.619555555555556	0.232516188205849	9		chr8:22059373-22059496	+	0
SEZ6L	SEZ6L_26373451-26373483	-0.473352941176471	0.0832232999048874	17		chr22:26373451-26373483	+	0
BMP1	BMP1_22199264-22199387	-0.274869565217391	0.0602542373823588	23		chr8:22199264-22199387	+	0
SRPK1	SRPK1_35904879-35904974	-0.414625	0.0783562149964598	8		chr6:35904879-35904974	-	0
KCTD20	KCTD20_36474789-36475062	-0.246178571428571	0.0204270219932624	28		chr6:36474789-36475062	+	0
CNOT6	CNOT6_180495652-180495755	-0.2995	0.0459619407771256	2		chr5:180495652-180495755	+	0
RNF8	RNF8_37381150-37381354	-0.260025641025641	0.0286149456527503	39		chr6:37381150-37381354	+	0
CREM	CREM_35201451-35201486	-0.375128205128205	0.119750657505541	39		chr10:35201451-35201486	+	0
POLR1C	POLR1C_43529249-43529359	-0.707785714285714	0.203368647092439	42		chr6:43529249-43529359	+	0
ERVK13-1	ERVK13-1_2670864-2670974	-0.42	0.120673112166713	4		chr16:2670864-2670974	-	0
MLIP	MLIP_54136715-54138286	-0.581214285714286	0.193578121209472	14		chr6:54136715-54138286	+	0
ZNF419	ZNF419_57492113-57492211	-0.703380952380953	0.0821411493030561	42		chr19:57492113-57492211	+	0
MYO1B	MYO1B_191400749-191400835	-0.494208333333333	0.0963610140848517	48		chr2:191400749-191400835	+	0
SAMD4B	SAMD4B_39348288-39348389	-0.367	0.149487123191264	26		chr19:39348288-39348389	+	0
KANK2	KANK2_11196050-11196227	-0.355333333333333	0.0794313120459012	3		chr19:11196050-11196227	-	0
CEP57L1	CEP57L1_109145219-109145381	-0.486555555555556	0.0586747989016051	18		chr6:109145219-109145381	+	0
RIMS1	RIMS1_72274349-72274432	-0.297285714285714	0.104357900652377	7		chr6:72274349-72274432	+	0
RIMS1	RIMS1_72284047-72284118	-0.49475	0.0763801582312355	8		chr6:72284047-72284118	+	0
RIMS1	RIMS1_72290679-72290861	-0.416214285714286	0.191606146414762	28		chr6:72290679-72290861	+	0
TRPT1	TRPT1_64225786-64225869	-0.3155	0.0304055915910216	2		chr11:64225786-64225869	-	0
STXBP5	STXBP5_147339179-147339238	-0.628756097560975	0.249294181689806	41		chr6:147339179-147339238	+	0
DSE	DSE_116433343-116433550	-0.472929824561404	0.0290220726646872	57		chr6:116433343-116433550	+	0
PALM2AKAP2	PALM2AKAP2_109942686-109943381	-0.640569230769231	0.137786289370393	65		chr9:109942686-109943381	+	0
ZBTB7C	ZBTB7C_48165131-48165257	-0.462315789473684	0.216018016900746	19		chr18:48165131-48165257	-	0
ZBTB7C	ZBTB7C_48185324-48185455	-0.711777777777778	0.293348930066639	18		chr18:48185324-48185455	-	1
TRIOBP	TRIOBP_37740895-37741032	-0.460826086956522	0.123035343101785	23		chr22:37740895-37741032	+	0
RNF146	RNF146_127280516-127280604	-0.3535	0.00212132034355964	2		chr6:127280516-127280604	+	0
RNF146	RNF146_127285208-127285348	-0.3636875	0.098704082151314	16		chr6:127285208-127285348	+	0
TRMT2B	TRMT2B_101051251-101051366	-0.5025	0.125157900270019	2		chrX:101051251-101051366	-	0
LINC00271	LINC00271_135498404-135498517	-0.497166666666667	0.169654807250453	24		chr6:135498404-135498517	+	0
TUBGCP5	TUBGCP5_23009945-23010133	-0.2	5.67050760186537e-17	24		chr15:23009945-23010133	-	0
FUCA2	FUCA2_143502355-143502565	-0.214255813953488	0.00705114993409827	43		chr6:143502355-143502565	-	0
FUCA2	FUCA2_143503913-143504252	-0.225392156862745	0.0120433856226105	51		chr6:143503913-143504252	-	0
AC093157.1	AC093157.1_101080887-101080998	-0.565545454545455	0.203117386570605	11		chr1:101080887-101080998	+	0
AC093157.1	AC093157.1_101083461-101083574	-0.401513513513514	0.102964562841791	37		chr1:101083461-101083574	+	0
ZHX3	ZHX3_41267463-41267612	-0.614140350877193	0.271553364828858	57		chr20:41267463-41267612	-	0
SYNE1	SYNE1_152498742-152498792	-0.466620689655172	0.0158596833716896	29		chr6:152498742-152498792	-	0
CHD8	CHD8_21436901-21436965	-0.395	0	2		chr14:21436901-21436965	-	0
MAP7D2	MAP7D2_20050824-20050946	-0.5092	0.264550940274269	5		chrX:20050824-20050946	-	0
MAP7D2	MAP7D2_20052878-20052988	-0.287473684210526	0.0173200974376281	38		chrX:20052878-20052988	-	0
SUN1	SUN1_848418-848615	-0.376888888888889	0.0926549983430398	27		chr7:848418-848615	+	0
SUN1	SUN1_849520-849603	-0.379	0.0376881944380465	11		chr7:849520-849603	+	0
AC091729.3	AC091729.3_1162352-1162543	-0.6295	0.0738493552627731	12		chr7:1162352-1162543	+	0
NR2F1-AS1	NR2F1-AS1_93543982-93544024	-0.607291666666667	0.116851626159981	24		chr5:93543982-93544024	-	0
ACAT1	ACAT1_108127886-108127979	-0.976	0.0766811580507233	30		chr11:108127886-108127979	+	1
FAM221A	FAM221A_23692183-23692253	-0.361071428571429	0.153677615558706	28		chr7:23692183-23692253	+	0
KLHL29	KLHL29_23684399-23684537	-0.259629629629629	0.00192450089729875	27		chr2:23684399-23684537	+	0
GOLGA2P10	GOLGA2P10_82477838-82477926	-0.401833333333333	0.0104552861333433	42		chr15:82477838-82477926	-	0
