Splice ID	Case	Sample	Histology	CNS	Type
C1orf162:111477651-111477775_111477333-111477428_111477982-111478512	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZNF266:9415654-9415742_9412428-9414720_9417827-9417908	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RPL10:154399487-154399594_154399337-154399396_154399802-154399941	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MAMLD1:150473680-150473802_150469744-150471490_150503273-150503517	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PLA2G6:38148493-38148623_38145437-38145653_38169217-38169467	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
ACSS2:34908905-34908943_34882793-34882989_34913095-34913187	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
PEG3:56817746-56817838_56810076-56817579_56818599-56818702	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CAV1:116525628-116525805_116524993-116525092_116526524-116526689	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
PON2:95424515-95424585_95415875-95416297_95434877-95434951	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TENM3:182346651-182346929_182323945-182324252_182600923-182601161	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MFSD12:3546255-3546425_3546073-3546168_3547271-3547331	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
KRBA2:8371309-8372081_8368709-8370386_8375899-8376658	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RNGTT:88801564-88801632_88769773-88769874_88844356-88844521	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FRMPD3:107526582-107526736_107449651-107450005_107530408-107530511	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PLA2G12A:109718683-109718759_109717547-109717713_109729601-109730070	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PLA2G12A:109718689-109718759_109717547-109717713_109729601-109729974	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GALNT13:154408984-154409082_154395990-154396130_154438591-154438676	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SH3BP2:2809779-2809829_2793070-2793138_2820613-2820753	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SLC23A2:4885821-4885909_4884752-4884823_4899554-4899712	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ASB1:238435711-238436013_238433313-238433695_238444341-238444375	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GABARAPL1:10218063-10218141_10212835-10213219_10220439-10220481	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ALMS1:73408622-73408747_73385835-73386192_73419122-73419318	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
ILDR2:166936591-166936737_166927066-166927180_166956732-166956852	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PORCN:48514127-48514141_48512834-48512852_48514239-48514365	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GALNT10:154412889-154413005_154409540-154409762_154415782-154415932	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NME6:48296119-48296158_48295074-48295235_48296726-48296829	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NME6:48296119-48296236_48295074-48295235_48296726-48296829	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
KIAA0319L:35442246-35442336_35438541-35441138_35442905-35443028	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MTHFD2:74201382-74201479_74198612-74198742_74207703-74207826	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
EPB41:28997215-28997319_28987430-28987905_29011864-29011907	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PIK3CD:9691467-9691571_9651730-9651802_9710423-9710596	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ADGRB3:69338916-69339014_69332922-69333008_69339332-69339504	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PRKAG1:49003558-49003595_49003143-49003290_49003756-49003922	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZBTB37:173873467-173873566_173870196-173871148_173885635-173886636	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NASP:45616626-45616703_45616336-45616393_45617462-45617591	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
AOPEP:94928425-94928531_94923985-94924175_94955176-94955279	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FKTN:105603699-105603816_105599930-105601348_105604214-105604492	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SEMA5A:9190267-9190471_9154487-9154695_9197167-9197303	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
DLG3:70497180-70497221_70493375-70493475_70498519-70498558	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
LRRFIP2:37110991-37111065_37096615-37096660_37129062-37129149	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
WIPF2:40262525-40262641_40260534-40260667_40264489-40265146	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PPP2R2B:146878002-146878195_146856498-146856583_147055664-147056027	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PPP2R2B:147035169-147035240_146856498-146856583_147081058-147081293	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PPP2R2B:147035169-147035240_146878001-146878195_147081058-147081293	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
EIF2B3:44969978-44970044_44941505-44941665_44978314-44978460	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
MLLT3:20354808-20354879_20345076-20346574_20360741-20360841	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
LSS:46219476-46219572_46216388-46216524_46221853-46221975	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CIT:119803206-119803389_119784188-119785065_119822819-119822973	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ENSG00000261832:28487662-28487741_28487455-28487541_28488590-28488662	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FRRS1L:109149636-109149720_109147050-109147189_109166900-109167249	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZMYND11:240893-240970_239961-240111_242020-242139	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NSUN6:18642476-18642555_18616183-18616293_18651128-18651587	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NSUN6:18648490-18648645_18616183-18616293_18651128-18651587	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
HPS1:98431131-98431291_98430570-98430670_98433982-98434091	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PDPR:70153391-70153573_70148463-70148553_70156474-70156614	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NRXN2:64690405-64690476_64685645-64685947_64697774-64697792	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PARP12:140037715-140037856_140034234-140034331_140041643-140041728	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SUMF1:4449266-4449340_4420063-4420146_4452875-4453049	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PALB2:23607864-23608012_23603164-23603669_23614003-23614091	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CLEC16A:11174154-11174277_11166387-11166552_11178334-11182181	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ITGAX:31369981-31370098_31363164-31363374_31371083-31371214	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
MYO15B:75613981-75614033_75613704-75613777_75614198-75614360	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
KCTD17:37060823-37060922_37059312-37059438_37061538-37061564	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
HDHD5:17149542-17149745_17148447-17148560_17159125-17159277	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CARD8:48218871-48219012_48215339-48215384_48230437-48230498	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SCARA3:27651508-27651627_27649701-27649800_27656781-27656880	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
COX7A2:75240277-75240385_75237786-75237988_75241175-75241265	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
COX7A2:75240301-75240385_75237674-75237988_75241175-75241265	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TIMMDC1:119513641-119513719_119498566-119498927_119517204-119517315	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CAPN10:240596681-240596942_240595933-240596521_240597887-240598087	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZNF595:59430-59556_53294-53491_85730-87521	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ENSG00000288550:9928580-9928630_9928304-9928486_9929851-9929897	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RAB11FIP5:73079651-73081663_73075992-73076182_73088049-73088749	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SEC22C:42563523-42563686_42561114-42561296_42568864-42569073	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ERBIN:66075024-66075230_66072168-66072291_66076315-66076408	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
JTB:153976976-153977013_153976692-153976775_153977169-153977389	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
COPZ1:54346612-54346674_54345459-54345515_54347766-54347844	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
RNF175:153748645-153748827_153728206-153728361_153751437-153751447	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
FBXW11:171957597-171957698_171914342-171914405_172006457-172006638	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
EPB41L2:130876674-130876775_130869658-130870126_130885095-130885268	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SDR39U1:24442109-24442260_24441677-24441795_24442345-24442375	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SDR39U1:24442178-24442260_24441673-24441795_24442345-24442448	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PIFO:111347674-111347772_111346909-111347049_111350105-111350223	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
METTL26:635281-635340_634888-634956_635611-635774	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
KIAA1191:176355571-176355749_176352621-176352748_176361601-176361797	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TMUB2:44189411-44189588_44188934-44189299_44190500-44191226	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TMUB2:44189424-44189588_44188850-44189299_44190500-44190553	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
BCL2L13:17696141-17696210_17688985-17689142_17726676-17730855	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
BCL2L13:17702243-17702386_17688985-17689142_17726676-17728699	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CALU:128747553-128748367_128739291-128739432_128748572-128748804	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
CERS4:8210706-8210862_8209312-8209494_8251075-8251171	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
IFT57:108219410-108219572_108218534-108218653_108222110-108222360	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GPBP1:57214074-57214193_57175447-57176400_57230845-57230969	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
P2RX4:121222947-121223043_121222093-121222166_121228532-121228613	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NDUFA3:54105597-54105703_54103113-54103188_54105933-54106011	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
MRPL23:1955611-1955781_1952781-1952855_1956255-1956609	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
RELCH:62298790-62298860_62291542-62291631_62305413-62307112	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
LRRC23:6907315-6907445_6906408-6906662_6913890-6913968	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ERI3:44352850-44352925_44339044-44339322_44354891-44355061	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MTMR1:150714479-150714529_150712341-150712365_150718624-150718700	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
EMID1:29226490-29226551_29215526-29215630_29231019-29231140	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MYT1:64190063-64190160_64164451-64164739_64198861-64198916	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
UBE2V1:50096483-50096534_50084128-50084254_50096671-50096820	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
DLGAP4:36465265-36465367_36461467-36461510_36496704-36497066	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
UBOX5:3115305-3115466_3107572-3110314_3121383-3122584	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TMEM143:48360072-48360176_48345159-48345354_48363290-48363531	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TMEM143:48360072-48360183_48345159-48345354_48363290-48363674	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ERF:42250331-42250565_42249826-42249942_42254977-42255128	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZKSCAN5:99520169-99520304_99519826-99519909_99525812-99526418	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
DGKB:14701681-14701730_14698094-14698169_14718541-14718685	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PPA2:105453598-105453642_105449349-105449403_105473893-105473987	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NEU3:74994509-74994720_74988932-74989154_75005412-75007084	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
USP21:161160329-161160506_161159520-161159678_161160619-161160992	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
CCT6A:56061747-56061849_56060806-56060940_56062682-56062755	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CHN1:174917325-174917431_174915057-174915171_174918533-174918565	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SCUBE2:9053637-9053759_9053098-9053215_9055792-9055909	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
BYSL:41930132-41930270_41927373-41927536_41930634-41930768	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ARVCF:19972358-19972411_19971885-19971971_19972736-19972827	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PACC1:212377562-212377706_212375192-212375300_212379894-212380037	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ATG9A:219228434-219228485_219227921-219228053_219229534-219229594	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SLC6A9:44011561-44011722_44010725-44010882_44017046-44017325	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
FOXN3:89486569-89486671_89411933-89412490_89619027-89619137	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
KMT5C:55342215-55342380_55341615-55342046_55342741-55342851	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GEMIN8:14026140-14026221_14021463-14021511_14029776-14029892	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TRMU:46353767-46353867_46352263-46352330_46355443-46355588	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GYG2:2843213-2843354_2830060-2830195_2853979-2854154	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
BPNT1:220062757-220062954_220059685-220059791_220067301-220067393	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ECT2:172818548-172818814_172816690-172816837_172820147-172820311	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
ERMAP:42817534-42817815_42817121-42817253_42825622-42825735	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
PARD3B:205158722-205158907_205125608-205125737_205172210-205172381	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SSR2:156012385-156012565_156011809-156011887_156014960-156015069	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SSR2:156012395-156012565_156011809-156011887_156014960-156015069	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SSR2:156018132-156018368_156011809-156011887_156020012-156020167	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SSR2:156018252-156018368_156011809-156011887_156020012-156020167	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ITM2B:48233930-48234071_48233218-48233477_48253807-48253936	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
RNF7:141743509-141743556_141738297-141738516_141745158-141745517	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZNF584:58415793-58415940_58415523-58415646_58416810-58417011	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
DDX1:15613224-15613284_15607174-15607313_15617243-15617342	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZNF821:71864903-71865048_71864137-71864242_71867911-71868037	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GAPVD1:125268936-125268984_125261809-125261959_125298889-125299106	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GAPVD1:125295458-125295574_125268935-125268984_125298889-125299106	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
HINT1:131160656-131160844_131159287-131159611_131162571-131162676	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
LIMS2:127642049-127642199_127640269-127640988_127642922-127643072	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
POLR2D:127850590-127850685_127843552-127848185_127852924-127853105	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ADCK2:140681042-140681137_140679154-140679283_140686989-140687153	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RGS10:119515509-119515652_119499816-119500259_119526031-119526118	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ICA1L:202869536-202869605_202828847-202829016_202871618-202871735	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
TRIB2:12723260-12723552_12716935-12718577_12740325-12742734	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
C8orf44:66677642-66677954_66667617-66667701_66679720-66681000	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
BCR:23314552-23314714_23313967-23314073_23315432-23315950	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CCDC14:123956740-123956795_123948895-123949132_123961143-123961209	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PLXNB1:48420224-48420257_48419576-48419674_48420664-48420773	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SGTA:2782570-2782658_2768968-2769091_2783232-2783270	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
TRIM14:98094867-98095029_98091908-98092001_98099930-98099976	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MAVS:3857635-3857809_3854557-3854741_3861331-3861504	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
REXO2:114443856-114443933_114440655-114440739_114445978-114446087	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FBH1:5895056-5895187_5890279-5890346_5903019-5903175	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
FBH1:5903020-5903175_5890202-5890346_5906036-5906621	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
APBB1IP:26503197-26503274_26500818-26501111_26511746-26511906	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
DLST:74882591-74882624_74881890-74882016_74885585-74885634	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
BLOC1S6:45592135-45592276_45587354-45587525_45597879-45599562	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MARK2:63906088-63907567_63904785-63905043_63908259-63908304	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
NRXN2:64692847-64692876_64685645-64685947_64697774-64697792	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ANKRD13D:67289829-67289965_67289347-67289550_67290077-67290213	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
CCND1:69643832-69643991_69643030-69643246_69647993-69648142	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CCDC82:96386254-96386293_96383961-96384761_96387529-96387613	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
LMO3:16594137-16594261_16560412-16560538_16600654-16600868	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
LETMD1:51053812-51053860_51049033-51049185_51056349-51056502	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
SLC25A18:17583416-17583534_17582562-17582653_17587135-17587301	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ABI2:203366877-203367044_203328279-203328631_203380207-203380306	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
NCOR2:124535565-124535611_124495146-124495368_124567307-124567464	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TIMM9:58410843-58410938_58408494-58409168_58411906-58411971	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MBTD1:51259143-51259206_51225007-51225209_51259834-51259941	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NLE1:35134943-35135059_35133338-35133498_35135248-35135451	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
ATXN2L:28836326-28836490_28835932-28836122_28836750-28837237	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
UCHL5:193059413-193059515_193051791-193051817_193059632-193060080	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NFXL1:47862846-47862915_47855058-47855163_47875126-47875293	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MEGF11:65916828-65916956_65916147-65916276_65917965-65918094	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NPRL3:119126-119255_112621-112775_138149-138345	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RNFT1:59962540-59962616_59958290-59958444_59962826-59962966	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
MBP:76988877-76988912_76984774-76984894_76989955-76989990	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CIRBP:1270867-1271036_1269265-1269410_1271328-1271467	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CIRBP:1270928-1271036_1269267-1269410_1271328-1271467	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SNX21:45840322-45840458_45835032-45835116_45840638-45841090	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
UBA1:47211036-47211225_47210841-47210916_47212423-47212512	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PHF5A:41468124-41468147_41467447-41467614_41468601-41468692	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SEC14L2:30407095-30407154_30406341-30406385_30407414-30407477	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
AP1B1:29356426-29356616_29354649-29354871_29358725-29358971	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SEZ6L:26298984-26299169_26296887-26297080_26305978-26306144	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
DIP2A:46504361-46504489_46498581-46498833_46509256-46509376	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
STX16:58667201-58667318_58659622-58659634_58667489-58667597	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
PCIF1:45947073-45947166_45946199-45946384_45947262-45947438	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ENSG00000284776:18628127-18628233_18596005-18596241_18744099-18744216	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZNF17:57413596-57413636_57411160-57411406_57417911-57418038	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
HIF3A:46312506-46312653_46312160-46312267_46320442-46320561	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CISD1:58276118-58276212_58269177-58269304_58277116-58277322	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
AGK:141593146-141593185_141555438-141555567_141596561-141596641	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TNRC6C:78079395-78079541_78077160-78077334_78083046-78083166	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
RBM39:35729312-35729365_35725037-35725155_35731940-35732135	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GGT7:34850782-34850917_34849960-34850060_34851230-34851368	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
POGZ:151424955-151425061_151423948-151424286_151427822-151428014	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
VPS26B:134239991-134240155_134234896-134235053_134243118-134243196	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
DDB1:61329958-61330074_61326778-61326893_61331542-61331691	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
GLCCI1:8022483-8022569_8003896-8004059_8055435-8055549	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FAM168A:73419874-73419999_73411393-73411536_73430689-73430770	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FBXO16:28356670-28356779_28353172-28353408_28359591-28359824	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TIMMDC1:119503532-119503620_119500694-119500860_119503953-119504021	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NUBP2:1783877-1784066_1782989-1783036_1786536-1786655	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
GRB2:75325898-75326020_75321658-75321827_75332699-75332797	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TTC33:40728345-40728476_40711575-40716498_40746797-40747019	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TTC33:40730262-40730343_40716144-40716498_40746797-40747019	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SENP7:101343686-101343954_101341645-101341779_101347871-101348051	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PNPO:47943306-47943430_47941566-47941813_47944615-47944715	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PNPO:47943343-47943430_47941523-47941813_47944615-47944715	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TOX:58959943-58960008_58939301-58939544_59118885-59119147	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NELFA:2007972-2008046_1991543-1991715_2008749-2008835	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
ADD2:70711133-70711250_70706412-70706442_70713065-70713184	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
TOR1AIP2:179877239-179877373_179859029-179865854_179877692-179877772	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SLC25A36:140966348-140966434_140963126-140963227_140966999-140967036	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
CD82:44618640-44618723_44618161-44618365_44619048-44619126	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
SMG5:156272320-156272398_156268289-156268415_156273360-156273450	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
ZFYVE27:97748269-97748364_97738476-97738674_97749473-97749586	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
FBXW9:12694799-12694938_12694593-12694722_12696172-12696631	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
WIPI1:68452910-68452992_68450727-68450897_68457341-68457496	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
NOP56:2654176-2654308_2653278-2653393_2654413-2654575	SE	BS_30YWQ3FY	H3.3 K28	NA	Inclusion
TTPAL:44484337-44484428_44479984-44480444_44486595-44486706	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TTPAL:44484337-44484530_44479984-44480444_44486595-44486706	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
PTPN13:86693587-86693674_86689004-86689190_86701240-86701801	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
TEX264:51684413-51684634_51674270-51674562_51699405-51699572	SE	BS_30YWQ3FY	H3.3 K28	NA	Skipping
