pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_STEROID_BIOSYNTHESIS	0.05312911091997495	-0.3557578294168578	0.40888694033683276	30	0.06493506493506493
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.39211745567622863	0.13957706994836025	-0.5316945256245889	4	0.025974025974025976
KEGG_SULFUR_METABOLISM	-0.46350790744083864	0.5206379053384885	-0.9841458127793272	0	0.0021645021645021645
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.5541008474303047	-0.4166452010673437	-0.13745564636296104	0	0.0021645021645021645
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.1738998613130995	-0.0453868377800582	-0.1285130235330413	11	0.30952380952380953
KEGG_TASTE_TRANSDUCTION	-0.3723583325883398	-0.5552948182071473	0.18293648561880754	30	0.06493506493506493
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.09716696404944918	-0.21744211861359308	0.31460908266304227	24	0.3939393939393939
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	-0.135456903865673	0.0818335773417264	-0.2172904812073994	12	0.3939393939393939
KEGG_TGF_BETA_SIGNALING_PATHWAY	-0.2061249593719955	0.0232790317064153	-0.22940399107841078	5	0.04112554112554113
KEGG_THYROID_CANCER	-0.34847283228255416	-0.23919222199636034	-0.10928061028619382	14	0.5887445887445888
KEGG_TIGHT_JUNCTION	-0.3112264280783841	-0.016189904277402294	-0.2950365238009818	3	0.015151515151515152
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.15813707589429077	-0.06252771895222417	-0.0956093569420666	13	0.48484848484848486
KEGG_TRYPTOPHAN_METABOLISM	-0.38125478355510695	0.292360328393603	-0.6736151119487099	1	0.004329004329004329
KEGG_TYPE_I_DIABETES_MELLITUS	-0.7908885947515336	-0.7671885821032671	-0.02370001264826649	9	0.17965367965367965
KEGG_TYPE_II_DIABETES_MELLITUS	-0.45432253467119843	0.17866270405069956	-0.6329852387218979	0	0.0021645021645021645
KEGG_TYROSINE_METABOLISM	-0.2646351407170893	0.1390929810720499	-0.4037281217891392	0	0.0021645021645021645
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.3275817947951982	0.20358837543470693	-0.5311701702299052	2	0.008658008658008658
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.6083631101601438	-0.5917153655723709	-0.01664774458777285	21	0.6991341991341992
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	-0.45047850843169995	0.3213647954847699	-0.7718433039164698	0	0.0021645021645021645
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.17922826337993308	0.08504946047099261	-0.2642777238509257	3	0.015151515151515152
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	-0.2606507291548131	0.1425687760567817	-0.4032195052115948	5	0.04112554112554113
KEGG_VEGF_SIGNALING_PATHWAY	-0.2747846138934662	0.12295913422089114	-0.3977437481143573	2	0.008658008658008658
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.3690171202113021	-0.23355960803666526	-0.13545751217463686	13	0.48484848484848486
KEGG_VIRAL_MYOCARDITIS	-0.6258244752772606	-0.5469058558091919	-0.07891861946806866	5	0.04112554112554113
KEGG_WNT_SIGNALING_PATHWAY	-0.25300915311138444	0.009729580345543443	-0.2627387334569279	3	0.015151515151515152
DNA Repair all genes	-0.30354716498650613	0.19227246718289204	-0.4958196321693982	1	0.2
Homologous Recombination	-0.3189307798486439	0.21598264270324138	-0.5349134225518852	1	0.2
Mismatch Repair	-0.35202002869184174	0.22729169988003112	-0.5793117285718729	0	0.1
Base Excision Repair	-0.3681485649637723	0.27513223724842717	-0.6432808022121994	1	0.2
Nucleotide Excision Repair	-0.2792784993799165	0.24434829350098675	-0.5236267928809033	1	0.2
Non-homologous End Joining	-0.009218979571733824	-0.02786290914602362	0.018643929574289793	4	1
