SpliceID	dPSI	Uniprot	Type
AHRR:422728-422858	-0.138	Other	SE
AKAP13:85662387-85662453	0.187	Other	SE
AKAP13:85662387-85662453	0.199	Other	SE
AKR1A1:45568484-45568684	-0.67	Other	SE
AKR7L:19269582-19269679	-0.585	Other	SE
AKT1S1:49872916-49873302	-0.248	Other	SE
AKT2:40236237-40236385	0.105	Other	SE
ALDH18A1:95637286-95637436	-0.288	Other	SE
ALDH3B1:68018526-68018637	0.124	Other	SE
ALDH8A1:134929053-134929215	-0.405	Other	SE
ALX1:85283571-85283876	0.119	Other	SE
AMACR:34004573-34004734	-0.417	Other	SE
ANK1:41661429-41661564	0.11	Other	SE
ANK1:41661875-41661941	0.127	Other	SE
ANK3:60083491-60083617	-0.173	Other	SE
ANKRD13A:110024045-110024112	-0.121	Other	SE
ANKRD13A:110024045-110024112	-0.142	Other	SE
ANKRD27:32646458-32646615	-0.145	Other	SE
ANKS3:4726658-4726776	0.143	Other	SE
ANKS3:4726658-4726854	0.117	Other	SE
ANO10:43600383-43600581	-0.185	Other	SE
ANPEP:89804945-89805217	-0.229	Other	SE
ANPEP:89805077-89805217	-0.191	Other	SE
ANTXR1:69181785-69181881	0.204	Other	SE
AOPEP:94923985-94924175	-0.128	Other	SE
AP3B2:82665246-82665303	0.205	Other	SE
APBA3:3759688-3760301	0.101	Other	SE
APP:26000014-26000182	-0.128	Other	SE
APP:26000014-26000182	-0.212	Other	SE
APTX:32974457-32974561	0.168	Other	SE
APTX:32988091-32988124	-0.152	Other	SE
ARFGAP2:47173758-47173882	-0.398	Other	SE
ARFGAP2:47173758-47173915	-0.374	Other	SE
ARFGAP2:47175181-47175313	0.588	Other	SE
ARHGAP17:24939363-24939597	-0.167	Other	SE
ARHGAP17:24939363-24939597	-0.336	Other	SE
ARHGEF40:21078372-21078488	0.113	Other	SE
ARHGEF9:63724531-63724711	0.129	Other	SE
ARHGEF9:63724531-63724711	0.13	Other	SE
ARIH1:72496790-72496858	-0.149	Other	SE
ARIH2:48927461-48927813	0.161	Other	SE
ARIH2:48927461-48927813	-0.432	Other	SE
ARIH2:48944981-48945181	0.201	Other	SE
ARIH2:48945135-48945181	0.158	Other	SE
ARIH2:48945135-48945181	-0.242	Other	SE
ARIH2:48961611-48961679	-0.388	Other	SE
ARL1:101402864-101402946	-0.166	Other	SE
ARMC3:22961883-22962078	0.358	Other	SE
ARMC3:22961938-22962078	0.447	Other	SE
ARMC6:19042710-19042877	0.306	Other	SE
ARNT:150852761-150852806	0.784	Other	SE
ARNT:150852761-150852840	0.896	Other	SE
ARSD:2910658-2910793	-0.383	Other	SE
ASAP1:130091972-130092143	0.107	Other	SE
ASCC3:100848147-100848707	-0.261	Other	SE
ASIC3:151051171-151051319	-0.16	Other	SE
ASPH:61646749-61646878	-0.185	Other	SE
ASXL1:32429900-32430053	0.169	Other	SE
ATF3:212619045-212619266	0.407	Other	SE
ATG4B:241655270-241655343	-0.214	Other	SE
ATG4B:241668142-241668221	-0.28	Other	SE
ATG9A:219227921-219228053	-0.199	Other	SE
ATG9A:219227921-219228079	-0.374	Other	SE
ATL1:50629994-50630009	-0.565	Other	SE
ATM:108243952-108244118	0.444	Other	SE
ATM:108294926-108296393	0.109	Other	SE
ATP5PB:111454210-111454356	-0.105	Other	SE
ATP7B:51944108-51944291	0.194	Other	SE
ATXN2:111479069-111479102	-0.347	Other	SE
ATXN2:111510384-111510444	0.362	Other	SE
AVIL:57803523-57803669	0.243	Other	SE
AVIL:57807330-57807727	0.148	Other	SE
AXIN1:291189-291297	-0.116	Other	SE
AZIN2:33092049-33092222	0.15	Other	SE
B4GALNT1:57631199-57631254	0.356	Other	SE
B4GALNT1:57631199-57631364	0.101	Other	SE
B4GALT4:119218649-119218772	-0.178	Other	SE
BABAM1:17268755-17269091	-0.217	Other	SE
BABAM1:17276494-17276624	0.884	Other	SE
BAG1:33262104-33262246	0.204	Other	SE
BAG6:31644306-31644414	0.11	Other	SE
BAG6:31644306-31644414	0.127	Other	SE
BBS4:72724527-72724655	-0.235	Other	SE
BBS4:72729615-72729684	-0.119	Other	SE
BCAS3:61354361-61354502	-0.546	Other	SE
BCAS3:61368326-61368494	-0.128	Other	SE
BCAT2:48807755-48808236	-0.129	Other	SE
BCAT2:48807755-48808236	0.226	Other	SE
BCAT2:48807755-48808236	0.247	Other	SE
BCL2L11:111150043-111150147	0.109	Other	SE
BCL2L1:31666990-31667147	-0.424	Other	SE
BCLAF1:136267028-136267175	-0.121	Other	SE
BDH1:197538305-197538952	-0.109	Other	SE
BECN1:42820773-42820841	-0.178	Other	SE
BECN1:42820773-42820841	-0.451	Other	SE
BIRC5:78215965-78216781	-0.208	Other	SE
BMP7:57183721-57183919	0.239	Other	SE
BNC2:16435554-16437524	0.108	Other	SE
BOK:241570124-241570288	0.116	Other	SE
BPTF:67886127-67886316	0.171	Other	SE
BRF1:105228819-105228913	0.125	Other	SE
BRF1:105252506-105252579	-0.453	Other	SE
BRMS1:66338242-66338282	-0.164	Other	SE
BRPF1:9742351-9742541	0.132	Other	SE
BRPF1:9744223-9744541	0.118	Other	SE
BSCL2:62705467-62705617	0.252	Other	SE
BTRC:101550698-101550891	-0.108	Other	SE
C16orf46:81063745-81063993	0.346	Other	SE
C19orf54:40741693-40741864	0.122	Other	SE
C1D:68046343-68046410	-0.235	Other	SE
C1RL:7108250-7108479	0.108	Other	SE
C21orf58:46301996-46302154	-0.26	Other	SE
C21orf58:46314715-46314880	0.147	Other	SE
C21orf58:46314715-46315049	0.156	Other	SE
C2:31934165-31934299	0.12	Other	SE
CALCOCO1:53712774-53712846	0.14	Other	SE
CAMTA1:6886239-6886346	0.132	Other	SE
CAMTA2:4982088-4982175	-0.285	Other	SE
CAMTA2:4982088-4982227	-0.33	Other	SE
CAPN10:240596318-240596521	0.158	Other	SE
CAPN7:15241452-15241588	-0.194	Other	SE
CASP1:105033063-105033126	0.107	Other	SE
CASP8:201272897-201272942	0.24	Other	SE
CASP8:201272897-201272942	0.494	Other	SE
CASP8:201274888-201274953	0.247	Other	SE
CAST:96729611-96729725	0.315	Other	SE
CASTOR3:100211393-100211994	0.131	Other	SE
CBFB:67066681-67066798	-0.133	Other	SE
CBLB:105681292-105681610	0.291	Other	SE
CBLB:105681478-105681610	0.176	Other	SE
CBX7:39134400-39134752	-0.177	Other	SE
CCDC171:15594040-15594172	-0.571	Other	SE
CCDC18:93205509-93205631	0.16	Other	SE
CCM2:45072725-45072783	-0.136	Other	SE
CCNDBP1:43194080-43194137	0.169	Other	SE
CCNL1:157156935-157157083	0.23	Other	SE
CCNL1:157157006-157157083	0.115	Other	SE
CCNL1:157157010-157157083	0.157	Other	SE
CCNL2:1391296-1391575	0.305	Other	SE
CCNT2:134942611-134942674	-0.12	Other	SE
CCNT2:134945786-134945982	0.367	Other	SE
CCNT2:134945888-134945975	0.25	Other	SE
CCSER2:84425730-84425893	-0.237	Other	SE
CD44:35196745-35196874	-0.113	Other	SE
CD44:35196745-35196874	0.166	Other	SE
CD44:35196745-35196874	0.174	Other	SE
CD44:35198120-35198246	0.106	Other	SE
CD44:35198147-35198246	-0.322	Other	SE
CD44:35201667-35201787	0.113	Other	SE
CD44:35201667-35201787	-0.205	Other	SE
CD44:35201670-35201787	0.106	Other	SE
CD44:35201670-35201787	-0.236	Other	SE
CD44:35204511-35204640	0.11	Other	SE
CD44:35204511-35204640	-0.182	Other	SE
CD44:35204511-35204640	-0.214	Other	SE
CD44:35206111-35206243	0.22	Other	SE
CD44:35206114-35206243	0.11	Other	SE
CD44:35208104-35208206	0.249	Other	SE
CD74:150403120-150403312	-0.153	Other	SE
CD74:150403120-150403312	-0.763	Other	SE
CD74:150403120-150404767	-0.156	Other	SE
CD74:150403120-150404767	-0.593	Other	SE
CD74:150404679-150404767	-0.277	Other	SE
CDC25C:138330986-138331214	0.125	Other	SE
CDC42BPA:227112670-227112913	0.195	Other	SE
CDC42BPA:227213135-227213219	0.102	Other	SE
CDC42BPA:227219262-227219420	0.849	Other	SE
CDC42BPA:227254063-227254155	-0.121	Other	SE
CDC42SE2:131385542-131385644	-0.118	Other	SE
CDIP1:4514045-4514144	-0.269	Other	SE
CDK4:57750922-57751090	-0.323	Other	SE
CDKL3:134350248-134350427	0.161	Other	SE
CENPA:26792501-26792833	0.123	Other	SE
CENPJ:24886234-24886385	0.243	Other	SE
CEP164:117382795-117382942	0.273	Other	SE
CEP290:88115765-88116533	0.428	Other	SE
CEP290:88115765-88116533	0.512	Other	SE
CERS2:150964273-150964563	0.404	Other	SE
CHD9:53223449-53223507	0.112	Other	SE
CHEK2:28730455-28730548	0.473	Other	SE
CHFR:132869618-132869834	0.227	Other	SE
CHIC1:73584416-73584572	-0.104	Other	SE
CHURC1:64926006-64926080	-0.109	Other	SE
CLASP2:33596710-33596734	0.367	Other	SE
CLASRP:45068014-45068058	-0.274	Other	SE
CLASRP:45068419-45068480	-0.203	Other	SE
CLTCL1:19208153-19208311	-0.526	Other	SE
CMC1:28263290-28263380	-0.101	Other	SE
CNOT2:70329422-70329570	-0.334	Other	SE
COBLL1:164722424-164722522	-0.255	Other	SE
COBLL1:164722424-164722522	-0.369	Other	SE
COBLL1:164729913-164730115	-0.601	Other	SE
COL11A1:103025799-103025952	-0.114	Other	SE
COL11A1:103026215-103026332	-0.462	Other	SE
COL11A1:103026215-103026332	-0.484	Other	SE
COL4A4:227060135-227060243	0.323	Other	SE
COL9A3:62836186-62836333	0.268	Other	SE
COMMD7:32704439-32704489	-0.383	Other	SE
COMTD1:75235266-75235372	0.34	Other	SE
COPZ2:48033210-48033302	0.101	Other	SE
COQ8A:226964999-226965410	0.416	Other	SE
COX7A2:75240276-75240385	-0.383	Other	SE
COX7A2:75240300-75240385	-0.121	Other	SE
CPPED1:12704623-12705049	0.128	Other	SE
CPSF6:69258034-69258145	0.164	Other	SE
CPT1C:49701316-49701418	0.128	Other	SE
CPT1C:49710722-49710857	-0.215	Other	SE
CREM:35179133-35179276	0.564	Other	SE
CREM:35188199-35188388	-0.148	Other	SE
CROCC:16971464-16971647	-0.697	Other	SE
CRTC2:153951259-153951666	-0.305	Other	SE
CRY2:45858730-45858873	-0.107	Other	SE
CSDE1:114730257-114730422	0.107	Other	SE
CTBS:84569930-84570139	-0.175	Other	SE
CTDSP2:57826995-57827097	-0.158	Other	SE
CTDSP2:57826995-57827123	-0.253	Other	SE
CTTN:70421469-70421580	0.132	Other	SE
CUL5:108104189-108104902	-0.188	Other	SE
CYB561D1:109495142-109495180	-0.105	Other	SE
CYB561D1:109495142-109495180	-0.119	Other	SE
CYP2D6:42129032-42129185	-0.354	Other	SE
CYP2S1:41205957-41206099	-0.122	Other	SE
DAZAP1:1429966-1429996	-0.203	Other	SE
DCAF10:37857240-37857351	-0.136	Other	SE
DCTN1:74377999-74378245	-0.166	Other	SE
DCUN1D1:182963880-182964049	0.342	Other	SE
DDB1:61324237-61324387	0.166	Other	SE
DDB2:47234756-47234934	0.14	Other	SE
DDR1:30895403-30895514	0.105	Other	SE
DDX11:31086024-31086212	0.307	Other	SE
DDX58:32492390-32492538	-0.167	Other	SE
DECR1:90005291-90005369	0.116	Other	SE
DECR1:90005291-90005369	0.129	Other	SE
DECR1:90005447-90005845	0.271	Other	SE
DENND2B:8729949-8731209	0.141	Other	SE
DENND2B:8731122-8731209	0.164	Other	SE
DENND5B:31495809-31495919	-0.117	Other	SE
DGCR8:20106591-20106685	-0.33	Other	SE
DGCR8:20106591-20106698	-0.15	Other	SE
DGUOK:73932597-73932683	0.128	Other	SE
DGUOK:73932597-73932683	0.177	Other	SE
DGUOK:73932597-73932683	0.194	Other	SE
DGUOK:73932597-73932683	0.221	Other	SE
DGUOK:73938909-73939022	-0.189	Other	SE
DGUOK:73957124-73957240	0.108	Other	SE
DGUOK:73957124-73957240	-0.119	Other	SE
DGUOK:73957124-73957240	0.165	Other	SE
DHDDS:26447558-26447660	0.127	Other	SE
DHX9:182855576-182855713	0.141	Other	SE
DIABLO:122224644-122224748	-0.135	Other	SE
DLG1:197161639-197161738	0.142	Other	SE
DMAC2:41433271-41433434	0.123	Other	SE
DMAC2L:50314590-50314626	-0.298	Other	SE
DMD:31177931-31177970	0.21	Other	SE
DMPK:45778492-45778641	0.186	Other	SE
DMTF1:87188038-87188301	-0.235	Other	SE
DNA2:68446295-68446413	-0.128	Other	SE
DNAH1:52378601-52378780	-0.123	Other	SE
DNAH1:52381639-52381836	-0.137	Other	SE
DNAH6:84528903-84529166	0.389	Other	SE
DNAH7:195794337-195794538	0.14	Other	SE
DNAH7:196000703-196000883	-0.183	Other	SE
DNAH7:196001674-196001858	-0.176	Other	SE
DNAH7:196048295-196048404	-0.116	Other	SE
DNAH7:196051186-196051249	-0.377	Other	SE
DNASE1:3656963-3657111	0.418	Other	SE
DNASE1:3656998-3657111	0.339	Other	SE
DNHD1:6566894-6567860	0.204	Other	SE
DNM1L:32737864-32737942	0.164	Other	SE
DNM1L:32738263-32738296	-0.126	Other	SE
DNMT1:10180186-10180234	0.11	Other	SE
DNMT1:10180777-10180885	-0.207	Other	SE
DPH1:2033778-2033842	0.104	Other	SE
DPH2:43970965-43971189	-0.279	Other	SE
DPH2:43970965-43971189	-0.4	Other	SE
DPH2:43970965-43971220	-0.289	Other	SE
DUS1L:82064125-82064201	-0.212	Other	SE
DUSP12:161751131-161751377	0.204	Other	SE
DYNC1I1:95828056-95828116	0.14	Other	SE
DYNC1I2:171725918-171726081	-0.163	Other	SE
ECSIT:11519074-11519193	-0.174	Other	SE
ECSIT:11519074-11519193	-0.23	Other	SE
EEA1:92812979-92813093	-0.105	Other	SE
EED:86264171-86264263	-0.336	Other	SE
EHBP1:62987930-62988038	0.257	Other	SE
EIF1B-AS1:40248183-40248471	0.523	Other	SE
EIF4G1:184317716-184317816	0.246	Other	SE
EIF4G1:184317716-184317816	0.289	Other	SE
ELF4:130081255-130081312	-0.201	Other	SE
ELF4:130081255-130081539	-0.107	Other	SE
ELN:74063620-74063695	0.225	Other	SE
ELN:74065693-74065732	0.32	Other	SE
ELN:74065943-74065997	-0.184	Other	SE
ELP2:36159734-36159830	-0.241	Other	SE
ELP3:28107912-28107976	-0.172	Other	SE
ELP3:28113018-28113173	-0.314	Other	SE
EML2:45621482-45621637	-0.182	Other	SE
EML2:45626704-45626839	0.194	Other	SE
EMSY:76459932-76460085	0.243	Other	SE
EMSY:76459935-76460085	0.262	Other	SE
ENO4:116858989-116859138	-0.222	Other	SE
ENO4:116858989-116859138	-0.402	Other	SE
ENSG00000144785:56310957-56311054	0.105	Other	SE
ENSG00000256591:61481781-61481918	0.183	Other	SE
ENSG00000258728:34647491-34647567	0.189	Other	SE
ENSG00000258728:34647491-34647567	0.275	Other	SE
ENSG00000258728:34648997-34649081	0.117	Other	SE
ENSG00000261832:28488590-28488662	-0.359	Other	SE
ENSG00000276087:24146929-24147086	0.194	Other	SE
ENSG00000276087:24146929-24147086	0.337	Other	SE
ENSG00000276087:24164197-24164335	0.272	Other	SE
ENSG00000276087:24164197-24164335	0.368	Other	SE
ENSG00000286112:128833739-128833826	-0.178	Other	SE
ENSG00000286192:2002064-2002121	0.118	Other	SE
ENSG00000288684:32467761-32467932	0.133	Other	SE
ENSG00000288698:179615982-179616049	-0.111	Other	SE
EOMES:27719359-27719481	-0.189	Other	SE
EOMES:27720170-27720325	-0.161	Other	SE
EOMES:27720170-27720325	-0.326	Other	SE
EP400:132021078-132021321	0.129	Other	SE
EPB41:29068732-29068768	0.112	Other	SE
EPB41L1:36173763-36173954	0.216	Other	SE
EPB41L2:130867458-130867581	-0.241	Other	SE
EPB41L2:130869562-130870126	0.203	Other	SE
EPB41L2:130869811-130870126	0.126	Other	SE
EPB41L2:130869811-130870126	0.199	Other	SE
EPB41L2:130880143-130880206	0.166	Other	SE
EPS15L1:16377121-16377254	0.109	Other	SE
ERAL1:28858575-28858633	0.139	Other	SE
ERCC1:45413962-45414034	0.124	Other	SE
ETFA:76215573-76216597	0.284	Other	SE
ETV6:11825643-11825713	-0.171	Other	SE
EVI5:92607580-92607727	0.158	Other	SE
EVI5:92607580-92607727	0.481	Other	SE
EWSR1:29272215-29272252	-0.399	Other	SE
EWSR1:29288605-29288755	-0.12	Other	SE
EWSR1:29288986-29289062	0.353	Other	SE
EWSR1:29291561-29291599	-0.125	Other	SE
EWSR1:29291564-29291599	-0.102	Other	SE
EZH2:148836821-148837000	0.134	Other	SE
EZH2:148836821-148837000	0.293	Other	SE
F3:94532320-94532480	-0.237	Other	SE
F9:139548362-139548491	0.104	Other	SE
FAHD2A:95406940-95407157	0.102	Other	SE
FAHD2A:95406940-95407157	0.137	Other	SE
FAM104A:73212677-73212740	-0.152	Other	SE
FAM13B:138018954-138019146	-0.153	Other	SE
FAM13B:138018954-138019146	-0.265	Other	SE
FAM149A:186153644-186153770	-0.126	Other	SE
FAM149A:186153644-186153770	-0.197	Other	SE
FAM189B:155251094-155251164	0.228	Other	SE
FAM193B:177536357-177536486	-0.105	Other	SE
FAM86B2:12428632-12428898	0.503	Other	SE
FANCE:35457915-35457984	0.177	Other	SE
FAT1:186590367-186590403	-0.486	Other	SE
FBXL19:30925730-30925931	0.107	Other	SE
FBXL19:30925768-30925931	0.213	Other	SE
FBXL19:30928466-30928630	-0.153	Other	SE
FBXL8:67162847-67163852	0.111	Other	SE
FBXO16:28356669-28356779	0.113	Other	SE
FBXO24:100590173-100590357	0.318	Other	SE
FBXO25:431340-431444	0.129	Other	SE
FBXO31:87343597-87343765	-0.649	Other	SE
FBXO38:148427212-148427722	0.179	Other	SE
FBXO38:148427212-148427947	0.18	Other	SE
FGF11:7442593-7442792	-0.309	Other	SE
FGFR1:38429681-38429948	0.123	Other	SE
FGFR3:1803691-1803836	-0.173	Other	SE
FGFR4:177090389-177090653	-0.144	Other	SE
FIP1L1:53379072-53379117	-0.288	Other	SE
FIP1L1:53391429-53391498	0.149	Other	SE
FKBP7:178469651-178469782	0.21	Other	SE
FKBP7:178469651-178469785	0.192	Other	SE
FLAD1:154989559-154989707	-0.242	Other	SE
FLAD1:154990158-154990257	0.153	Other	SE
FLNB:58131926-58132019	0.164	Other	SE
FLNB:58141857-58141896	0.134	Other	SE
FLNB:58141857-58141929	0.164	Other	SE
FMR1:147930872-147930964	0.208	Other	SE
FN1:215380810-215381080	0.222	Other	SE
FOXN2:48346200-48346751	0.656	Other	SE
FOXP2:114538325-114538383	0.472	Other	SE
FOXP2:114570806-114570881	0.355	Other	SE
FRA10AC1:93692008-93692093	-0.171	Other	SE
FUOM:133356942-133357013	-0.199	Other	SE
FUT8:65721774-65722021	-0.108	Other	SE
FYN:111700103-111700268	0.233	Other	SE
GABBR1:29630457-29630643	0.103	Other	SE
GABBR1:29630521-29630643	0.136	Other	SE
GALNT7:173295763-173295843	-0.117	Other	SE
GALT:34647388-34647567	0.307	Other	SE
GALT:34647491-34647705	0.338	Other	SE
GAREM2:26186188-26186358	0.102	Other	SE
GARS1:30613444-30613597	0.348	Other	SE
GART:33531488-33531557	-0.106	Other	SE
GAS8:90027635-90027722	0.147	Other	SE
GATAD2A:19492580-19492712	-0.177	Other	SE
GBF1:102284952-102285070	0.237	Other	SE
GBF1:102314330-102314424	0.176	Other	SE
GBF1:102328810-102328952	0.185	Other	SE
GBF1:102332407-102332526	-0.101	Other	SE
GBF1:102332407-102332526	-0.222	Other	SE
GBF1:102332407-102332526	-0.281	Other	SE
GBF1:102335562-102335743	0.118	Other	SE
GBF1:102368738-102368832	-0.232	Other	SE
GBF1:102368818-102368832	-0.699	Other	SE
GBF1:102381126-102381255	-0.112	Other	SE
GFAP:44904765-44905149	0.483	Other	SE
GGA1:37625796-37625949	-0.133	Other	SE
GGA1:37625796-37625949	-0.284	Other	SE
GGCX:85555483-85555590	-0.103	Other	SE
GGT1:24623779-24623916	0.22	Other	SE
GIT2:109951166-109951316	0.138	Other	SE
GIT2:109951211-109951316	0.147	Other	SE
GLI1:57463664-57463791	0.108	Other	SE
GLIPR2:36150871-36150949	-0.117	Other	SE
GLIS1:53509848-53510027	0.243	Other	SE
GLS:190954583-190954660	-0.29	Other	SE
GNAI1:80188950-80188993	-0.188	Other	SE
GNPDA1:142007798-142007900	-0.349	Other	SE
GOLGA2:128272784-128272865	0.102	Other	SE
GOLPH3:32143748-32143880	0.126	Other	SE
GOLT1B:21507943-21508109	0.34	Other	SE
GPAT4:41612785-41612960	-0.164	Other	SE
GPAT4:41612844-41612960	-0.107	Other	SE
GPNMB:23253306-23253459	-0.153	Other	SE
GPX3:151025339-151025493	-0.108	Other	SE
GPX8:55160993-55161255	0.107	Other	SE
GREB1L:21449509-21449836	0.155	Other	SE
GSS:34929400-34929590	-0.119	Other	SE
GSTP1:67584684-67584772	0.363	Other	SE
GTF2H3:123655770-123655824	-0.245	Other	SE
GTF2IRD1:74555392-74555494	0.146	Other	SE
GTF2IRD1:74555437-74555494	0.198	Other	SE
GTPBP10:90372154-90372228	-0.116	Other	SE
HAX1:154273335-154273534	-0.228	Other	SE
HCFC1:153958568-153958766	-0.115	Other	SE
HDAC10:50248661-50248751	-0.258	Other	SE
HDAC11:13483463-13483564	-0.205	Other	SE
HDAC11:13483463-13483564	-0.23	Other	SE
HDAC11:13502883-13502980	-0.166	Other	SE
HDAC2:113962366-113962394	-0.158	Other	SE
HDAC2:113968633-113968696	0.126	Other	SE
HDAC6:48817359-48817459	-0.139	Other	SE
HDAC7:47792537-47792669	0.191	Other	SE
HDAC8:72464558-72464731	0.165	Other	SE
HDAC8:72495155-72495268	0.427	Other	SE
HDAC8:72567888-72568030	0.367	Other	SE
HDAC8:72568753-72568884	-0.252	Other	SE
HDAC9:18585280-18585522	-0.142	Other	SE
HDAC9:18585280-18585522	-0.405	Other	SE
HDAC9:18590335-18590486	0.207	Other	SE
HDAC9:18590344-18590486	0.204	Other	SE
HDDC3:90932428-90932806	0.189	Other	SE
HEXA:72355558-72355624	-0.165	Other	SE
HGFAC:3443049-3443146	-0.214	Other	SE
HGS:81701243-81701422	0.352	Other	SE
HIPK3:33348165-33348228	0.106	Other	SE
HIRA:19351357-19351446	-0.149	Other	SE
HNRNPA1:54283078-54283234	-0.213	Other	SE
HNRNPA2B1:26193574-26193598	-0.161	Other	SE
HNRNPA2B1:26193598-26193694	-0.528	Other	SE
HNRNPAB:178209329-178209432	-0.138	Other	SE
HNRNPH1:179618144-179618323	0.179	Other	SE
HNRNPH1:179619268-179619360	-0.161	Other	SE
HNRNPH3:68337857-68337996	-0.268	Other	SE
HNRNPR:23340851-23341017	0.113	Other	SE
HSD11B1L:5684988-5685119	-0.299	Other	SE
HSD11B1L:5684992-5685119	-0.339	Other	SE
HSD17B1:42553793-42553887	-0.356	Other	SE
HSF2BP:43613829-43613947	0.196	Other	SE
HTT:3129923-3129999	-0.156	Other	SE
HYDIN:70978913-70979041	0.115	Other	SE
ICA1L:202788829-202789087	0.177	Other	SE
ICA1L:202821357-202821481	0.122	Other	SE
IDH3G:153790795-153790851	-0.294	Other	SE
IDH3G:153790809-153790851	-0.267	Other	SE
IDH3G:153790809-153790971	-0.148	Other	SE
IFT27:36762903-36763013	-0.102	Other	SE
IGHMBP2:68929733-68930434	0.3	Other	SE
IKBKB:42288633-42288728	-0.229	Other	SE
IKBKE:206493022-206493119	-0.25	Other	SE
IKBKE:206493022-206493119	-0.412	Other	SE
IKBKE:206493265-206493378	-0.161	Other	SE
IKBKG:154560406-154560559	0.405	Other	SE
ILF3:10688549-10688678	-0.117	Other	SE
ING4:6656726-6656798	-0.414	Other	SE
INMT-MINDY4:30882180-30882361	0.164	Other	SE
INO80E:30001211-30001530	0.226	Other	SE
INO80E:30001464-30001530	0.28	Other	SE
INPP5B:37885637-37885825	-0.238	Other	SE
INPP5J:31126920-31127037	-0.148	Other	SE
IQCK:19763847-19764112	0.276	Other	SE
IRAK1BP1:78898063-78898298	0.124	Other	SE
IRAK4:43771219-43771365	-0.153	Other	SE
IRF1:132484361-132484497	-0.178	Other	SE
IRF2:184418166-184418213	0.273	Other	SE
IRF3:49664442-49664673	-0.137	Other	SE
ITGB1BP1:9407448-9407598	-0.482	Other	SE
ITGB3BP:63490082-63490218	0.252	Other	SE
ITGB4:75755700-75755850	-0.148	Other	SE
ITPA:3213318-3213426	0.112	Other	SE
JAK2:5050685-5050831	-0.563	Other	SE
JKAMP:59501190-59501267	-0.414	Other	SE
KAT7:49796749-49796926	-0.102	Other	SE
KATNA1:149601593-149601752	-0.212	Other	SE
KATNA1:149601593-149601799	-0.266	Other	SE
KCNIP4:21762920-21763032	0.362	Other	SE
KCNK1:233660473-233660666	0.207	Other	SE
KCNK1:233660473-233660666	0.29	Other	SE
KCNK1:233660473-233660666	0.462	Other	SE
KCNK1:233661855-233661936	0.364	Other	SE
KCTD20:36474788-36475062	-0.113	Other	SE
KDM6A:45060608-45060764	0.137	Other	SE
KHK:27094799-27094934	-0.137	Other	SE
KIAA0100:28633548-28633751	0.298	Other	SE
KIAA1191:176355570-176355749	0.338	Other	SE
KIAA2026:5968018-5969436	-0.338	Other	SE
KIF23:69440767-69441079	0.124	Other	SE
KIF24:34290173-34290389	0.209	Other	SE
KIF3A:132710958-132711057	-0.224	Other	SE
KIFC3:57759727-57759836	-0.435	Other	SE
KLHL12:202893238-202893425	-0.291	Other	SE
KMT2A:118471661-118471985	0.127	Other	SE
KMT2D:49024577-49024737	-0.149	Other	SE
KNL1:40628069-40628208	0.42	Other	SE
KNL1:40629323-40629371	0.139	Other	SE
KRBA1:149729187-149729370	-0.288	Other	SE
KRT8:52949455-52949517	-0.4	Other	SE
KRT8:52949455-52949585	-0.302	Other	SE
KSR1:27550567-27550708	0.121	Other	SE
L3MBTL2:41229539-41229656	-0.319	Other	SE
LARGE1:33323210-33323600	0.142	Other	SE
LARGE2:45928176-45928372	0.113	Other	SE
LARP1B:128091000-128091144	-0.368	Other	SE
LARP1B:128091000-128091144	-0.441	Other	SE
LARP1B:128091000-128091144	-0.567	Other	SE
LCORL:17886067-17886161	-0.161	Other	SE
LDLRAD4:13438243-13438384	-0.209	Other	SE
LDLRAD4:13621116-13621271	0.109	Other	SE
LETMD1:51052087-51052207	-0.189	Other	SE
LETMD1:51052091-51052207	-0.166	Other	SE
LETMD1:51052091-51052207	-0.219	Other	SE
LETMD1:51052091-51052207	-0.244	Other	SE
LETMD1:51052091-51052207	-0.253	Other	SE
LETMD1:51052091-51052246	-0.233	Other	SE
LGALS8:236542914-236543040	0.185	Other	SE
LGALS9:27643524-27643620	0.174	Other	SE
LHPP:124498035-124498128	0.294	Other	SE
LMO3:16600600-16600868	-0.127	Other	SE
LOXL3:74536708-74536928	-0.182	Other	SE
LRRC37A2:46512315-46515321	0.166	Other	SE
LRRIQ1:85055546-85057184	0.114	Other	SE
LYRM2:89624488-89624602	0.472	Other	SE
MALT1:58715934-58715967	0.276	Other	SE
MAN1C1:25780939-25781112	-0.25	Other	SE
MANEA:95589999-95590173	-0.545	Other	SE
MAP2:209692624-209696350	-0.276	Other	SE
MAP2:209692636-209696350	-0.382	Other	SE
MAP2:209696916-209697051	-0.103	Other	SE
MAP4:47909037-47912421	0.223	Other	SE
MAP4:47915950-47917174	0.155	Other	SE
MAP4K3:39336919-39336967	-0.107	Other	SE
MAP4K4:101855976-101856138	0.123	Other	SE
MAP7D1:36174897-36175008	0.155	Other	SE
MAPK12:50248661-50248751	-0.238	Other	SE
MAPK7:19378895-19379132	0.221	Other	SE
MAPK7:19380483-19380501	0.102	Other	SE
MAST4:67149388-67149589	0.223	Other	SE
MBD1:50272823-50272955	-0.191	Other	SE
MBIP:36305088-36305304	0.28	Other	SE
MCF2L2:183338799-183338919	-0.107	Other	SE
MCRIP2:646471-646608	-0.317	Other	SE
