pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	-0.41118083988509385	0.27292050099003046	-0.6841013408751243	0	0.1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.2443851609741488	0.08408765219067552	-0.32847281316482435	1	0.2
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	-0.2911562259220112	0.13840183441672582	-0.429558060338737	1	0.2
KEGG_VEGF_SIGNALING_PATHWAY	-0.2778196867043351	0.10456586206262061	-0.38238554876695574	1	0.2
KEGG_VIBRIO_CHOLERAE_INFECTION	-0.36450419297132447	-0.1288392196426102	-0.23566497332871428	3	0.7
KEGG_VIRAL_MYOCARDITIS	-0.6513298671017771	-0.5750088278963256	-0.07632103920545152	1	0.2
KEGG_WNT_SIGNALING_PATHWAY	-0.28262942694611964	0.03741822378575651	-0.32004765073187613	1	0.2
DNA Repair all genes	-0.30354716498650613	0.19227246718289204	-0.4958196321693982	1	0.2
Homologous Recombination	-0.3189307798486439	0.21598264270324138	-0.5349134225518852	1	0.2
Mismatch Repair	-0.35202002869184174	0.22729169988003112	-0.5793117285718729	0	0.1
Base Excision Repair	-0.3681485649637723	0.27513223724842717	-0.6432808022121994	1	0.2
Nucleotide Excision Repair	-0.2792784993799165	0.24434829350098675	-0.5236267928809033	1	0.2
Non-homologous End Joining	-0.009218979571733824	-0.02786290914602362	0.018643929574289793	4	1
