SpliceID	Histology
MARCHF1:163854021-163854169_163700812-163700863_164111587-164111662	DIPG or DMG
UNC79:93600569-93600770_93597358-93597540_93603238-93603418	DIPG or DMG
FSD1L:105534496-105534593_105512806-105512936_105546357-105546602	DIPG or DMG
KDM4B:5071010-5071059_5047475-5047669_5077366-5077470	DIPG or DMG
PAQR6:156245782-156245987_156245141-156245277_156246122-156246250	DIPG or DMG
TGFB1:41348295-41348455_41344746-41344864_41352689-41353044	DIPG or DMG
SLAIN2:48382568-48382639_48379826-48379848_48382727-48382927	DIPG or DMG
SLC30A6:32174063-32174147_32171286-32171373_32184272-32184338	DIPG or DMG
RIC8B:106825726-106825820_106814695-106815304_106842588-106842817	DIPG or DMG
DDX60L:168448638-168448779_168441336-168441492_168453123-168453282	DIPG or DMG
KIF21B:201004766-201004933_201004339-201004455_201005307-201005442	DIPG or DMG
SMARCC1:47676629-47676782_47675474-47675588_47678197-47678311	DIPG or DMG
RABGAP1:122984485-122984719_122957010-122957209_122986214-122986416	DIPG or DMG
UBE2F:238025342-238025412_238016532-238016633_238030555-238030595	DIPG or DMG
RAB18:27533735-27533853_27526827-27526889_27533927-27533994	DIPG or DMG
SANBR:61121185-61121276_61118027-61118116_61134136-61134276	DIPG or DMG
NPM1:171400839-171400925_171392709-171392978_171405301-171405403	DIPG or DMG
GRIN1:137165186-137165296_137163758-137163904_137167773-137168755	DIPG or DMG
ATP1A1-AS1:116405607-116406148_116400604-116401131_116418458-116418568	DIPG or DMG
ADAM33:3671419-3671496_3671236-3671345_3671580-3671779	DIPG or DMG
COLEC11:3637533-3637604_3613310-3613382_3640277-3640331	DIPG or DMG
AARS2:44306494-44306532_44306279-44306391_44306922-44307031	DIPG or DMG
F12:177404196-177404413_177403858-177404090_177404809-177404981	DIPG or DMG
LTBP1:33342838-33342963_33315143-33315269_33360596-33360779	DIPG or DMG
KIF22:29803399-29803608_29802768-29802937_29803997-29804065	DIPG or DMG
MFF:227342745-227342819_227340291-227340380_227355676-227355761	DIPG or DMG
CYP51A1:92118520-92118615_92117043-92117212_92123119-92123315	DIPG or DMG
SEMA4D:89418056-89418118_89405350-89405699_89436321-89436483	DIPG or DMG
ABLIM2:7983547-7983554_7983263-7983344_8008058-8008197	DIPG or DMG
DCAF15:13960287-13960391_13959983-13960069_13960464-13960580	DIPG or DMG
CADPS2:122414068-122414076_122407539-122407696_122416060-122416164	DIPG or DMG
ITGB8-AS1:20329367-20329513_20328295-20328856_20331649-20331781	DIPG or DMG
STX16:58659623-58659634_58651271-58652087_58667489-58667597	DIPG or DMG
PAQR6:156246681-156246756_156245781-156246250_156247914-156248036	DIPG or DMG
STAM2:152150145-152150229_152148224-152148300_152175602-152175729	DIPG or DMG
ADD1:2907743-2907844_2904763-2905015_2914883-2915040	DIPG or DMG
IGSF21:18365223-18365697_18334891-18335010_18376309-18376367	DIPG or DMG
EYA3:28042571-28042650_28038838-28038905_28048382-28048426	DIPG or DMG
SPG21:64970114-64970222_64965319-64965460_64974601-64974747	DIPG or DMG
SYT6:114093735-114093803_114089291-114092082_114097726-114097877	DIPG or DMG
CAMK2D:113759320-113759414_113661712-113661772_113761003-113761068	DIPG or DMG
GARS1:30631448-30631541_30627379-30628669_30632246-30632437	DIPG or DMG
MBOAT2:8908621-8908716_8888017-8888073_8943186-8943264	DIPG or DMG
CELF2:11217425-11217507_11165483-11165682_11257737-11257872	DIPG or DMG
DVL3:184166446-184166522_184166125-184166265_184166605-184166673	DIPG or DMG
SMN2:70069235-70069330_70067278-70067446_70070640-70070654	DIPG or DMG
NDUFS5:39028723-39028940_39026317-39026398_39034391-39034615	DIPG or DMG
TPST1:66352505-66352555_66286510-66286709_66359894-66360426	DIPG or DMG
EEF1E1-BLOC1S5:8026367-8026425_8015725-8015828_8041138-8041268	DIPG or DMG
IRAG1:10690265-10690369_10633967-10634071_10693461-10693552	DIPG or DMG
FBN3:8095375-8095503_8094445-8094565_8095963-8096080	DIPG or DMG
RETSAT:85343639-85343798_85341954-85343381_85343998-85344165	DIPG or DMG
MECOM:169107926-169107952_169102059-169102226_169112786-169112874	DIPG or DMG
CNOT10:32764455-32764490_32762732-32762863_32764681-32764809	DIPG or DMG
MAPK10:86354530-86354644_86191597-86194407_86359657-86359665	DIPG or DMG
ZBBX:167379638-167379792_167372833-167372950_167380246-167380297	DIPG or DMG
QRICH2:76291015-76294021_76289991-76290077_76304414-76304525	DIPG or DMG
GDAP1:74351274-74351418_74350395-74350578_74360136-74360310	DIPG or DMG
ILKAP:238183653-238183740_238182064-238182186_238184019-238184096	DIPG or DMG
CHRNA9:40337210-40337364_40335826-40335972_40348881-40349414	DIPG or DMG
RANBP3:5931404-5931531_5927967-5928087_5932451-5932544	DIPG or DMG
RANBP3:5931419-5931531_5927967-5928087_5932451-5932544	DIPG or DMG
CALCOCO2:48849252-48849377_48848208-48848455_48851088-48851124	DIPG or DMG
APOO:23868593-23868688_23858641-23858733_23878914-23879007	DIPG or DMG
PI4KB:151315573-151315672_151307573-151307801_151327270-151327400	DIPG or DMG
CCDC78:725413-725591_724983-725293_725793-725855	DIPG or DMG
ARPP21:35721605-35721834_35717297-35717357_35729302-35729336	DIPG or DMG
GUCD1:24543842-24544083_24540422-24543100_24546913-24547005	DIPG or DMG
TAF13:109066135-109066232_109062495-109064693_109074986-109075065	DIPG or DMG
MKS1:58207085-58207218_58206282-58206380_58207893-58208001	DIPG or DMG
FARP2:241441304-241441556_241436480-241436538_241456746-241456922	DIPG or DMG
CELSR2:109268880-109269008_109268580-109268764_109269109-109269290	DIPG or DMG
MYO7A:77142709-77142822_77130588-77130652_77147797-77147950	DIPG or DMG
SGIP1:66670976-66671019_66643543-66643719_66671943-66671995	DIPG or DMG
RBM47:40436441-40436647_40432650-40432862_40437770-40438797	DIPG or DMG
PPP1R12B:202558877-202558893_202539839-202540241_202562777-202562922	DIPG or DMG
AFDN:167947853-167947944_167946706-167946901_167948292-167948478	DIPG or DMG
TYW3:74738690-74738788_74736188-74736622_74748750-74748822	DIPG or DMG
SLC35D2:96360154-96360221_96352037-96352109_96364463-96364550	DIPG or DMG
STAU1:49179122-49179244_49153932-49154071_49188115-49188367	DIPG or DMG
FBXO16:28356670-28356779_28353172-28353408_28359591-28359824	DIPG or DMG
RNASEH2B:50953905-50953985_50947986-50949505_50960148-50960171	DIPG or DMG
DDX1:15628445-15628517_15627053-15627145_15629601-15629697	DIPG or DMG
MIATNB:26726644-26726794_26717251-26717459_26774155-26774217	DIPG or DMG
PHKB:47594137-47594214_47593499-47593557_47596372-47596531	DIPG or DMG
PTCD3:86125455-86125515_86124994-86125082_86125794-86125880	DIPG or DMG
INTU:127700010-127700063_127685441-127687867_127704227-127704290	DIPG or DMG
RALGPS1:127199015-127199066_127196473-127196631_127210694-127210778	DIPG or DMG
MYO10:16783335-16783469_16781704-16781829_16794645-16794833	DIPG or DMG
GABBR1:29629087-29629107_29627485-29627646_29631395-29631599	DIPG or DMG
DRC3:17994999-17995095_17994354-17994418_18004362-18004451	DIPG or DMG
VWA3A:22132784-22133095_22131584-22131729_22134367-22134438	DIPG or DMG
GBA2:35740526-35740628_35740208-35740362_35740824-35741064	DIPG or DMG
ZNF680:64544306-64544432_64519877-64522500_64562924-64563041	DIPG or DMG
PDZD2:31995576-31995718_31983154-31983656_32000138-32000271	DIPG or DMG
AFDN:167872217-167872377_167870382-167870498_167875334-167875495	DIPG or DMG
CHI3L2:111231238-111231294_111230741-111230943_111234906-111235000	DIPG or DMG
CLEC5A:141946214-141946312_141931506-141931826_141946806-141946933	DIPG or DMG
IGSF11:118981791-118981940_118949228-118949318_119034530-119034955	DIPG or DMG
ZBBX:167315750-167315829_167313973-167314116_167317004-167317105	DIPG or DMG
CFAP70:73269614-73269715_73256368-73256416_73274432-73274594	DIPG or DMG
ADAMTSL4:150556621-150556793_150556161-150556366_150556938-150556976	DIPG or DMG
EPB41L4B:109256136-109256224_109255773-109255843_109256392-109256480	DIPG or DMG
ILVBL:15116001-15116071_15114983-15115921_15116151-15116321	DIPG or DMG
WNK4:42785097-42785185_42784421-42784579_42785265-42785482	DIPG or DMG
ILVBL:15115566-15115671_15114986-15115430_15115849-15115921	DIPG or DMG
ITGA7:55703051-55703178_55700898-55701154_55712062-55712085	DIPG or DMG
CLASRP:45068420-45068480_45067336-45067594_45069065-45069124	DIPG or DMG
ZNF329:58143105-58143198_58142556-58142661_58154734-58155110	DIPG or DMG
TSBP1-AS1:32365780-32365839_32262611-32262809_32390213-32390753	DIPG or DMG
PVT1:128070160-128070361_127989161-127989291_128096517-128096654	DIPG or DMG
MEGF11:65912082-65912200_65909033-65909135_65913736-65913973	DIPG or DMG
DCN:91164605-91164717_91158295-91158509_91178341-91178552	DIPG or DMG
DNAJC6:65379402-65379524_65366047-65366196_65384192-65384326	DIPG or DMG
DAP3:155717006-155717128_155689090-155689174_155725381-155725490	DIPG or DMG
DAP3:155721517-155721618_155689090-155689174_155725381-155725411	DIPG or DMG
TFPI:187529364-187529485_187503647-187503770_187554199-187554349	DIPG or DMG
LRRC75B:24588679-24589265_24588213-24588329_24589820-24589949	DIPG or DMG
ASXL3:33626873-33627070_33607593-33607676_33641820-33641823	DIPG or DMG
CORO1B:67441125-67441244_67440334-67440439_67441332-67441514	DIPG or DMG
THBS4:80058206-80058314_80055784-80056032_80058707-80058790	DIPG or DMG
HPF1:169748744-169748842_169741956-169742107_169750535-169750725	DIPG or DMG
JADE1:128867856-128867973_128861703-128862225_128871354-128872334	DIPG or DMG
RPL10:154399487-154399594_154399337-154399396_154399802-154399941	DIPG or DMG
TECPR1:98238509-98238610_98236775-98236921_98240850-98240951	DIPG or DMG
MBP:76988877-76988912_76984774-76984894_76989955-76989990	DIPG or DMG
NDUFA10:240018553-240018639_240011616-240014860_240021196-240021412	DIPG or DMG
ACLY:41897749-41897839_41893032-41893174_41898630-41898785	DIPG or DMG
TATDN3:212802701-212802763_212797111-212797196_212804319-212804429	DIPG or DMG
ZFYVE27:97748269-97748364_97738476-97738674_97749473-97749586	DIPG or DMG
GALNT14:30992838-30993007_30966203-30966302_31137957-31138440	DIPG or DMG
PHLPP2:71702598-71702731_71690518-71690709_71714511-71714801	DIPG or DMG
NID2:52005737-52005849_52004808-52005496_52006536-52006660	DIPG or DMG
IL1RAP:190556130-190556216_190514084-190514219_190604127-190604413	DIPG or DMG
RPL21:27255242-27255349_27254219-27254281_27256183-27256334	DIPG or DMG
LAMB2:49131535-49131723_49131378-49131442_49132115-49132154	DIPG or DMG
ECE1:21279191-21279332_21272698-21272911_21290069-21290156	DIPG or DMG
DNAI1:34517285-34517467_34514393-34514739_34520657-34520984	DIPG or DMG
RBM41:107088735-107088839_107069309-107069402_107113396-107113468	DIPG or DMG
RAB3IP:69784720-69784815_69756404-69756663_69794436-69794514	DIPG or DMG
CHST11:104601906-104601991_104456970-104457514_104756948-104757339	DIPG or DMG
CFAP54:96682142-96682336_96679599-96679752_96684647-96684735	DIPG or DMG
DNAH7:195855811-195855991_195853342-195853528_195857376-195857723	DIPG or DMG
GAK:904637-904779_898032-898158_911672-911787	DIPG or DMG
CCNJL:160280525-160280738_160259468-160259771_160311857-160311972	DIPG or DMG
CEP68:65077868-65077964_65074281-65074404_65082535-65082709	DIPG or DMG
PPOX:161170409-161170519_161169283-161170024_161170619-161170769	DIPG or DMG
RAP1GDS1:98391952-98392080_98352475-98352601_98404476-98404586	DIPG or DMG
PCBP1-AS1:70059643-70059680_70048706-70051305_70083506-70083687	DIPG or DMG
GTF2B:88887261-88887367_88863980-88864114_88891482-88891496	DIPG or DMG
CCNI:77056249-77056323_77055149-77055380_77058506-77058635	DIPG or DMG
PTPRE:128040875-128040990_127982273-127982296_128047389-128047489	DIPG or DMG
TF:133748412-133748584_133746327-133746483_133753594-133753703	DIPG or DMG
TF:133748412-133748669_133746392-133746483_133753594-133753703	DIPG or DMG
FAS:89008889-89008997_89007699-89007837_89010538-89010600	DIPG or DMG
DDX11:31089403-31089490_31089043-31089151_31089885-31089999	DIPG or DMG
NTSR2:11661967-11662240_11660042-11660133_11669505-11670195	DIPG or DMG
GAK:904637-904779_898032-898158_913606-913668	DIPG or DMG
FCHSD2:73083695-73083740_73015808-73015885_73140030-73140061	DIPG or DMG
RPF2:110988988-110989065_110985005-110985138_110991746-110991786	DIPG or DMG
GALNT14:30945783-30945870_30932067-30932194_30955617-30955684	DIPG or DMG
CLEC3B:45030827-45030925_45026302-45026471_45035523-45036068	DIPG or DMG
GUSBP11:23659865-23660000_23638486-23638942_23683724-23683867	DIPG or DMG
RAB24:177302752-177302830_177302576-177302644_177303008-177303077	DIPG or DMG
TFDP2:141970073-141970141_141963811-141963963_141974047-141974191	DIPG or DMG
WDFY3-AS2:84969725-84969876_84965563-84965858_85004229-85004327	DIPG or DMG
PDLIM5:94573351-94573393_94523723-94523875_94585564-94585737	DIPG or DMG
CERKL:181558566-181558708_181549633-181549708_181573752-181573884	DIPG or DMG
FGF13:138857512-138857679_138708817-138708928_139204058-139204271	DIPG or DMG
XRRA1:74933801-74933872_74921213-74921347_74936883-74937068	DIPG or DMG
STIL:47260289-47260539_47250138-47251922_47262902-47263062	DIPG or DMG
FCGR1B:121088651-121088908_121087820-121087841_121092995-121093250	DIPG or DMG
FCGR1B:121088654-121088908_121087820-121087841_121092995-121093250	DIPG or DMG
FCGR1B:121088683-121088908_121087820-121087841_121092995-121093250	DIPG or DMG
CCDC173:169681007-169681181_169674936-169675040_169694260-169694405	DIPG or DMG
ASAH1:18071331-18071390_18069791-18069878_18075540-18075587	DIPG or DMG
RGS7:240800641-240800721_240775513-240776213_240801454-240801508	DIPG or DMG
CPS1:210519551-210519670_210477681-210477766_210556718-210556859	DIPG or DMG
FMNL3:49668471-49668554_49661734-49662049_49707054-49707220	DIPG or DMG
PAK3:111163562-111163727_111162914-111163046_111173017-111173081	DIPG or DMG
PSMD9:121899634-121899889_121893816-121894841_121903005-121903107	DIPG or DMG
CHD7:60781000-60781050_60741364-60743097_60794985-60795127	DIPG or DMG
CHD7:60781000-60781430_60741258-60743097_60794985-60795127	DIPG or DMG
FKBP1A:1392834-1392881_1373707-1375603_1392961-1392998	DIPG or DMG
SLC44A2:10635163-10635515_10634755-10634887_10636322-10636496	DIPG or DMG
ENSG00000285756:3826601-3826729_3822373-3822580_3828505-3828979	DIPG or DMG
WASH3P:101973220-101973352_101972900-101973047_101973904-101973939	DIPG or DMG
INPP5F:119781635-119781771_119750876-119751156_119791516-119791645	DIPG or DMG
NRCAM:108239959-108240170_108237751-108237769_108312664-108312731	DIPG or DMG
COL27A1:114307669-114307778_114306212-114306688_114309259-114309339	DIPG or DMG
COBL:51083058-51083228_51064398-51065449_51085165-51085304	DIPG or DMG
ALG1:5079064-5079106_5078756-5078878_5079747-5079807	DIPG or DMG
CYRIA:16555069-16555139_16549458-16552999_16559459-16559586	DIPG or DMG
TAF1C:84184851-84184989_84183696-84183778_84186900-84187045	DIPG or DMG
MMP19:55837555-55837682_55835432-55837374_55837842-55838007	DIPG or DMG
MAPKAPK5:111868753-111868861_111866155-111866231_111870270-111870360	DIPG or DMG
SNRPN:24886516-24886589_24856550-24856716_24920010-24920124	DIPG or DMG
ATP9B:79143802-79143860_79126266-79126375_79154503-79154529	DIPG or DMG
TNPO1:72905303-72905445_72903708-72903783_72908708-72908913	DIPG or DMG
SERPINB6:2959168-2959342_2955523-2955670_2968778-2968913	DIPG or DMG
ENSG00000249240:64921921-64922019_64861476-64861575_64930821-64930920	DIPG or DMG
FAM102A:127948071-127948225_127945648-127945753_127979991-127980989	DIPG or DMG
CCND2:4288842-4288990_4278759-4278919_4299859-4305350	DIPG or DMG
IQCD:113197541-113197612_113195445-113195889_113200579-113200813	DIPG or DMG
ZNF530:57605686-57607827_57604276-57604406_57612502-57612722	DIPG or DMG
ABHD12:25317048-25317078_25309445-25309575_25323324-25323430	DIPG or DMG
MGLL:127710576-127710665_127694974-127695190_127781788-127781870	DIPG or DMG
RO60:193075820-193076040_193060033-193060222_193076500-193076647	DIPG or DMG
PGAP1:196893140-196893245_196890827-196890911_196897130-196897197	DIPG or DMG
RERE:8465925-8466023_8422726-8422807_8495062-8495162	DIPG or DMG
RHOQ:46576087-46576251_46543399-46543812_46580927-46581270	DIPG or DMG
ACTN2:236734433-236734518_236731232-236731314_236735634-236735720	DIPG or DMG
SLCO1C1:20743305-20743369_20740183-20740368_20750674-20750792	DIPG or DMG
AGO2:140535468-140535569_140532415-140532615_140539319-140539454	DIPG or DMG
GINM1:149572285-149572344_149566293-149566534_149579833-149579990	DIPG or DMG
PSAP:71825837-71825893_71821875-71822007_71828013-71828134	DIPG or DMG
ARPP19:52557100-52557222_52547044-52552104_52568847-52568900	DIPG or DMG
PTP4A2:31915895-31915987_31911695-31911826_31937986-31938368	DIPG or DMG
FOXN3:89350672-89350808_89280949-89281014_89411933-89412017	DIPG or DMG
ZFAND4:45624583-45624637_45618139-45618260_45639815-45639963	DIPG or DMG
AACS:125118641-125118765_125114476-125114557_125134002-125134072	DIPG or DMG
PCP4:39898476-39898527_39867437-39867510_39928983-39929392	DIPG or DMG
WDR45B:82643949-82644023_82621608-82621799_82648273-82648318	DIPG or DMG
MAP4:47918719-47918841_47877416-47877523_47921764-47921878	DIPG or DMG
MAP2:209625053-209625129_209580035-209580100_209653141-209653432	DIPG or DMG
KMT2E:105106522-105106772_105105858-105106003_105107165-105107222	DIPG or DMG
UNC119:28548592-28548705_28546707-28547849_28552337-28552624	DIPG or DMG
UBE2K:39745752-39745810_39698138-39698390_39774833-39774933	DIPG or DMG
YWHAE:1361902-1362008_1354210-1354347_1364858-1365058	DIPG or DMG
TBCEL:121053551-121053732_121047527-121047667_121086777-121087096	DIPG or DMG
EIF3E:108239958-108240098_108236160-108236203_108248612-108248717	DIPG or DMG
ITCH:34534628-34534795_34526267-34526343_34540580-34540748	DIPG or DMG
CRTAP:33132555-33132700_33129938-33130067_33142394-33143158	DIPG or DMG
ATP2C1:130980582-130980679_130975331-130975488_130992950-130993001	DIPG or DMG
PBX4:19599292-19599365_19570585-19570833_19618510-19618681	DIPG or DMG
SNAPC3:15447095-15447244_15444601-15444706_15451319-15451402	DIPG or DMG
ITGB1:32953593-32953809_32936241-32936423_32958144-32958196	DIPG or DMG
DPY19L2:63624040-63624131_63621237-63621337_63626468-63626526	DIPG or DMG
YEATS2:183752073-183752253_183747671-183747716_183754125-183754365	DIPG or DMG
USP6NL:11597631-11597717_11527499-11527567_11611442-11611650	DIPG or DMG
GIGYF2:232724574-232724691_232703423-232703489_232735154-232735237	DIPG or DMG
PLEKHB1:73652975-73653014_73651787-73651890_73660752-73660770	DIPG or DMG
TTC7A:46917184-46917277_46916156-46916577_46950362-46950526	DIPG or DMG
COL27A1:114231822-114231858_114231078-114231132_114235598-114235652	DIPG or DMG
COL27A1:114231822-114231866_114231078-114231132_114235598-114235652	DIPG or DMG
RDH10:73319096-73319194_73297015-73297429_73320931-73320988	DIPG or DMG
SMOC1:69994400-69994480_69977917-69977965_70010753-70010946	DIPG or DMG
EMX2:117545632-117545816_117542745-117543673_117548064-117548799	DIPG or DMG
GGCX:85558917-85559075_85555483-85555590_85561385-85561493	DIPG or DMG
SNX31:100608494-100608563_100600348-100600441_100611999-100612087	DIPG or DMG
SIK3:116861274-116861383_116859264-116859604_116861840-116861926	DIPG or DMG
NOC4L:132148609-132148659_132148071-132148106_132148783-132148895	DIPG or DMG
LRRFIP1:237708544-237708630_237627586-237627740_237748363-237748399	DIPG or DMG
SIPA1L2:232608912-232608988_232533489-232533583_232629868-232630109	DIPG or DMG
ANP32A:68787413-68787495_68784396-68784595_68787769-68787919	DIPG or DMG
TRPC1:142792824-142792967_142791018-142791158_142802168-142802344	DIPG or DMG
ASPH:61517528-61517661_61500555-61503509_61518031-61518123	DIPG or DMG
EML3:62605855-62605980_62605595-62605773_62606062-62606212	DIPG or DMG
KIF9:47243051-47243245_47240800-47241015_47244790-47244924	DIPG or DMG
SSB:169805474-169805577_169800951-169801026_169805664-169805839	DIPG or DMG
GDAP1L1:44257153-44257345_44247257-44247514_44263229-44263327	DIPG or DMG
RACK1:181237609-181237719_181236896-181237042_181238098-181238239	DIPG or DMG
JAKMIP1:6105473-6105967_6085419-6085629_6112721-6112997	DIPG or DMG
TMEM116:111965595-111965759_111943264-111943369_111991757-111991889	DIPG or DMG
UBTF:44211290-44211331_44211038-44211152_44211605-44211747	DIPG or DMG
TNC:115059730-115060002_115048259-115048532_115062916-115063189	DIPG or DMG
TNC:115059730-115060002_115048259-115048532_115063795-115064068	DIPG or DMG
EDIL3:84229855-84229884_84180392-84180521_84384307-84384880	DIPG or DMG
CNTNAP2:146774271-146774381_146116647-146116973_146839710-146839861	DIPG or DMG
GRB14:164494431-164494524_164492416-164493182_164497007-164497095	DIPG or DMG
SSC5D:55497880-55498197_55494609-55494783_55499815-55500412	DIPG or DMG
NLRC5:57055436-57055519_57055031-57055094_57058064-57058148	DIPG or DMG
ZNF410:73903960-73904110_73898070-73898262_73904901-73905046	DIPG or DMG
DUSP18:30664955-30665121_30663514-30664080_30666806-30667860	DIPG or DMG
PML:74033156-74033422_74024856-74024927_74034477-74034530	DIPG or DMG
ENSG00000261487:30953185-30953460_30948530-30948568_30956199-30956511	DIPG or DMG
LRRC75A:16447845-16447960_16441576-16444131_16462257-16462386	DIPG or DMG
LRP4:46886091-46886172_46883870-46883976_46886324-46886502	DIPG or DMG
OSBPL7:47819729-47819782_47818985-47819099_47819970-47820096	DIPG or DMG
PRKAG2:151632069-151632138_151594965-151595454_151675419-151675637	DIPG or DMG
TNFRSF10B:23043138-23043243_23030758-23030872_23068750-23069021	DIPG or DMG
MATN2:98007105-98007227_98003639-98003783_98007478-98007502	DIPG or DMG
RYR3:33757475-33757596_33756305-33756373_33768657-33768707	DIPG or DMG
RBM39:35729312-35729362_35725037-35725155_35729461-35729527	DIPG or DMG
WDR18:994020-994088_991954-992121_994212-994554	DIPG or DMG
TCF3:1632332-1632405_1627358-1627426_1646354-1646427	DIPG or DMG
DDX19B:70312609-70312657_70299185-70299354_70315968-70316104	DIPG or DMG
DNAH11:21658798-21659031_21638938-21639065_21681545-21681677	DIPG or DMG
GOLIM4:168040786-168040869_168036835-168036994_168041391-168041474	DIPG or DMG
TMEM67:93765406-93765475_93763841-93763941_93765571-93765591	DIPG or DMG
DENND1A:123450693-123450749_123440359-123440491_123452275-123452347	DIPG or DMG
MTMR3:29988480-29988562_29978935-29979052_29991503-29991628	DIPG or DMG
IPO9:201875152-201875228_201874831-201874936_201875943-201884291	DIPG or DMG
CASC3:40169598-40169662_40168437-40169446_40170446-40172164	DIPG or DMG
INSIG2:118096419-118096800_118088470-118088541_118103196-118103321	DIPG or DMG
REPIN1:150369671-150369868_150368789-150368941_150370759-150370884	DIPG or DMG
MUTYH:45332918-45332959_45332165-45332834_45333284-45333324	DIPG or DMG
FAM210A:13681605-13682105_13666002-13666713_13726328-13726505	DIPG or DMG
ACAP3:1300158-1300202_1299972-1300068_1300508-1300692	DIPG or DMG
GAS5:173864484-173865282_173864256-173864304_173865470-173865547	DIPG or DMG
USP20:129865303-129865381_129863185-129863299_129868004-129868449	DIPG or DMG
DNMT3A:25236936-25237005_25235706-25235825_25239129-25239215	DIPG or DMG
ITPK1:93115069-93115184_93076594-93076619_93115771-93115871	DIPG or DMG
ITPK1:93115069-93115217_93076594-93076619_93115771-93115822	DIPG or DMG
ITPK1:93115069-93115305_93076594-93076619_93115771-93115918	DIPG or DMG
CASK:41853097-41853227_41787177-41787283_41922929-41923010	DIPG or DMG
CASK:41853115-41853227_41786809-41787283_41922929-41922947	DIPG or DMG
MOB4:197535530-197535630_197523623-197523686_197540110-197540153	DIPG or DMG
CLEC4E:8537115-8537266_8536089-8536205_8539216-8539255	DIPG or DMG
TMPRSS5:113700066-113700168_113699594-113699693_113706221-113706302	DIPG or DMG
SAMD9L:93146883-93147146_93145384-93145532_93148193-93148345	DIPG or DMG
VIPR2:159031938-159032067_159031827-159031869_159034212-159034304	DIPG or DMG
TNFRSF19:23659050-23659214_23626706-23626792_23667979-23668082	DIPG or DMG
COL6A2:46122108-46122158_46121555-46121618_46122495-46122531	DIPG or DMG
NIT2:100345585-100345678_100341072-100341161_100348802-100348881	DIPG or DMG
ATP6V0A1:42507520-42507627_42501196-42501304_42513860-42513978	DIPG or DMG
WDR62:36091200-36091311_36090444-36090520_36092688-36092811	DIPG or DMG
PTGDS:136980680-136980855_136979945-136980062_136981578-136981742	DIPG or DMG
PCP4:39916066-39916186_39898475-39898527_39926046-39926191	DIPG or DMG
CDS1:84638924-84638992_84635263-84635351_84640837-84640990	DIPG or DMG
LRRC37A3:64894649-64897654_64892528-64892600_64898361-64898459	DIPG or DMG
FGFR3:1806257-1806327_1806050-1806173_1806545-1806683	DIPG or DMG
CDK4:57750656-57750765_57749453-57749504_57752174-57752276	DIPG or DMG
BCAS1:53975389-53975430_53943540-53944996_53985286-53985499	DIPG or DMG
FSTL5:161759411-161759531_161656327-161656494_161920403-161920652	DIPG or DMG
UEVLD:18578724-18578808_18570213-18570377_18588612-18588681	DIPG or DMG
ALDH3B1:68018527-68018637_68015293-68015459_68018772-68018893	DIPG or DMG
SEMA4A:156154550-156154717_156147365-156147430_156156413-156156574	DIPG or DMG
ENKD1:67664996-67665168_67663419-67663556_67666070-67666129	DIPG or DMG
FAM110B:58031606-58031703_57994522-57994806_58075534-58075623	DIPG or DMG
NBPF15:144437945-144438047_144436894-144437109_144439828-144440038	DIPG or DMG
COL13A1:69930400-69930552_69930042-69930087_69935349-69935391	DIPG or DMG
GSAP:77328606-77328637_77326211-77326273_77329332-77329391	DIPG or DMG
CCDC18-AS1:93339156-93339274_93325768-93325895_93339356-93339536	DIPG or DMG
TAF1C:84184851-84184899_84183696-84183778_84186900-84187049	DIPG or DMG
UBXN11:26284142-26284245_26282863-26282937_26284361-26284482	DIPG or DMG
ZYG11A:52856998-52857749_52854464-52854630_52860730-52860871	DIPG or DMG
SUGT1P4-STRA6LP-CCDC180:97364018-97364128_97362362-97362441_97365672-97365739	DIPG or DMG
SUGT1P4-STRA6LP-CCDC180:97364051-97364128_97362195-97362441_97365672-97365739	DIPG or DMG
SOS1:39058673-39058804_39056701-39056866_39067627-39067753	DIPG or DMG
UROS:125816177-125816260_125812213-125812288_125816436-125816510	DIPG or DMG
SCUBE2:9033626-9033796_9030757-9030925_9047355-9047562	DIPG or DMG
AHCTF1:246843795-246843928_246839097-246840998_246849614-246851442	DIPG or DMG
AUP1:74528248-74528321_74527939-74528006_74528416-74528489	DIPG or DMG
TMEM241:23384990-23385067_23377645-23377671_23399565-23399647	DIPG or DMG
GNPDA2:44710953-44711137_44703245-44707926_44726473-44726523	DIPG or DMG
ZNF519:14124350-14124476_14084876-14085076_14132274-14132428	DIPG or DMG
ZNF815P:5833527-5833568_5823127-5823526_5839948-5840075	DIPG or DMG
SLC9A9:143832019-143832221_143796825-143796903_143848147-143848458	DIPG or DMG
DPH7:137576080-137576167_137564892-137565154_137578624-137578888	DIPG or DMG
RARS2:87545616-87545699_87530783-87530942_87555407-87555505	DIPG or DMG
RNF4:2490337-2490502_2469067-2469258_2497006-2497012	DIPG or DMG
SMOC1:69992417-69992473_69977917-69977965_70010753-70010946	DIPG or DMG
TLE1:81653974-81654036_81633468-81634301_81685675-81685720	DIPG or DMG
GTF2B:88887276-88887367_88863980-88864114_88891482-88891589	DIPG or DMG
TRIM65:75892755-75892850_75892266-75892500_75896523-75896558	DIPG or DMG
ENSG00000223812:191559678-191559750_191557261-191557384_191569599-191569824	DIPG or DMG
ENSG00000223812:191559678-191559969_191557261-191557384_191569599-191569824	DIPG or DMG
