splicing_event	histology	type	freq
DZIP1:95630714-95630813_95629988-95630113_95633233-95633321	H3.1 K28	inclusion	6
SORBS1:95394611-95394673_95384237-95384285_95395000-95395075	H3.1 K28	inclusion	5
ALDH3A2:19673200-19673275_19671767-19671956_19675495-19675499	H3.1 K28	inclusion	4
MIR9-1HG:156416769-156416864_156414653-156414753_156426797-156426872	H3.1 K28	inclusion	8
TM2D3:101651696-101651773_101650003-101650161_101652270-101652381	H3.1 K28	inclusion	5
IMMP1L:31463172-31463305_31433459-31433570_31509518-31509574	H3.1 K28	inclusion	3
FLOT2:28885857-28885947_28884224-28884315_28888944-28889026	H3.1 K28	inclusion	6
SREK1:66156065-66158932_66153462-66153596_66159218-66159334	H3.1 K28	inclusion	6
SREK1:66158809-66158932_66153462-66153596_66159218-66159334	H3.1 K28	inclusion	5
ELMOD3:85387098-85387225_85377343-85377474_85389750-85389827	H3.1 K28	inclusion	4
AKAP8L:15398630-15398703_15397713-15397855_15399301-15399410	H3.1 K28	inclusion	4
AKAP8L:15398630-15398731_15397713-15397855_15399301-15399410	H3.1 K28	inclusion	5
AKAP8L:15398630-15398766_15397713-15397855_15399301-15399410	H3.1 K28	inclusion	7
NFIC:3456550-3456635_3452481-3452666_3462751-3462900	H3.1 K28	inclusion	7
MECP2:154092184-154092307_154032206-154032557_154097603-154097663	H3.1 K28	inclusion	3
RPGR:38287865-38288041_38276586-38276772_38290958-38291024	H3.1 K28	inclusion	3
POLDIP3:42597673-42597737_42596185-42596365_42599697-42599793	H3.1 K28	inclusion	4
POFUT2:45277233-45277773_45277016-45277142_45278102-45278169	H3.1 K28	inclusion	3
RNF24:3974332-3974400_3963874-3964024_4015436-4015545	H3.1 K28	inclusion	5
ACSF2:50464526-50464599_50464217-50464294_50471027-50471135	H3.1 K28	inclusion	3
ETFDH:158700875-158700919_158698780-158699130_158703422-158703591	H3.1 K28	inclusion	3
HOPX:56650683-56650812_56647988-56648797_56655856-56656012	H3.1 K28	inclusion	4
MAN1B1:137088268-137088398_137088074-137088183_137088868-137089005	H3.1 K28	inclusion	3
WDR26:224413253-224413335_224411426-224411565_224418259-224418416	H3.1 K28	inclusion	4
NBEAL2:46992475-46992555_46991839-46991946_46993936-46994020	H3.1 K28	inclusion	3
GBAP1:155218367-155218479_155217963-155218049_155218847-155219005	H3.1 K28	inclusion	3
GBAP1:155218388-155218479_155217239-155218049_155218847-155218942	H3.1 K28	inclusion	4
FYTTD1:197763466-197763638_197756425-197756557_197768438-197768587	H3.1 K28	inclusion	4
SORBS2:185684754-185684846_185678795-185678822_185775226-185775366	H3.1 K28	inclusion	5
SORBS2:185690562-185690611_185678795-185678822_185775226-185775288	H3.1 K28	inclusion	3
CFAP44:113373411-113373556_113366038-113366309_113379305-113379551	H3.1 K28	inclusion	3
CCDC30:42536476-42536601_42498817-42498916_42566295-42566475	H3.1 K28	inclusion	3
MORN1:2389925-2389996_2388003-2388337_2391457-2391554	H3.1 K28	inclusion	3
INTS3:153761020-153761109_153760826-153760918_153761569-153761676	H3.1 K28	inclusion	7
CBR4:169008952-169009054_169007640-169007756_169009947-169010275	H3.1 K28	inclusion	3
AAK1:69495985-69496080_69457996-69466551_69505568-69505673	H3.1 K28	inclusion	4
NFAT5:69646517-69646578_69626402-69626528_69647027-69647167	H3.1 K28	inclusion	4
SLC20A1:112652889-112652947_112652701-112652798_112657121-112657241	H3.1 K28	inclusion	4
PHF3:63646527-63646795_63635801-63636150_63679999-63680161	H3.1 K28	inclusion	4
PHF3:63646619-63646795_63635835-63636150_63679999-63680161	H3.1 K28	inclusion	4
TANK:161161285-161161412_161160343-161160484_161179613-161179761	H3.1 K28	inclusion	4
COBLL1:164703104-164703220_164700521-164700756_164704443-164704518	H3.1 K28	inclusion	5
UBP1:33396745-33396878_33396161-33396280_33397044-33397135	H3.1 K28	inclusion	4
PPP2R2B:147040717-147040805_146701044-146701142_147081058-147081136	H3.1 K28	inclusion	5
SGIP1:66635947-66636015_66633069-66633094_66639776-66639833	H3.1 K28	inclusion	4
DIS3:72781289-72781356_72780845-72781003_72781604-72781925	H3.1 K28	inclusion	4
RAPH1:203477076-203477156_203461847-203461925_203489583-203490089	H3.1 K28	inclusion	3
BCL2L11:111153780-111153904_111150043-111150147_111164132-111164231	H3.1 K28	inclusion	3
MAPT:45961605-45961757_45894662-45894686_45962320-45962470	H3.1 K28	inclusion	3
PHPT1:136850503-136850560_136850012-136850137_136850754-136851024	H3.1 K28	inclusion	8
KMT2A:118439024-118439122_118436463-118436944_118468774-118468844	H3.1 K28	inclusion	4
KMT2D:49024053-49024100_49022542-49022875_49024577-49024708	H3.1 K28	inclusion	4
PPIP5K2:103183234-103183407_103180020-103180188_103184671-103184744	H3.1 K28	inclusion	3
KTN1:55651287-55651375_55650568-55650637_55651889-55651927	H3.1 K28	inclusion	4
WDR20:102193463-102193514_102139892-102140172_102194937-102195120	H3.1 K28	inclusion	3
ST3GAL5:85852860-85853000_85847860-85848204_85861180-85861231	H3.1 K28	inclusion	3
THBS3-AS1:155197835-155197964_155196850-155197017_155198402-155198618	H3.1 K28	inclusion	5
STAG2:123962079-123962106_123961725-123961856_124022530-124022552	H3.1 K28	inclusion	3
LZTR1:20995368-20995484_20994869-20995026_20995745-20995872	H3.1 K28	inclusion	3
RBM5:50107018-50107087_50106766-50106864_50107481-50107569	H3.1 K28	inclusion	3
EXOC7:76090329-76090397_76089174-76089320_76094413-76094581	H3.1 K28	inclusion	5
GANC:42278025-42278088_42276347-42276410_42278481-42278590	H3.1 K28	inclusion	4
CLBA1:104989632-104989707_104988942-104989088_104991490-104991620	H3.1 K28	inclusion	4
SNHG14:25086510-25086614_25085189-25085322_25087466-25087599	H3.1 K28	inclusion	3
CD200:112335943-112336017_112333155-112333224_112340901-112340983	H3.1 K28	inclusion	5
CHD8:21436901-21436965_21428963-21431858_21437193-21437230	H3.1 K28	inclusion	3
MPST:37025002-37025127_37024191-37024810_37029215-37029796	H3.1 K28	inclusion	3
PCM1:17934706-17934858_17924712-17924780_17935588-17935706	H3.1 K28	inclusion	6
COPS8:237086732-237086796_237085881-237086042_237087126-237087197	H3.1 K28	inclusion	3
VMP1:59834012-59834050_59817711-59817773_59838294-59838397	H3.1 K28	inclusion	5
ACTN4:38728316-38728381_38727945-38728026_38728995-38729154	H3.1 K28	inclusion	4
RHOT1:32209350-32209445_32208106-32208309_32224615-32225727	H3.1 K28	inclusion	5
PTPRF:43612768-43612800_43609382-43609498_43613617-43613715	H3.1 K28	inclusion	6
WASF1:110178598-110178742_110127468-110127629_110179438-110179649	H3.1 K28	inclusion	5
IP6K2:48694694-48694824_48693487-48694240_48695089-48695418	H3.1 K28	inclusion	5
SSBP4:18431353-18431418_18430840-18430930_18431646-18431706	H3.1 K28	inclusion	4
TMEM198B:55831257-55831349_55829959-55831083_55832958-55833014	H3.1 K28	inclusion	4
FMR1:147938099-147938161_147937465-147937600_147940575-147940662	H3.1 K28	inclusion	5
METTL26:634889-634956_634718-634797_635280-635340	H3.1 K28	inclusion	4
METTL26:634889-635063_634718-634797_635280-635340	H3.1 K28	inclusion	4
SETD5:9468519-9468575_9464424-9464672_9470458-9470929	H3.1 K28	inclusion	5
SDHAP1:195968219-195968385_195967878-195967990_195971322-195971444	H3.1 K28	inclusion	4
FN1:215392931-215393203_215391631-215391814_215394527-215394719	H3.1 K28	inclusion	4
RBSN:15091339-15091493_15090398-15090539_15095972-15096288	H3.1 K28	inclusion	5
ZDHHC3:44932907-44932990_44929305-44929436_44933117-44933199	H3.1 K28	inclusion	4
OPTN:13108138-13108289_13100162-13100302_13109111-13109288	H3.1 K28	inclusion	5
SMARCA2:2170419-2170472_2161685-2161903_2181570-2181676	H3.1 K28	inclusion	4
FUBP3:130580659-130581513_130579580-130579764_130595482-130595588	H3.1 K28	inclusion	4
BCAS1:53957432-53957497_53953431-53953695_53966905-53967073	H3.1 K28	inclusion	4
NDUFA3:54106353-54106446_54105933-54106011_54106810-54106961	H3.1 K28	inclusion	5
ATG13:46663997-46664095_46659391-46659485_46664848-46664959	H3.1 K28	inclusion	4
PICALM:85990250-85990378_85983865-85983973_85996825-85996929	H3.1 K28	inclusion	5
ATXN2L:28836326-28836490_28835932-28836122_28836727-28837237	H3.1 K28	inclusion	3
DHX30:47815963-47816128_47810656-47810711_47818021-47818117	H3.1 K28	inclusion	7
ELP2:36139419-36139613_36138794-36138872_36141136-36141201	H3.1 K28	inclusion	4
UCHL5:193020307-193020381_193015758-193016395_193021096-193021195	H3.1 K28	inclusion	4
GPRC5B:19882132-19882301_19872586-19872846_19884726-19884864	H3.1 K28	inclusion	8
PKIG:44582585-44582731_44531784-44531978_44589796-44589866	H3.1 K28	inclusion	7
MBD1:50275370-50275444_50275128-50275245_50275599-50275728	H3.1 K28	inclusion	3
PWWP3A:1358588-1358700_1357008-1358464_1360135-1360631	H3.1 K28	inclusion	5
CDK16:47222261-47222342_47218709-47219105_47223551-47223759	H3.1 K28	inclusion	5
MARK4:45298143-45298222_45297675-45297954_45299810-45299855	H3.1 K28	inclusion	4
NAV2:20082592-20082600_20080063-20080209_20083006-20083179	H3.1 K28	inclusion	5
EI24:125570104-125570190_125569279-125569573_125572457-125572569	H3.1 K28	inclusion	4
SLC18B1:132790785-132790865_132790176-132790272_132796981-132797121	H3.1 K28	inclusion	5
ASAP1:130160785-130160793_130159863-130159964_130167535-130167622	H3.1 K28	inclusion	4
VRK2:58154759-58154802_58146315-58146474_58159348-58159840	H3.1 K28	inclusion	3
XPO6:28208987-28209055_28180940-28181031_28211365-28211920	H3.1 K28	inclusion	3
CNEP1R1:50025651-50025701_50024409-50025340_50026395-50026467	H3.1 K28	inclusion	4
RNF41:56212996-56213138_56210247-56210568_56213957-56214018	H3.1 K28	inclusion	5
EPC1:32273922-32274038_32273162-32273281_32284697-32285050	H3.1 K28	inclusion	4
CHD9:53321163-53321217_53318211-53318340_53321525-53321630	H3.1 K28	inclusion	3
SLC35B1:49707343-49707444_49706964-49707068_49707729-49707949	H3.1 K28	inclusion	5
JPX:73984444-73984541_73944583-73944662_73994839-73994961	H3.1 K28	inclusion	4
SERGEF:17999494-17999572_17995795-17995909_18000496-18000557	H3.1 K28	inclusion	5
BECN1:42812231-42812356_42811654-42811797_42813947-42813989	H3.1 K28	inclusion	5
COPE:18905867-18905935_18905575-18905629_18906959-18907112	H3.1 K28	inclusion	3
CCDC82:96385937-96386020_96383961-96384761_96386253-96386293	H3.1 K28	inclusion	5
ZHX3:41267463-41267612_41202056-41205066_41268978-41269083	H3.1 K28	inclusion	4
KIF2A:62372438-62372551_62366413-62366481_62373686-62373837	H3.1 K28	inclusion	8
CEP63:134559150-134559429_134551925-134552012_134561376-134561749	H3.1 K28	inclusion	4
MR1:181052322-181052510_181050010-181050286_181053572-181053677	H3.1 K28	inclusion	4
MECR:29220838-29220921_29216587-29216685_29230730-29230897	H3.1 K28	inclusion	5
SNHG17:38422087-38422241_38420591-38421098_38426418-38426503	H3.1 K28	inclusion	5
SNHG17:38422092-38422241_38420587-38421098_38426418-38426503	H3.1 K28	inclusion	3
SNHG17:38422092-38422368_38421005-38421098_38426418-38426503	H3.1 K28	inclusion	3
ANAPC16:72220054-72220379_72215999-72216138_72223887-72224056	H3.1 K28	inclusion	4
INTS10:19849162-19849239_19845703-19845797_19851648-19852061	H3.1 K28	inclusion	3
BABAM2:28327274-28327447_28298337-28298491_28338449-28338901	H3.1 K28	inclusion	6
RPAIN:5426236-5426299_5422768-5422829_5432541-5432876	H3.1 K28	inclusion	4
ING4:6655638-6655913_6653229-6653396_6656726-6656798	H3.1 K28	inclusion	6
MAPT:46010310-46010402_45996398-45996664_46014242-46014324	H3.1 K28	inclusion	5
BCAS1:53966906-53967073_53953431-53953695_53985286-53985499	H3.1 K28	inclusion	4
ZNF195:3361743-3361889_3358993-3360565_3370974-3371070	H3.1 K28	inclusion	4
ZNF195:3361743-3368855_3358102-3360565_3370974-3371070	H3.1 K28	inclusion	5
NADSYN1:71476033-71477438_71474394-71474526_71478394-71478469	H3.1 K28	inclusion	4
NADSYN1:71477345-71477438_71474394-71474526_71478394-71478469	H3.1 K28	inclusion	5
MSRA:10096244-10096318_10095550-10096043_10207832-10207901	H3.1 K28	inclusion	4
GMPR2:24234107-24234241_24233478-24233598_24235736-24235820	H3.1 K28	inclusion	6
GMPR2:24234113-24234241_24233478-24233598_24235736-24235820	H3.1 K28	inclusion	5
XPA:97682200-97682430_97674908-97675587_97684922-97685040	H3.1 K28	inclusion	4
SHC2:439233-439491_438969-439030_440861-440932	H3.1 K28	inclusion	4
POMZP3:76618497-76618615_76618182-76618300_76625521-76625683	H3.1 K28	inclusion	4
YTHDC2:113526586-113526785_113515271-113515362_113532878-113533045	H3.1 K28	inclusion	3
DTNA:34838745-34838837_34827592-34827676_34848295-34848383	H3.1 K28	inclusion	5
MRPL1:77906946-77907210_77894138-77894250_77909265-77909312	H3.1 K28	inclusion	4
ERCC8:60909648-60909957_60904791-60904873_60918264-60918388	H3.1 K28	inclusion	4
CNOT6:180495652-180495755_180494411-180494763_180529274-180529388	H3.1 K28	inclusion	4
PBRM1:52682092-52682233_52679573-52679726_52685748-52685850	H3.1 K28	inclusion	5
MMS22L:97270107-97270283_97269901-97269992_97272703-97272881	H3.1 K28	inclusion	3
SENP1:48089163-48089293_48088800-48088960_48096342-48096427	H3.1 K28	inclusion	3
SHISA6:11551896-11551952_11379413-11379509_11555739-11555892	H3.1 K28	inclusion	3
MYO18A:29079727-29081000_29074747-29074914_29082315-29082438	H3.1 K28	inclusion	3
C18orf25:46240005-46240187_46215810-46216595_46253696-46253823	H3.1 K28	inclusion	5
PRUNE2:76619340-76619387_76611375-76614600_76629191-76629290	H3.1 K28	inclusion	3
ADAM23:206605790-206605880_206596050-206596162_206617578-206617842	H3.1 K28	inclusion	3
SNHG17:38422012-38422241_38421005-38421098_38426418-38426503	H3.1 K28	inclusion	3
SNHG17:38422096-38422241_38421005-38421098_38426418-38426503	H3.1 K28	inclusion	3
ZBTB38:141396259-141396503_141386871-141386937_141403926-141404031	H3.1 K28	inclusion	4
LINC00665:36326053-36327225_36324925-36325764_36330252-36330492	H3.1 K28	inclusion	3
LINC00665:36326482-36327225_36324925-36325764_36330252-36330492	H3.1 K28	inclusion	3
SHROOM1:132826277-132826587_132825162-132826182_132827460-132827607	H3.1 K28	inclusion	3
TERF2:69368587-69368595_69368375-69368482_69370482-69370629	H3.1 K28	inclusion	3
MRPL42:93470486-93470590_93469191-93469355_93476953-93477017	H3.1 K28	inclusion	5
HLCS:36947333-36948287_36938831-36938994_36962035-36962170	H3.1 K28	inclusion	3
HLCS:36948166-36948287_36938831-36938994_36962035-36962170	H3.1 K28	inclusion	3
TTC38:46292203-46292328_46289825-46289899_46292790-46292933	H3.1 K28	inclusion	4
TOP3B:21970980-21971061_21970209-21970406_21971876-21971951	H3.1 K28	inclusion	3
MED15:20575113-20575232_20568520-20568631_20582610-20582747	H3.1 K28	inclusion	8
TTC3:37157161-37157214_37156654-37156906_37159698-37159745	H3.1 K28	inclusion	4
NKAIN4:63244470-63244543_63244023-63244084_63247577-63247775	H3.1 K28	inclusion	4
SNRPD2:45689233-45689347_45688386-45688566_45691886-45691941	H3.1 K28	inclusion	5
RAPGEF2:159351059-159351133_159350136-159350289_159352684-159352910	H3.1 K28	inclusion	4
RAPGEF2:159351059-159351181_159350227-159350289_159352684-159352910	H3.1 K28	inclusion	6
AP4M1:100102246-100102393_100101879-100101968_100102674-100102781	H3.1 K28	inclusion	5
SRSF11:70231859-70231975_70228421-70228555_70232267-70232375	H3.1 K28	inclusion	5
IQCE:2567116-2567163_2558978-2559217_2571525-2571654	H3.1 K28	inclusion	4
NONO:71284984-71285097_71284396-71284453_71290628-71290791	H3.1 K28	inclusion	7
ZFYVE16:80443794-80443920_80443151-80443284_80445262-80445405	H3.1 K28	inclusion	3
SETX:132269403-132269489_132261355-132264985_132269614-132269702	H3.1 K28	inclusion	6
RUFY1:179586331-179586475_179585795-179585865_179589545-179589647	H3.1 K28	inclusion	5
TTLL11:122031723-122031856_121988909-121989770_122039271-122039368	H3.1 K28	inclusion	6
GBA2:35743276-35743326_35741319-35741890_35744296-35744391	H3.1 K28	inclusion	3
BOD1L1:13572702-13572842_13569505-13570128_13576837-13576991	H3.1 K28	inclusion	5
PTGES2:128124779-128124871_128124330-128124550_128125243-128125441	H3.1 K28	inclusion	4
CHCHD7:56212762-56212889_56211797-56211837_56214597-56214667	H3.1 K28	inclusion	4
USP46:52658174-52658281_52631063-52631144_52659114-52659275	H3.1 K28	inclusion	3
COPS4:83073206-83073353_83068437-83068522_83075296-83075756	H3.1 K28	inclusion	4
FBXO44:11658533-11658628_11658266-11658364_11658735-11658871	H3.1 K28	inclusion	6
MAGOHB:10609098-10609383_10607853-10607936_10609830-10609941	H3.1 K28	inclusion	6
TBRG4:45104099-45104256_45103030-45103443_45105440-45105669	H3.1 K28	inclusion	4
NUP85:75228998-75229131_75226107-75226157_75231339-75231423	H3.1 K28	inclusion	5
NOP56:2657373-2657488_2657080-2657218_2657928-2658393	H3.1 K28	inclusion	3
PAQR6:156244582-156244672_156243495-156244403_156244760-156244911	H3.1 K28	inclusion	3
SRRT:100882458-100883090_100882052-100882241_100884069-100884239	H3.1 K28	inclusion	5
SRRT:100882765-100883090_100882052-100882241_100884069-100884239	H3.1 K28	inclusion	5
RAP1GAP:21603658-21603912_21602803-21602913_21606065-21606197	H3.1 K28	inclusion	4
RAP1GAP:21603835-21603912_21602803-21602913_21606065-21606197	H3.1 K28	inclusion	3
TIAL1:119580471-119580846_119579934-119580010_119581921-119582009	H3.1 K28	inclusion	6
PPIA:44798748-44798814_44796680-44796793_44799246-44799277	H3.1 K28	inclusion	3
SH3YL1:224868-224920_218796-219001_229965-230044	H3.1 K28	inclusion	4
SETD9:56911169-56911536_56909351-56909743_56913010-56913134	H3.1 K28	inclusion	3
DPCD:101605140-101605212_101601202-101601336_101608834-101608937	H3.1 K28	inclusion	3
PRPF3:150327557-150327652_150325750-150325881_150328319-150328466	H3.1 K28	inclusion	7
PPP1R12A:79806166-79806333_79805591-79805768_79807225-79807330	H3.1 K28	inclusion	4
SNHG17:38425935-38426048_38421005-38421098_38426418-38426503	H3.1 K28	inclusion	3
ZEB1:31387124-31387266_31321473-31321532_31461036-31461237	H3.1 K28	inclusion	3
NUP62:49927694-49927815_49906824-49909884_49929325-49929429	H3.1 K28	inclusion	6
NUP62:49927694-49927848_49908104-49909884_49929325-49929435	H3.1 K28	inclusion	7
PPP4R3B:55578247-55578342_55577314-55577356_55579678-55579781	H3.1 K28	inclusion	6
STAT6:57109941-57110110_57108162-57108299_57111128-57111413	H3.1 K28	inclusion	4
DDX60L:168475996-168476120_168472695-168472809_168480376-168480439	H3.1 K28	inclusion	4
TNK2:195882445-195882527_195882050-195882328_195883156-195883309	H3.1 K28	inclusion	4
NDUFAF6:95036302-95036494_95035453-95035576_95041569-95041626	H3.1 K28	inclusion	7
ABLIM3:149240676-149240774_149239758-149239888_149242490-149242538	H3.1 K28	inclusion	5
KANK1:736352-736557_734162-734835_738284-738504	H3.1 K28	inclusion	4
ANKRD46:100532356-100532460_100529522-100529860_100533208-100533311	H3.1 K28	inclusion	5
AHI1:135301408-135302817_135300499-135300558_135318518-135318616	H3.1 K28	inclusion	3
AHI1:135301408-135302841_135300499-135300558_135318518-135318616	H3.1 K28	inclusion	3
SCRIB:143793257-143793340_143792975-143793083_143793899-143793962	H3.1 K28	inclusion	5
UHRF2:6495585-6497103_6493825-6493932_6497197-6497360	H3.1 K28	inclusion	3
FUBP3:130631161-130631293_130630627-130630788_130631556-130631630	H3.1 K28	inclusion	5
NDRG2:21023986-21024096_21023240-21023321_21025028-21025072	H3.1 K28	inclusion	6
MACROH2A1:135339428-135339575_135334399-135335141_135343259-135343434	H3.1 K28	inclusion	4
HRAS:533277-533358_532261-532755_533452-533612	H3.1 K28	inclusion	5
ZMYND8:47212642-47212725_47209213-47210897_47220257-47220324	H3.1 K28	inclusion	4
PSMA1:14519905-14520211_14518996-14519041_14520296-14520445	H3.1 K28	inclusion	4
RSRC2:122520504-122520581_122518838-122519029_122521384-122521428	H3.1 K28	inclusion	7
ST7:117190133-117190268_117189320-117189393_117190833-117190932	H3.1 K28	inclusion	7
PRCP:82825451-82825599_82824399-82825122_82838386-82838574	H3.1 K28	inclusion	3
NAA25:112049483-112049611_112048291-112048443_112053557-112053657	H3.1 K28	inclusion	4
ADD3:110132305-110132400_110130362-110130486_110133325-110135565	H3.1 K28	inclusion	7
ARGLU1:106557559-106557616_106557047-106557131_106559431-106559657	H3.1 K28	inclusion	6
HNRNPC:21263667-21263829_21263310-21263336_21269297-21269406	H3.1 K28	inclusion	5
MIR9-1HG:156414056-156414298_156404255-156404601_156414653-156414753	H3.1 K28	inclusion	6
MIR9-1HG:156414056-156414298_156407841-156407975_156414653-156414753	H3.1 K28	inclusion	5
MIR9-1HG:156414084-156414298_156404507-156404601_156414653-156414753	H3.1 K28	inclusion	6
MIR9-1HG:156414084-156414298_156407853-156407975_156414653-156414753	H3.1 K28	inclusion	4
ACAN:88860326-88860439_88854851-88859417_88868215-88868329	H3.1 K28	inclusion	4
MAZ:29809540-29809764_29808569-29808741_29810076-29811164	H3.1 K28	inclusion	5
SF3B3:70550650-70550678_70548369-70548442_70554445-70554597	H3.1 K28	inclusion	6
NDEL1:8463320-8463354_8460008-8460160_8466929-8467658	H3.1 K28	inclusion	4
LUC7L3:50737287-50737479_50736959-50737026_50740305-50740345	H3.1 K28	inclusion	4
POLG2:64481246-64481446_64480288-64480389_64482918-64482999	H3.1 K28	inclusion	4
MEMO1:31893242-31893321_31892052-31892134_31917925-31918037	H3.1 K28	inclusion	6
CIRBP:1273601-1273715_1271980-1272051_1274306-1274440	H3.1 K28	inclusion	3
HSD11B1L:5686416-5686527_5684818-5685119_5686899-5686991	H3.1 K28	inclusion	4
EIF3G:10118440-10118557_10117083-10117188_10118667-10118727	H3.1 K28	inclusion	4
TTC38:46281971-46282151_46281598-46281718_46283972-46284032	H3.1 K28	inclusion	3
DDX17:38489228-38489458_38488025-38488115_38492055-38492115	H3.1 K28	inclusion	4
HMBOX1:28924640-28924755_28890394-28890678_28963810-28963890	H3.1 K28	inclusion	3
LUC7L2:139374401-139374471_139359845-139360322_139376061-139376156	H3.1 K28	inclusion	4
BBS2:56509357-56509494_56506119-56506224_56509956-56510034	H3.1 K28	inclusion	6
NTAQ1:123435442-123435542_123429982-123430033_123436452-123436601	H3.1 K28	inclusion	5
IFT52:43618243-43618353_43613898-43613976_43618939-43619026	H3.1 K28	inclusion	5
DNAJC2:103327332-103327378_103326542-103326684_103327655-103327754	H3.1 K28	inclusion	3
HSD17B4:119471636-119471700_119456314-119456368_119473907-119474015	H3.1 K28	inclusion	3
POLR2J3:102544706-102544776_102541500-102541662_102566996-102567070	H3.1 K28	inclusion	3
GABARAPL1:10214669-10214779_10212896-10213219_10218062-10218141	H3.1 K28	inclusion	3
COPS7B:231801140-231801207_231798858-231798964_231807486-231808723	H3.1 K28	inclusion	3
TAMM41:11826718-11826805_11817087-11817337_11829713-11829910	H3.1 K28	inclusion	4
LRPPRC:43895368-43895566_43894544-43894629_43896633-43896708	H3.1 K28	inclusion	3
DPP9:4683190-4683324_4682695-4682838_4683476-4683629	H3.1 K28	inclusion	4
NDUFA5:123551368-123551576_123545610-123550586_123557403-123557448	H3.1 K28	inclusion	4
VCAN:83537007-83542268_83519348-83522309_83545536-83545650	H3.1 K28	inclusion	8
CCDC91:28225795-28225861_28190445-28190641_28257201-28257245	H3.1 K28	inclusion	3
NOP58:202278212-202278329_202277949-202278002_202282350-202282472	H3.1 K28	inclusion	5
CLOCK:55486393-55486549_55482738-55482828_55489373-55489465	H3.1 K28	inclusion	3
NABP1:191682492-191682595_191681945-191682017_191683728-191683804	H3.1 K28	inclusion	6
SULT1C4:108383093-108383219_108381761-108381887_108383415-108383510	H3.1 K28	inclusion	5
VPS8:184893234-184893412_184886109-184886156_184894702-184894925	H3.1 K28	inclusion	3
ATF2:175092543-175092616_175080659-175080765_175093060-175093267	H3.1 K28	inclusion	5
NUP42:23197173-23197247_23196679-23196766_23199457-23199542	H3.1 K28	inclusion	3
NDUFAF6:95036371-95036494_95035453-95035576_95041569-95041626	H3.1 K28	inclusion	5
INTU:127675905-127676065_127674123-127674213_127684408-127684486	H3.1 K28	inclusion	4
NRDE2:90317704-90317820_90316586-90316811_90318004-90318113	H3.1 K28	inclusion	3
SAP30BP:75690671-75690772_75671815-75671863_75693439-75693482	H3.1 K28	inclusion	3
LRRCC1:85109595-85109800_85107237-85107399_85110114-85110180	H3.1 K28	inclusion	3
TAF2:119817984-119818058_119806282-119806401_119819345-119819506	H3.1 K28	inclusion	3
TCTN1:110627930-110628224_110626361-110626492_110628766-110628918	H3.1 K28	inclusion	5
NSDHL:152831634-152831700_152830966-152831117_152846281-152846432	H3.1 K28	inclusion	4
GALK2:49318972-49319116_49292326-49292537_49319603-49319805	H3.1 K28	inclusion	3
ZNF384:6677167-6677259_6673215-6673440_6678126-6678460	H3.1 K28	inclusion	5
ZNF140:133100987-133101053_133083465-133083561_133105509-133107428	H3.1 K28	inclusion	6
STRN3:30918966-30919106_30913523-30913657_30935162-30935304	H3.1 K28	inclusion	5
RBM25:73088370-73088474_73088000-73088161_73096914-73097100	H3.1 K28	inclusion	4
ARIH1:72496791-72496858_72474935-72475014_72518066-72518134	H3.1 K28	inclusion	3
MAN2C1:75363210-75363290_75362641-75362748_75363998-75364188	H3.1 K28	inclusion	4
CHD9:53319813-53319951_53318211-53318340_53321525-53321563	H3.1 K28	inclusion	3
DDX19A:70356846-70356906_70356111-70356247_70361417-70361496	H3.1 K28	inclusion	3
COG4:70515868-70516040_70514334-70514509_70517625-70517740	H3.1 K28	inclusion	3
NUP88:5418015-5418141_5416552-5416682_5419353-5419676	H3.1 K28	inclusion	3
ANKRD12:9239477-9239556_9221851-9221999_9254210-9256111	H3.1 K28	inclusion	3
DPY19L3:32467474-32467626_32464727-32464784_32468730-32468813	H3.1 K28	inclusion	4
INTS3:153753701-153753818_153752278-153752408_153754641-153754739	H3.1 K28	inclusion	3
NTRK2:84803028-84803179_84751985-84752085_84810541-84811219	H3.1 K28	inclusion	3
RNF135:30993840-30993904_30987943-30988106_30997241-30997331	H3.1 K28	inclusion	3
PRMT7:68351390-68351814_68348341-68348431_68352247-68352315	H3.1 K28	inclusion	3
PRMT7:68351390-68352029_68348341-68348431_68352247-68352409	H3.1 K28	inclusion	3
MIR9-3HG:89379048-89379269_89378041-89378165_89387816-89387843	H3.1 K28	inclusion	3
PORCN:48509424-48509577_48509029-48509103_48509783-48509956	H3.1 K28	inclusion	3
YAF2:42210548-42210619_42161612-42161765_42237598-42237724	H3.1 K28	inclusion	3
ZCWPW1:100401889-100402041_100400852-100401336_100403693-100403785	H3.1 K28	inclusion	3
GARS1-DT:30551318-30551395_30550567-30550781_30552099-30552177	H3.1 K28	inclusion	3
GARS1-DT:30551318-30551479_30548358-30550781_30552099-30552179	H3.1 K28	inclusion	3
FAM193B:177523159-177523265_177521973-177522071_177523956-177524032	H3.1 K28	inclusion	4
EEF1D:143593875-143594071_143586728-143586849_143597347-143597362	H3.1 K28	inclusion	3
SMUG1:54188515-54188596_54181456-54183959_54188950-54188972	H3.1 K28	inclusion	4
MCRS1:49567647-49567749_49566721-49566841_49568047-49568101	H3.1 K28	inclusion	3
MEG3:100832512-100832641_100830604-100831534_100834631-100834751	H3.1 K28	inclusion	3
TTI1:38019005-38019144_38011514-38013857_38033403-38033461	H3.1 K28	inclusion	3
MRRF:122265462-122265780_122264886-122264938_122270863-122271075	H3.1 K28	inclusion	3
